NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
24850,OxCGRT2812,OxCGRT,OXCGRT009250,WPRO,Japan,JPN,392,national,,,,C7 - restrictions on internal movement - 1,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,1,,,"""In order to avoid such a situation, in advance of the string of holidays, it will also be necessary to request tourist facilities to close down temporarily in various areas. To prevent the flow of people, an influx of people, we have now expanded the scope of the declaration of a state of emergency to the entire country so that those regions can take necessary emergency measures. To this end, the duration of the declaration will remain unchanged, to May 6, when the Golden Week holidays end. For another 20 days from now, all of Japan must unite as one to battle this virus. I intend to join hands with all of the prefectures and take all possible means to protect people’s health and people’s lives."" http://japan.kantei.go.jp/98_abe/statement/202004/_00002.html",Recommended,,,,,,2020-04-17,,,9261
13477,GPHIN01782,GPHIN,1782,WPRO,Japan,JPN,392,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"The Foreign Ministry on 25 February called on Japanese nationals to refrain from making nonessential trips to the South Korean city of Daegu where coronavirus infection cases are on the rise. The same travel advisory, the second-lowest level in the ministry's four-tier warning system, was also issued for the county of Cheongdo in the South Korean province of North Gyeongsang. The Japanese Foreign Minister has said the move reflects the South Korean government's recent decision to put the country's infectious disease alert to the fourth and highest level.",,,,Media,https://jen.jiji.com/jc/eng?g=eco&k=2020022500749,,2020-02-25,,2020-02-25,9261
29209,CSHVienna_1595,CSHVienna,1595,WPRO,Japan,JPN,392,national,,Risk communication,Actively communicate with stakeholders,Risk assessment before an event,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,,,Social distancing. gov recommends: if events are necessary organizers to ensure social distance,,,,,https://japan.kantei.go.jp/98_abe/actions/202003/_00001.html,,2020-03-01,,2020-03-01,9261
29222,CSHVienna_1608,CSHVienna,1608,WPRO,Japan,JPN,392,national,,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,8.1,Other measures,,Legal and policy regulations,,,,Financial aid for parents on leave. aid to those parents with children who are forced to take leave in response to the recent request for temporary school closures,,,,,https://www.japantimes.co.jp/news/2020/03/03/national/politics-diplomacy/shinzo-abe-emergency-funding-coronavirus/#.XqcLZsj7Q2w,,2020-03-10,,2020-03-10,9261
12364,GPHIN01043,GPHIN,1043,WPRO,Japan,JPN,392,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"1. Passengers who have been in the Hubei Province or Zhejiang Province (China People's Rep.) in the past 14 days are not allowed to enter Japan. 
- This does not apply to nationals of Japan; 
- This does not apply to spouses or children of nationals of Japan. 
2. Nationals of China (People's Rep.) with a passport issued in Hubei Province or Zhejiang Province (China People's Rep.) are not allowed to enter Japan. 
- This does not apply when passengers can prove that they have not been in Hubei Province and Zhejiang Province the last 14 days.",,,,Media,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-02-13,,2020-02-13,9261
4275,ACAPS_4275,ACAPS,632,WPRO,Japan,JPN,392,national,,Public health measures,,Health screenings in airports and border crossings,5.5,International travel measures,,Entry screening and isolation or quarantine,No,,,,,Introduction / extension of measures,US Embassy,Government,https://jp.usembassy.gov/health-alert-us-embassy-tokyo-march-13-2020/,,2020-03-13,,2020-03-16,9261
29199,CSHVienna_1585,CSHVienna,1585,WPRO,Japan,JPN,392,national,,Risk communication,Educate and actively communicate with the public,Use of public transport,8.4,Other measures,Communications and engagement,,,,,"Arrange working time to avoid peak hours. Government officials urged companies to let employees work from home and commute at off-peak hours.""",,,,,https://translate.googleusercontent.com/translate_c?depth=1&rurl=translate.google.com&sl=ja&sp=nmt4&tl=en&u=https://www.kantei.go.jp/jp/singi/novel_coronavirus/th_siryou/sidai_r020225.pdf&usg=ALkJrhhoPDy_Fep9z7fnEIXklpcJs0q_5A,,2020-02-25,,2020-02-25,9261
29157,CSHVienna_1545,CSHVienna,1545,WPRO,Japan,JPN,392,national,,Travel restriction,Airport restriction,No direct filghts to high-risk areas,5.7,International travel measures,,Suspending or restricting international flights,,,,"to Hong Kong. All Nippon Airways suspends all flights between Osaka and Hong Kong TIMEFRAME expected from 2/7/2020, 12:00 AM until 3/28/2020, 11:59 PM (Asia/Tokyo).",,,,,https://www.garda.com/crisis24/news-alerts/312246/japan-all-nippon-airways-suspends-flights-between-osaka-and-hong-kong-february-17-march-28-update-3,,2020-02-07,,2020-02-07,9261
24847,OxCGRT2809,OxCGRT,OXCGRT009248,WPRO,Japan,JPN,392,national,,,,H2 - testing policy -3,3.1.1,Surveillance and response measures,Detecting and isolating cases,Passive case detection,Anyone,,,"https://web.archive.org/web/20200418153026/https://www.mhlw.go.jp/content/000622167.pdf Ministry of Health, Labour and Welfare (in Japanese) administrative order as of 15 Apr to permit drive-thru PCR tests. https://web.archive.org/save/https://www.japantimes.co.jp/news/2020/04/18/national/coronavirus-infections-japan-testing/#.Xpsfp1MzZQJ In another bid to make PCR tests more available, the health ministry on Wednesday suggested to local governments that drive-thru tests can bolster their capabilities.",,,,,,,2020-04-15,,,9261
29148,CSHVienna_1536,CSHVienna,1536,WPRO,Japan,JPN,392,national,,Social distancing,Return operation of nationals living in regions at risk,Hubei,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Quarantine, test, monitoring. Japanese Officials",,,,,https://translate.googleusercontent.com/translate_c?depth=1&rurl=translate.google.ro&sl=ja&sp=nmt4&tl=en&u=https://www.kantei.go.jp/jp/singi/novel_coronavirus/th_siryou/sidai_r020131_1.pdf&usg=ALkJrhjbMD6E4ux-LhTNoh2Dzzpzgs_tOA,,2020-01-27,,2020-01-27,9261
15051,GPHIN03028,GPHIN,3028,WPRO,Japan,JPN,392,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"On 9 March, Japan's professional baseball establishment said it will delay the start of the season for both the Central and Pacific leagues, originally scheduled for 20 March, due to the coronavirus crisis. The J-League, meanwhile, said it will extend its suspension of soccer matches until at least 3 April.",,,,Media,https://english.kyodonews.net/news/2020/03/6cba442bcfa8-breaking-news-japan-pro-baseball-to-delay-start-of-season-over-virus-source.html,,2020-03-09,,2020-03-09,9261
16545,GPHIN04160,GPHIN,4160,WPRO,Japan,JPN,392,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"In the present circumstances and based on the information provided by the WHO today, the IOC President and the Prime Minister of Japan have concluded that the Games of the XXXII Olympiad in Tokyo must be rescheduled to a date beyond 2020 but not later than summer 2021, to safeguard the health of the athletes, everybody involved in the Olympic Games and the international community.
The leaders agreed that the Olympic Games in Tokyo could stand as a beacon of hope to the world during these troubled times and that the Olympic flame could become the light at the end of the tunnel in which the world finds itself at present. Therefore, it was agreed that the Olympic flame will stay in Japan. It was also agreed that the Games will keep the name Olympic and Paralympic Games Tokyo 2020.",,,,Official,,,2020-03-24,,2020-03-24,9261
24819,OxCGRT2781,OxCGRT,OXCGRT009198,WPRO,Japan,JPN,392,national,,,,C3 - cancel public events - 1,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",1,,,"While government does not impose restrictions, it recommends organizers of events to make informed judgement about whether to hold or shut down events https://jp.reuters.com/article/japan-government-coronavirus-idJPKBN21506D https://www.aljazeera.com/news/2020/02/japan-calls-cancellation-events-coronavirus-200226131256898.html https://english.kyodonews.net/news/2020/02/4d5ff5744493-urgent-abe-asks-big-event-organizers-to-mull-cancelations-for-next-2-weeks.html",Recommended,,,,,,2020-02-25,,,9261
29188,CSHVienna_1576,CSHVienna,1576,WPRO,Japan,JPN,392,national,,"Case identification, contact tracing and related measures",Enhance detection system,Search for and/or monitor contacts,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,,,,"Observation of health for highly contacted persons, request to refrain from going out, etc.",,,,,https://translate.googleusercontent.com/translate_c?depth=1&rurl=translate.google.com&sl=ja&sp=nmt4&tl=en&u=https://www.kantei.go.jp/jp/singi/novel_coronavirus/th_siryou/sidai_r020225.pdf&usg=ALkJrhhoPDy_Fep9z7fnEIXklpcJs0q_5A,,2020-02-25,,2020-02-25,9261
4308,ACAPS_4308,ACAPS,3220,WPRO,Japan,JPN,392,national,,Social distancing,,Limit public gatherings,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,No,,,"With support from China and the ROK, Japan announced the postponement of the Tokoyo Olympic Games",,Introduction / extension of measures,Japan MoFA,Government,https://www.mofa.go.jp/press/kaiken/kaiken4e_000773.html#topic1,,2020-03-21,,2020-03-31,9261
14499,GPHIN02565,GPHIN,2565,WPRO,Japan,JPN,392,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Tokyo Olympic and Paralympic organizers have drafted a torch relay policy to deal with the challenges of the current coronavirus outbreak. The organizing committee will report its basic policy to the International Olympic Committee in an April 4 teleconference.
Procedures for the relay, which begins from the J-Village soccer training center in Fukushima Prefecture on March 26, will vary depending on the status of infection in each locale after consultation between prefectural governments and the organizing committee.
Measures could vary from restricting access to ceremonies such as those welcoming the torch's arrival and asking the public to exercise self-restraint when cheering along the roadside. Runners and staff members will have their temperatures taken, and runners who are not feeling well should refrain from participating.
The organizing committee has also decided to reduce the size of the Japanese delegation participating in the March 12 torch-lighting ceremony in Olympia, Greece. A cultural performance by 140 Japanese primary junior high and high school students in Athens for the March 19 torch handover ceremony may be reconsidered.",,,,Media,https://english.kyodonews.net/news/2020/03/24a9546fe95d-olympics-torch-relay-measures-to-vary-depending-on-local-virus-status.html,,2020-03-04,,2020-03-04,9261
13305,GPHIN01665,GPHIN,1665,WPRO,Japan,JPN,392,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Japan's Health Ministry on 24 February said it had found 23 passengers who disembarked from the Diamond Princess cruise despite not undergoing tests required to leave the locked-down vessel in Yokohama. The passengers in question received negative results before the 14-day quarantine, but they were required to undergo a second test for clearance to leave.  Meanwhile, Japanese health officials have acknowledged that the quarantine on the ship was “not perfect.”
More than 690 passengers and crew members from the vessel have fallen sick — with at least 18 Americans, one Japanese and several Australians testing positive after disembarking and returning home.",,,,Media,https://nypost.com/2020/02/24/diamond-princess-cruise-tracks-down-23-passengers-who-were-mistakenly-released/,,2020-02-24,,2020-02-24,9261
9909,CDC_ITF_823,CDC_ITF,CDC-ITF-JP-00002,WPRO,Japan,JPN,392,national,,,Travel restrictions,Travel bans/border closures,5.9,International travel measures,,Closing international land borders,,,,Ban on entry from Hubei Province. The Immigration Services Agency of Japan announced that effective February 1 2020 foreigners who have travelled to Hubei Province in China within 14 days before arriving in Japan and foreigners who have a Chinese passport issued by Hubei Province are not permitted to enter Japan.,,Impose,,,https://jp.usembassy.gov/health-travel-alert-coronavirus-outbreak/,,2020-02-01,,2020-03-20,9261
14501,GPHIN02565,GPHIN,2565,WPRO,Japan,JPN,392,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"Tokyo Olympic and Paralympic organizers have drafted a torch relay policy to deal with the challenges of the current coronavirus outbreak. The organizing committee will report its basic policy to the International Olympic Committee in an April 4 teleconference.
Procedures for the relay, which begins from the J-Village soccer training center in Fukushima Prefecture on March 26, will vary depending on the status of infection in each locale after consultation between prefectural governments and the organizing committee.
Measures could vary from restricting access to ceremonies such as those welcoming the torch's arrival and asking the public to exercise self-restraint when cheering along the roadside. Runners and staff members will have their temperatures taken, and runners who are not feeling well should refrain from participating.
The organizing committee has also decided to reduce the size of the Japanese delegation participating in the March 12 torch-lighting ceremony in Olympia, Greece. A cultural performance by 140 Japanese primary junior high and high school students in Athens for the March 19 torch handover ceremony may be reconsidered.",,,,Media,https://english.kyodonews.net/news/2020/03/24a9546fe95d-olympics-torch-relay-measures-to-vary-depending-on-local-virus-status.html,,2020-03-04,,2020-03-04,9261
12604,GPHIN01237,GPHIN,1237,WPRO,Japan,JPN,392,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,The Imperial Household Agency on 17 February said that it has canceled a public birthday event for Emperor Naruhito at the Imperial Palace scheduled on the weekend due to concern it could contribute to spread of the new coronavirus.,,,,Media,https://english.kyodonews.net/news/2020/02/fab476be601b-breaking-news-emperor-naruhito-birthday-event-canceled-due-to-coronavirus-outbreak.html,,2020-02-18,,2020-02-18,9261
29189,CSHVienna_1577,CSHVienna,1577,WPRO,Japan,JPN,392,national,,"Case identification, contact tracing and related measures",Quarantine,Contact persons,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,,,,"Observation of health for highly contacted persons, request to refrain from going out, etc.",,,,,https://translate.googleusercontent.com/translate_c?depth=1&rurl=translate.google.com&sl=ja&sp=nmt4&tl=en&u=https://www.kantei.go.jp/jp/singi/novel_coronavirus/th_siryou/sidai_r020225.pdf&usg=ALkJrhhoPDy_Fep9z7fnEIXklpcJs0q_5A,,2020-02-25,,2020-02-25,9261
13725,GPHIN01943,GPHIN,1943,WPRO,Japan,JPN,392,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"Japan's Hokkaido prefecture seeks closure of schools. The board of education in Japan's northern Hokkaido prefecture will seek to close all public elementary and junior high schools for a few days starting Thursday, Kyodo news agency reported on Wednesday 26 February.
Hokkaido, Japan's northernmost main island, has confirmed a total of 35 coronavirus cases - the highest number outside Tokyo. A number of them have been discovered in people who have links to schools, including students, teachers, school bus drivers, and cafeteria workers.",,,,Media,https://www.aljazeera.com/news/2020/02/china-coronavirus-outbreak-latest-updates-200226003835539.html,,2020-02-26,,2020-02-26,9261
12723,GPHIN01316,GPHIN,1316,WPRO,Japan,JPN,392,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"New Japan Pro Wrestling has issued new guidelines for fans as Japan struggles with the novel coronavirus outbreak. The company said all future live shows will go on, but are advising ill fans tto stay home, and encouraging fans and their staff to wear surgical-style masks in addition to providing disinfectant spray at events. The statement also said attendee health checks may be part of future shows and that fans that don't feel well at shows may be asked to leave. They also said that all meet and greets, and autograph signings are canceled until further notice. They have events scheduled in Tokyo all weekend long.",,,,Media,https://www.f4wonline.com/new-japan-news/njpw-cancels-meet-greets-issues-event-guidelines-due-coronavirus-304471,,2020-02-19,,2020-02-19,9261
14645,GPHIN02693,GPHIN,2693,WPRO,Japan,JPN,392,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"On 4 March, the governmental panel of scientists from the Japanese Institute of Infectious Diseases issued a warning to urge young people with age ranging from 10 to 39 years old, who would be asymptomatic or presenting COVID-19 mild symptoms, to avoid going out and especially entering crowded closed environments that facilitate the spread of the coronavirus.",,,,Media,https://www.asemana.publ.cv/?Japao-Cientistas-alertam-que-jovens-sem-sintomas-propagam-o-coronavirus&ak=1,,2020-03-05,,2020-03-05,9261
29142,CSHVienna_1530,CSHVienna,1530,WPRO,Japan,JPN,392,national,,Risk communication,Travel alert,Level 2,5.1,International travel measures,,Providing travel advice or warning,,,,China except Hubei province. Level 2: Avoid non-essential travel,,,,,https://www.travelvoice.jp/english/japanese-foreign-ministry-issues-level-2-travel-warning-for-entire-china-due-to-the-new-coronavirus,,2020-01-21,,2020-01-21,9261
29149,CSHVienna_1537,CSHVienna,1537,WPRO,Japan,JPN,392,national,,Healthcare and public health capacity,Activate notification of cases,Covid-19 as a notifiable disease,8.1,Other measures,,Legal and policy regulations,,,,.,,,,,http://www.asahi.com/ajw/articles/AJ202001270041.html,,2020-01-28,,2020-01-28,9261
9933,CDC_ITF_847,CDC_ITF,CDC-ITF-JP-00027,WPRO,Japan,JPN,392,other,Subnational/regional only,,Movement restrictions,Transportation restrictions/closures,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,,,,Residents of prefecture requested by Hokkaido governor not to travel within prefecture. Residents of the prefecture are also asked not to travel to Sapporo or to the areas covered by the state's declaration of emergency.,,Impose,,,https://english.kyodonews.net/news/2020/04/eea437e79b17-urgent-public-dissatisfied-with-abes-response-to-virus-outbreak-kyodo-poll.html,,2020-04-12,,2020-04-13,9261
21227,IHR_52,IHR,42,WPRO,Japan,JPN,392,national,,International Travel,,,11,Not enough to code,Not enough to code,Not enough to code,,,,,,,,,,,2020-02-14,,,9261
20508,GPHIN06460,GPHIN,6460,WPRO,Japan,JPN,392,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"To respond to a range of inquiries from foreign nationals whose first language is not Japanese regarding uncertainty brought about by the spread of the novel coronavirus and its impacts on their lives, a new call center has been established as part of emergency response measures being implemented by the Tokyo metropolitan government. Language support: Assistance will be available in Japanese, English, Chinese, Korean, Vietnamese, Nepali, Indonesian, Tagalog, Thai, Portuguese, Spanish, French, Cambodian and Burmese.
Questions or concerns regarding Tokyo’s emergency measures, as well as questions regarding the system to issue payments to businesses for cooperation in suspending operations to stop the spread of the virus, can be directed to the Tokyo Metropolitan Government State of Emergency Measures Consultation Center (Assistance available in Japanese only). Consultations regarding prevention of the spread of novel coronavirus, testing, and related medical care can still be directed to the Tokyo Novel Coronavirus Call Center (Assistance available in Japanese, English, Chinese and Korean).",,,,Media,https://japantoday.com/category/national/tokyo-coronavirus-support-center-for-foreign-residents-set-up,,2020-04-20,,2020-04-20,9261
20135,GPHIN06235,GPHIN,6235,WPRO,Japan,JPN,392,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"Japanese prefectural governors on 17 April urged the central government to be firmer in asking the public not to travel during the upcoming Golden Week holidays starting late April.  
Under the state of emergency which was declared on 16 April nationwide, people are asked to refrain from making nonessential outings, while governors are given the power to expropriate private land and buildings for use in the battle against the virus, requisition medical supplies and food from companies that refuse to sell them and punish those that hoard or do not comply.",,,,Media,https://english.kyodonews.net/news/2020/04/93d787447780-governors-call-for-compensation-as-state-of-emergency-goes-nationwide.html,,2020-04-17,,2020-04-17,9261
