NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
15057,GPHIN03035,GPHIN,3035,SEARO,India,IND,356,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"A voice message featuring tips on how to protect yourself against coronavirus has replaced the usual ringing tone for mobile phone users in India. Nearly 1.2 billion subscribers of telecoms networks, including BSNL, MTNL Reliance Jio, Airtel and Vodafone-Idea, have been hearing a recorded message when they dial out, according to a press release issued by India’s Health Ministry.",,,,Media,https://www.cnn.com/asia/live-news/coronavirus-outbreak-03-09-20-intl-hnk/index.html,,2020-03-09,,2020-03-09,9261
28929,CSHVienna_1327,CSHVienna,1327,SEARO,India,IND,356,other,Telangana,Social distancing,Mass gathering cancellation,Cultural events,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,,,Cinemas.,,,,,https://www.livemint.com/news/india/coronavirus-schools-colleges-malls-movie-theatres-to-be-closed-in-telangana-until-31-march-11584186142495.html,,2020-03-15,,2020-03-15,9261
28881,CSHVienna_1279,CSHVienna,1279,SEARO,India,IND,356,national,,Healthcare and public health capacity,Activate emergency response mechanisms,Strategy for COVID-19 testing in India,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,.,,,,,https://www.mohfw.gov.in/index.html,,2020-03-09,,2020-03-09,9261
9826,CDC_ITF_740,CDC_ITF,CDC-ITF-IN-00012,SEARO,India,IND,356,national,,,Travel restrictions,Travel bans/border closures,5.9,International travel measures,,Closing international land borders,,,,No international flights will be allowed to land in India from 322,,Impose,,,https://www.indiatvnews.com/news/india/no-international-commercial-flight-will-be-allowed-to-land-india-from-march-22-599644,,2020-03-22,,2020-04-14,9261
3883,ACAPS_3883,ACAPS,6788,SEARO,India,IND,356,national,,Governance and socio-economic measures,,Economic measures,8.3,Other measures,,Financial packages,No,,,"CBDT issues orders u/s 119 of IT Act,1961 to mitigate hardships to taxpayers arising out of compliance of TDS/TCS provisions",Not applicable,Introduction / extension of measures,Ministry of Finance,Government,https://pib.gov.in/PressReleseDetail.aspx?PRID=1607242,,2020-04-04,,2020-04-21,9261
3900,ACAPS_3900,ACAPS,8271,SEARO,India,IND,356,national,,Public health measures,,Strengthening the public health system,8.2,Other measures,,Scaling up,No,,,"HCARD, a robot, to assist frontline COVID-19 healthcare warriors",Not applicable,Introduction / extension of measures,"Press Information Bureau, Government of India",Government,https://pib.gov.in/PressReleseDetail.aspx?PRID=1607242,,2020-04-29,,2020-04-29,9261
28946,CSHVienna_1344,CSHVienna,1344,SEARO,India,IND,356,other,Uttar Pradesh,Social distancing,Closure of educational institutions,Complete closure of educational institutions,4.1.2,Social and physical distancing measures,School measures,Closing,,,,Complete closure of primary and secondary schools. till 2 April,,,,,https://www.indiatvnews.com/news/india/schools-colleges-cinema-halls-in-uttar-pradesh-closed-till-april-2-amid-coronavirus-pandemic-598922,,2020-03-17,,2020-03-17,9261
20020,GPHIN06165,GPHIN,6165,SEARO,India,IND,356,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"With Ramzan commencing on April 24 or 25, Minority Welfare, Waqf and Hajj Department have issued an order suspending congregational prayers including Jumma - on Friday, and Taraweeh - performed every day during the holy month for Muslims, till May 3.",,,,Media,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006773699,,2020-04-16,,2020-04-16,9261
20244,GPHIN06297,GPHIN,6297,SEARO,India,IND,356,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"India has updated its ""Containment Plan for Large Outbreaks of COVID-19"" infections, taking into account the growing possibility that its citizens, currently abroad, may soon return home in large numbers to be with their families at the time of the pandemic. The Ministry of Health and Family Welfare on 17 April released the updated, 21-page plan which details its ""strategic approach for the scenario of travel-related cases.""   The objective of this approach is to prepare health services in states which have a large number of Indians abroad who may wish to return home when the second phase of a comprehensive, country-wide lockdown ends on 3 May.",,,,Media,https://www.urdupoint.com/en/middle-east/india-updates-covid-19-containment-plan-for-a-896207.html,,2020-04-17,,2020-04-17,9261
17587,GPHIN04963,GPHIN,4963,SEARO,India,IND,356,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Indian officials are racing to track down some 9,000 people exposed to the country's biggest infection cluster, linked to a Muslim missionary group's gathering in the capital Delhi in March.",,,,Media,https://www.aljazeera.com/news/2020/04/grim-day-virus-death-toll-spain-uk-live-updates-200401235244466.html,,2020-04-02,,2020-04-02,9261
11404,GPHIN00323,GPHIN,323,SEARO,India,IND,356,national,,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"Planning for various contingencies, the Indian authorities are also considering alternatives to air evacuation, should a need arise for a mass exit from China. Evacuation by ship remains a possible option in view of the size of the population residing in China. Roughly there are around 40,000 Indians in mainland China, half of whom are students. Besides there are around 20,000 Indian passport holders and people of Indian origin in Hong Kong, many of whom may need to leave.
The Indian health authorities are especially concerned about the possible spread of the respiratory disease from Nepal, where an outbreak has been reported.  the virus spreads to neighbouring Uttar Pradesh and Bihar from Nepal, it would be hard to contain because of the high population density there.",,,,Media,https://www.thehindu.com/news/national/govt-alert-for-coronavirus-spread-from-nepal/article30719368.ece,,2020-02-03,,2020-02-03,9261
11420,GPHIN00337,GPHIN,337,SEARO,India,IND,356,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The Indian government on 2 February issued a new travel advisory asking people to refrain from travelling to China in view of coronavirus outbreak in its Hubei province and said anyone with travel history of China since January 15 could be quarantined.
As on 2 February, 58,658 passengers from 445 flights have been screened for nCoV symptom. A total of 142 symptomatic travellers picked up by the Integrated Disease Surveillance Programme (IDSP) have been referred to the isolation facilities. As many as 130 samples have been tested of which 128 have been found to be negative so far.  India has so far reported two positive cases of nCoV from Kerala.
In addition, travel to India on E-visas has been temporarily suspended with immediate effect. This applies to holders of Chinese passports and applicants of other nationalities residing in China.",,,,Media,https://www.livemint.com/news/india/govt-says-anyone-with-travel-history-of-china-since-15-jan-can-be-quarantined-11580658019206.html,,2020-02-03,,2020-02-03,9261
14284,GPHIN02382,GPHIN,2382,SEARO,India,IND,356,national,,,,TRADE BANS,8.4,Other measures,Communications and engagement,,,,,Nationals of Japan and South Korea can no longer obtain a visa on arrival.,,,,Media,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-03-02,,2020-03-02,9261
29000,CSHVienna_1398,CSHVienna,1398,SEARO,India,IND,356,other,Tamil Nadu,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,8.2,Other measures,,Scaling up,,,,". Tamil Nadu recruits 530 doctors, 1508 lab technicians, 1000 nurses to contain coronavirus COVID-19 outbreak: CM K Palaniswami",,,,,https://zeenews.india.com/india/tamil-nadu-recruits-530-doctors-1508-lab-technicians-1000-nurses-to-contain-coronavirus-covid-19-outbreak-cm-k-palaniswami-2272083.html,,2020-03-27,,2020-03-27,9261
21315,IHR_140,IHR,104,SEARO,India,IND,356,national,,International Travel,,visa_restriction,5.2,International travel measures,,Restricting visas,,,,,,,,,,,2020-03-05,,,9261
3874,ACAPS_3874,ACAPS,6779,SEARO,India,IND,356,national,,Lockdown,,Full lockdown,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,No,,,Complete lockdown of entire nation for 21 days. Agriculture-Farming and allied activities exempted from Lockdown (announced 3/28),Not available,Introduction / extension of measures,Prime Ministers Office via Press Information Bureau,Government,https://pib.gov.in/PressReleseDetail.aspx?PRID=1607242,,2020-03-24,,2020-04-21,9261
15089,GPHIN03063,GPHIN,3063,SEARO,India,IND,356,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Six scientists from the Indian Council of Medical Research (ICMR) have been stationed in Iran. Equipment and reagents, worth approximately ₹10 crores have been dispatched to enable Iran to setup a lab there.",,,,Media,https://www.livemint.com/news/india/coronavirus-update-india-records-5-more-confirmed-cases-of-deadly-virus-covid-19-takes-total-to-39-11583657275017.html,,2020-03-09,,2020-03-09,9261
19452,GPHIN05845,GPHIN,5845,SEARO,India,IND,356,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"On 14 April, the Prime Minister announced an extension of the nationwide lockdown until 3 May.  Individuals in India will be banned from leaving their homes during the period of the lockdown. Only essential services will remain operational; all shops, offices, markets, and places of worship are closed, and interstate bus and train services are suspended. A ban on international commercial passenger flights is also ongoing.  Cargo operations and flights with prior approval are exempt from the restrictions.",,,,Media,,,2020-04-14,,2020-04-14,9261
18963,GPHIN05637,GPHIN,5637,SEARO,India,IND,356,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"Vets in India are investigating the first probable cases of fatal coronavirus infection in wild monkeys. The corpses of a troop of 14 macaque monkeys were discovered over two days in Pawansa village, in Sambhal district. T he lungs of the dead monkeys were swollen and their body temperatures showed they had high fever. Official autopsy reports the Indian Veterinary Research Institute (IVRI) is being conducted.",,,,Media,https://www.dailystar.co.uk/news/world-news/vets-fear-monkeys-being-killed-21832595,,2020-04-09,,2020-04-09,9261
24427,OxCGRT2389,OxCGRT,OXCGRT008124,SEARO,India,IND,356,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",1,,,MHA Order Dt. 1.5.2020 to extend Lockdown period for 2 weeks w.e.f. 4.5.2020 with new guidelines  https://web.archive.org/web/20200501144732/https://www.mha.gov.in/  https://www.mha.gov.in/sites/default/files/MHA%20Order%20Dt.%201.5.2020%20to%20extend%20Lockdown%20period%20for%202%20weeks%20w.e.f.%204.5.2020%20with%20new%20guidelines.pdf,Required,,,,,,2020-05-04,,,9261
12121,GPHIN00831,GPHIN,831,SEARO,India,IND,356,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"The Foreign Affairs Ministry on 8 February raised its travel alert for Singapore to level yellow, urging Indonesian citizens to take extra precautions when they visit the city-state. In case of emergency, Indonesian citizens in Singapore can contact the Indonesian Embassy on +65 67377422 or press the emergency button on the ministry's official Safe Travel application.",,,,Media,https://jakartaglobe.id/news/indonesia-raises-travel-alert-for-singapore-after-citystate-declares-orange-alert-for-coronavirus-outbreak,,2020-02-11,,2020-02-11,9261
13279,GPHIN01648,GPHIN,1648,SEARO,India,IND,356,national,,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"India on 2 February said some restrictions were imposed on export of certain medical equipment to China in view of their short supply within the country and asserted that precautions taken by authorities were in accordance with the WHO's advisory on coronavirus.
Almost all Indian airlines have stopped flights to China while the government has cancelled all e-visas as well as normal visas issued to Chinese citizens.
On 22 February, government sources said that China was ""deliberately delaying"" permission for the Indian Air Force plane to coronavirus-hit Wuhan to supply relief materials and bring back more Indians from the city. India has already evacuated around 640 Indians from Wuhan, but over 100 Indians are still stuck in Wuhan.",,,,Media,https://www.thenewsminute.com/article/some-restrictions-imposed-export-medical-equipment-china-mea-118778,,2020-02-24,,2020-02-24,9261
28889,CSHVienna_1287,CSHVienna,1287,SEARO,India,IND,356,national,,Travel restriction,Airport restriction,Denial entry of travellers from high risk areas other than China,5.3,International travel measures,,Restricting entry,,,,". Visas granted to nationals of France, Germany and Spain on or before 11.03.2020 and where these foreigners have not yet entered India stands suspended. Visas granted to all foreign nationals who have travel history to these countries on or after 1.2.2020 and who have not yet entered India also stands suspended.",,,,,https://www.mohfw.gov.in/pdf/AdditionalTravelAdvisory1homeisolation.pdf,,2020-03-10,,2020-03-10,9261
21316,IHR_141,IHR,104,SEARO,India,IND,356,national,,International Travel,,general_req,8.5,Other measures,,,,,,,,,,,,,2020-03-05,,,9261
28902,CSHVienna_1300,CSHVienna,1300,SEARO,India,IND,356,other,Odisha,Social distancing,Mass gathering cancellation,Cultural events,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,,,Cinemas.,,,,,https://www.livemint.com/news/india/coronavirus-after-delhi-odisha-closes-schools-colleges-and-cinema-halls-till-month-end-11584087439578.html,,2020-03-12,,2020-03-12,9261
24414,OxCGRT2376,OxCGRT,OXCGRT008099,SEARO,India,IND,356,national,,,,H2 - testing policy -3,3.1.1,Surveillance and response measures,Detecting and isolating cases,Passive case detection,Anyone,,,https://web.archive.org/web/20200414012528/https://icmr.nic.in/sites/default/files/upload_documents/Strategey_for_COVID19_Test_v4_09042020.pdf,,,,,,,2020-04-09,,,9261
13241,GPHIN01626,GPHIN,1626,SEARO,India,IND,356,national,,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"India on 22 February issued a fresh travel advisory asking citizens to avoid non-essential travel to Singapore as part of attempts to stop the spread of coronavirus. India is among the top sources of international arrivals to Singapore and accounted for more than 1.4 million visitors in 2019.
India has also flown back two batches of evacuees from China, comprising 640 Indians and seven Maldivian nationals. Most of them were students studying medicine there. They were taken directly to two special quarantine facilities on arrival. Most of them have been discharged after testing negative for the virus.",,,,Media,https://www.straitstimes.com/asia/south-asia/coronavirus-india-advises-citizens-against-non-essential-travel-to-singapore,,2020-02-24,,2020-02-24,9261
11680,GPHIN00506,GPHIN,506,SEARO,India,IND,356,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Passengers travelling to Maharashtra from Wuhan will be mandatorily quarantined and tested for the new coronavirus, nCOV, irrespective of the symptoms, and the samples would be sent to the National Institute of Virology (NIV), Pune, according to a circular issued by the health department.",,,,Media,,,2020-02-05,,2020-02-05,9261
24406,OxCGRT2368,OxCGRT,OXCGRT008084,SEARO,India,IND,356,national,,,,C6 - shelter-in-place and home confinement orders - 3,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,1,,,"On 24 March, PM Modi announced that complete lockdown will be enforced starting 25 March with ""a total ban on people leaving their homes."" People are allowed to go out only to buy essential food an house items.  https://web.archive.org/web/20200504181006/https://pib.gov.in/PressReleseDetail.aspx?PRID=1608009  https://web.archive.org/web/20200425171340/https://www.nytimes.com/2020/03/24/world/asia/india-coronavirus-lockdown.html",Required,,,,,,2020-03-25,,,9261
24394,OxCGRT2356,OxCGRT,OXCGRT008081,SEARO,India,IND,356,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",1,,,On 22nd Marc India observed Janata Curfew or People's Curvey wherein the entire country observed lockdown in all aspects of life. On 23rd and 24th only Kerala and Rajasthan observed te lockdown. From 25th March onwards te entire country was again put under lockdown. https://web.archive.org/web/20200427213716/https://www.mohfw.gov.in/pdf/ChiefSecyDOLetter.pdf,Required,,,,,,2020-03-22,,,9261
15364,GPHIN03275,GPHIN,3275,SEARO,India,IND,356,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"India has cancelled all visas granted to nationals from Germany, France and Spain issued on and before 12 March and asked Indian citizens to avoid travelling to these countries. The visas of all foreign nationals who have travelled to these three countries on February 1 or after and have not yet entered India are also cancelled.",,,,Media,https://www.aljazeera.com/news/2020/03/eu-promises-takes-curb-coronavirus-live-updates-200310235816410.html,,2020-03-11,,2020-03-11,9261
17133,GPHIN04671,GPHIN,4671,SEARO,India,IND,356,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"Authorities in the Indian capital, New Delhi, have sealed off the premises of Tablighi Jamaat, a Muslim missionary movement, claiming a religious gathering it organised from March 13-15 ignored the threat of the coronavirus. The Delhi government also asked police to file a criminal case against the group, one of the country's oldest Islamic organisations, for flouting guidelines and not maintaining social distancing.",,,,Media,https://www.aljazeera.com/news/2020/03/india-links-dozens-coronavirus-cases-muslim-gathering-200331095417048.html,,2020-03-31,,2020-03-31,9261
28989,CSHVienna_1387,CSHVienna,1387,SEARO,India,IND,356,national,,Risk communication,Actively communicate with healthcare professionals,Guidelines,8.2,Other measures,,Scaling up,,,,Rational use of Personal Protective Equipment.,,,,,https://www.mohfw.gov.in/pdf/GuidelinesonrationaluseofPersonalProtectiveEquipment.pdf,,2020-03-24,,2020-03-24,9261
13991,GPHIN02152,GPHIN,2152,SEARO,India,IND,356,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"On 28 February, India suspended its special visa on arrival facilities for Japanese and South Koreancitizens, citing the worsening coronavirus outbreaks there. However, the Indian government has said that Japanese and South Korean citizens can still apply for visas ahead of their trips.
India has urged its citizens to avoid travelling to China, Singapore, South Korea, Italy or Iran, and has warned that any travelers returning from those countries may be quarantined for 14 days.",,,,Media,https://www.ft.com/content/e0a8cf67-896e-3b0c-89ce-03e43581008d,,2020-02-28,,2020-02-28,9261
28862,CSHVienna_1260,CSHVienna,1260,SEARO,India,IND,356,national,,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,5.1,International travel measures,,Providing travel advice or warning,,,,Travel advisory to travelers visiting China.,,,,,https://www.mohfw.gov.in/pdf/TraveladvisorytotravelersvisitingChina17012020.pdf,,2020-01-17,,2020-01-17,9261
28954,CSHVienna_1352,CSHVienna,1352,SEARO,India,IND,356,other,Chandigarh,Social distancing,Mass gathering cancellation,Cultural events,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,,,Cinemas. till 31 March,,,,,https://www.hindustantimes.com/cities/malls-clubs-discotheques-and-gyms-closed-in-chandigarh-till-march-31-to-check-coronavirus-spread/story-SlWceuV22oQXG5RKxODz4M.html,,2020-03-17,,2020-03-17,9261
3896,ACAPS_3896,ACAPS,8267,SEARO,India,IND,356,national,,Governance and socio-economic measures,,Economic measures,8.3,Other measures,,Financial packages,No,,,Gov is focusing on easing policy and implementation bottleneck to supply chains of essential items,Not applicable,Phase-out measure,"Press Information Bureau, Government of India",Government,https://pib.gov.in/PressReleseDetail.aspx?PRID=1607242,,2020-04-27,,2020-04-29,9261
28886,CSHVienna_1284,CSHVienna,1284,SEARO,India,IND,356,national,,"Case identification, contact tracing and related measures",Airport health check,Health certificate requested,5.3,International travel measures,,Restricting entry,,,,Passengers traveling from /having visited Italy or Republic of Korea and desirous of entering India will need certificate of having tested negative for COVID-19.,,,,,https://www.mohfw.gov.in/pdf/DraftTraveladvisorytotravelersUpdated06032020.pdf,,2020-03-10,,2020-03-10,9261
21313,IHR_138,IHR,103,SEARO,India,IND,356,national,,International Travel,,visa_restriction,5.2,International travel measures,,Restricting visas,,,,,,,,,,,2020-03-05,,,9261
9820,CDC_ITF_734,CDC_ITF,CDC-ITF-IN-00005,SEARO,India,IND,356,other,Subnational/regional only,,Academic closures,All schools and universities,4.1.2,Social and physical distancing measures,School measures,Closing,,,,Regional school closures begin,,Impose,,,UNESCO Education Excel,,2020-03-04,,2020-04-14,9261
24396,OxCGRT2358,OxCGRT,OXCGRT008081,SEARO,India,IND,356,national,,,,C5 - close public transport - 2,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,1,,,On 22nd Marc India observed Janata Curfew or People's Curvey wherein the entire country observed lockdown in all aspects of life. On 23rd and 24th only Kerala and Rajasthan observed te lockdown. From 25th March onwards te entire country was again put under lockdown. https://web.archive.org/web/20200427213716/https://www.mohfw.gov.in/pdf/ChiefSecyDOLetter.pdf,Required,,,,,,2020-03-22,,,9261
12879,GPHIN01431,GPHIN,1431,SEARO,India,IND,356,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"The Advance Diagnostic Laboratory (ADL) in Amritsa is prepared to perform the test of suspected new coronavirus patients, which makes Punjab the first province in India that will perform the test for the new virus. The National Institute of Health (NIH), Islamabad, was previously the only place in the country where this test is possible.
The federal government has provided required kits, special suits and other logistic support to perform tests on the suspected coronavirus patients. A five-member team of experts from Punjab had already got training from the NIH Islamabad to draw samples of suspected patients and perform tests. The experts associated with sampling and treatment of the suspected coronavirus patients have been provided full-body medical suits besides kits to stop transmission of the virus.",,,,Media,https://www.dawn.com/news/1535660,,2020-02-21,,2020-02-21,9261
9830,CDC_ITF_744,CDC_ITF,CDC-ITF-IN-00016,SEARO,India,IND,356,national,,,Mass gathering restrictions,Complete restriction,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,National lockdown,,Impose,,,https://www.aljazeera.com/news/2020/03/india-extends-lockdown-coronavirus-appears-small-towns-200324094240568.html,,2020-03-24,,2020-03-25,9261
