COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,TESTING & CASE DETECTION  ,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN / CANCELLATION,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,RESTRICTING OR LIMITING GATHERINGS,CLOSING PUBLIC PLACES,LOCKDOWN OR CURFEW,EASIND RESTRICTIONS,VACCINE/MCM DEPLOYED,PPE,RESEARCH ADVANCEMENT,COMMENTS,
United Kingdom,2/21/2020,Official,1006359948,"The latest update from the Government of UK on 21 Feburuary has advised travellers returning from China, Thailand, Japan, Republic of Korea, Hong Kong, Taiwan, Singapore, Malaysia, Macau in the last 14 days and develop flu-like symptoms to self-isolate and call NHS 111 to inform of travel history, 
As of 21 February, a total of 5,885 people have been tested in the UK, of which 5,876 were confirmed negative and 9 positive.",x,,x,x,,x,,,,x,,,,,,,,,https://www.gov.uk/guidance/wuhan-novel-coronavirus-information-for-the-public,
United Kingdom,2/21/2020,Media,,The NHS has started testing people for novel coronavirus in their own homes in London. The new approach will be expanded to other areas outside the capital in the coming weeks. The new approach is adopted to limit spread of infection across capital. ,,,,,,,,,,,,,,,,,,,https://www.theguardian.com/world/2020/feb/21/nhs-to-test-londoners-for-coronavirus-at-home,
United Kingdom,2/24/2020,Media,,"Four cruise ship passengers flown to Britain on 22 February have tested positive for coronavirus, bringing the total number of cases in the UK to 13. They were among 30 repatriated Britons and two Irish citizens beginning a 14-day quarantine at Arrowe Park Hospital in Wirral. The patients have been transferred to specialist NHS infection centres. The Department of Health added that ""appropriate arrangements"" are in place at Arrowe Park, including strict separation of passengers from staff and from each other. ",,,,,,x,,,,x,,,,,,,,,https://www.bbc.com/news/uk-51606368,
United Kingdom,2/24/2020,Media,,"The NHS is introducing drive-through coronavirus tests where people are checked for the disease from the comfort of their car, as part of efforts to ease pressure on hospitals. The method is being rolled out alongside home testing, where NHS staff, including nurses and paramedics, will visit people in their own homes. ",,,,,,x,,,,,,,,,,,,,https://www.dailymail.co.uk/news/article-8033617/amp/NHS-introduces-drive-coronavirus-tests.html,
United Kingdom,2/24/2020,Media,,"Both The Church of England’s Mission and Public Affairs division and The Catholic Bishops’ Conference of England & Wales have issued guidance drawing on the latest Government advice. It recommends incorporating simple precautions into worship services, particularly during the celebration of the Eucharist, to avoid the spread of the COVID-19. ",,,,,,,,,,x,,,,,,,,,https://www.cheshire-live.co.uk/news/chester-cheshire-news/churches-advise-against-certain-religious-17795646,
United Kingdom,2/24/2020,Media,1006374288,"Britain has advised their citizens to avoid non-essential travel to South Korea's Daegu and North Gyeongsang Province, the regions responsible for the latest surge in COVID-19",,,,,,,x,x,,,,,,,,,,,https://en.yna.co.kr/view/AEN20200224003953325,
United Kingdom,2/25/2020,Official,1006383331,"The UK government on 25 February updated the advice it is giving to people who have recently been travelling. 
Based on the scientific advice of the Scientific Advisory Group for Emergencies (Sage) the UK chief medical officers are advising anyone who has travelled to the UK from mainland China, Thailand, Japan, Republic of Korea, Hong Kong, Taiwan, Singapore, Malaysia or Macau in the last 14 days and is experiencing coughing or fever or shortness of breath, to stay indoors and call NHS 111, even if their symptoms are mild.
Enhanced monitoring of direct flights from these areas are being implemented. Passengers will be told how to report any symptoms they develop during the flight, at the time of arrival, or after leaving the airport.
If you have returned from these specific areas since 19 February, you should call NHS111 and stay indoors and avoid contact with other people even if you do not have symptoms: Iran; Specific lockdown areas in northern Italy as designated by the government of Italy; Special care zones in South Korea as designated by the government of the Republic of South Korea; Hubei province (returned in the past 14 days).
If you have returned from these areas since 19 February and develop symptoms, however mild, you should stay indoors at home and avoid contact with other people immediately and call NHS111. You do not need to follow this advice if you have no symptoms: Northern Italy (defined by a line above, and not including, Pisa, Florence and Rimini); Vietnam; Cambodia; Laos; Myanmar.",,,,,,x,x,,,x,,,,,,,,,https://www.gov.uk/guidance/wuhan-novel-coronavirus-information-for-the-public,
United Kingdom,2/25/2020,Media,,Schools across the UK are sending pupils home as they struggle to comply with the latest official advice on COVID-19 for students and staff who spent last week’s half-term holiday in northern all All children and staff home who attended the ski trips are required to self-quarantine for 14 days. Other parents report being told to keep their children home from school after returning from family holidays in northern Italy over the half-term break.,,,,,,x,,,,,,,,,,,,,https://www.theguardian.com/world/live/2020/feb/25/coronavirus-live-updates-outbreak-latest-news-italy-italia-deaths-symptoms-china-stocks-wall-street-dow-jones-economy-falls,
United Kingdom,2/26/2020,Official,,"The Medicines and Healthcare products Regulatory Agency (NHRA) is working closely with the the Department of Health & Social Care (DHSC) and others in the global response to the new Coronavirus (COVID-19). The National Institute for Biological Standards and Control (NIBSC), part of NHRA is drawing on its expertise gained through work on previous virus outbreaks such as Zika, Ebola and Middle East respiratory syndrome (MERS), to support the public health response to COVID-19.  The NHRA is on standby to ensure that applications relating to COVID-19 are dealt with swiftly.",,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/news/mhra-update-on-novel-coronavirus-covid-19,
United Kingdom,2/26/2020,Media,,"Britain has started random tests for coronavirus on flu patients to have an early warning system in place in case the outbreak becomes more widespread, a senior health official said. In Britain, random tests for the virus will be carried out at 11 hospitals and 100 general medical offices on people who have flu symptoms including a cough, plus shortness of breath and a fever.",x,,,,,x,,,,,,,,,,,,,https://www.aljazeera.com/news/2020/02/china-coronavirus-outbreak-latest-updates-200226003835539.html,
United Kingdom,2/26/2020,Media,,"According to a leaked memo seen by media, the British government is planning for up to 80 per cent of the population becoming infected with the novel coronavirus in a worst-case scenario. The document by the National Security Communications Team warns that the current planning assumption is that two to three per cent of symptomatic cases will result in a ­fatality. It predicts infection rates will snowball for two to three months once the virus starts spreading.",,,,,,,,,,,,,,,,,,,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-latest-italy-uk-china-tenerife-death-toll/,
United Kingdom,2/26/2020,Official,1006391241,"An update to the list of medicines subject to a UK parallel export ban has included two medicines that were recently highlighted by Chinese authorities as potential therapeutics for coronavirus disease 2019 (COVID-19). The updated version of the parallel export suspension list from the Medicines and Healthcare Products Regulatory Agency (MHRA) was released on 25 February. Its new additions include the lopinavir plus ritonavir fixed-dose combination as well as chloroquine phosphate, both of which have been cited as potentially effective against COVID-19, according to recent communications by the Chinese Ministry of Science and Technology. The parallel export restriction is effective from 26 February until further notice. ",,,,,,,,,,,,,,,,x,,,https://www.gov.uk/government/publications/medicines-that-cannot-be-parallel-exported-from-the-uk,
United Kingdom,2/26/2020,Media,1006393802,"Britain has started random tests for coronavirus on flu patients to have an early warning system in place in case the outbreak becomes more widespread, a senior health official said.
In Britain, random tests for the virus will be carried out at 11 hospitals and 100 general medical offices on people who have flu symptoms including a cough, plus shortness of breath and a fever.",,,,,,,,,,x,x,,,,,,,,https://www.aljazeera.com/news/2020/02/china-coronavirus-outbreak-latest-updates-200226003835539.html,
United Kingdom,2/27/2020,Official,,"A new surveillance system to detect cases of COVID-19 in England has been established by Public Health England (PHE) and the National Health Service (NHS) to strengthen existing systems and to prepare for and prevent wider transmission of the virus. This new surveillance strategy will enable PHE to identify early evidence of spread within England, if this occurs. Some NHS hospitals have been asked to take part, which would see them implementing the new surveillance at their intensive care units (ICU) and Severe Respiratory Failure (ECMO) Centres. Samples will be tested from patients with severe respiratory infections who do not meet the current case definition for COVID-19. Depending on the results, patients will be given the support they need and rapid public health actions will be taken.
",x,,,,,x,,,,,,,,,,,,,https://www.gov.uk/government/news/new-surveillance-system-for-early-detection-of-covid-19,
United Kingdom,2/27/2020,Media,,Industry body UK Oil and Gas (UKOG) has said workers who have recently travelled to high-risk areas of the world must not travel offshore. It has added precautionary advice to operators that they should consider a ban on anyone who has been in lower-risk areas.,,,,,,,,x,,,,,,,,,,,https://www.bbc.com/news/uk-scotland-51644892,
United Kingdom,2/27/2020,Media,,The UK Government is planning public information campaign amid concerns of an Italy-sized outbreak. ,,,,,,,,,,x,,,,,,,,,https://www.theguardian.com/world/2020/feb/26/matt-hancock-clarifies-coronavirus-travel-advice-after-criticism,
