COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,TESTING & CASE DETECTION  ,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN / CANCELLATION,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,RESTRICTING OR LIMITING GATHERINGS,CLOSING PUBLIC PLACES,LOCKDOWN OR CURFEW,EASIND RESTRICTIONS,VACCINE/MCM DEPLOYED,PPE,RESEARCH ADVANCEMENT,COMMENTS,
Italy,2/23/2020,Media,1006370866,"On Sunday 23 February, The Council of Ministers, on the proposal of President Giuseppe Conte, approved a decree-law that introduces urgent measures regarding the containment and management of the epidemiological emergency from COVID-2019. Measures includes:
1) ban on removal and access to the municipality or area concerned;
2) suspension of demonstrations, events and all forms of meetings in public or private places;
3) suspension of childhood and school education services and educational trips; suspension of the opening of museums to the public; suspension of insolvency proceedings and public office activities, without prejudice to the provision )f essential and public utility services;
4) Application of the quarantine with active surveillance to those who have had close contacts with people affected by the virus and the provision of the obligation for those who entered Italy from epidemiological risk areas to communicate it to the Prevention Department of the competent health company, for the ‘adoption of the fiduciary home stay measure with active surveillance;
5) suspension of work for certain types of businesses and closure of certain types of commercial activities;
6) the possibility that access to essential public services and businesses for the purchase of basic necessities is conditional on the use of personal protective equipment;
7) the restriction on access or suspension of freight and passenger transport services, except for specific exceptions.
8) It also introduces the option for the competent authorities to adopt additional containment measures, in order to prevent the spread of the virus even outside the cases already listed
",,,,,,x,x,x,,,,,,,,,,,http://outbreaknewstoday.com/italy-covid-19-case-count-now-79-government-introduces-urgent-measures-37376/,
Italy,2/24/2020,Media,,"A ship carrying migrants to Italy was placed in quarantine. The #OceanViking has moved to anchor outside the port of Pozzallo, where the rescue ship has been instructed to remain in quarantine for 14 days. Italian authorities say this is a precautionary measure in response to the COVID-19 outbreak",x,,,,,x,,,,,,,,,,,,,https://heavy.com/news/2020/02/italy-coronavirus/,
Italy,2/24/2020,Media,,"Italian officials cancelled the annual Venice Carnival, cutting short the event by two days. The cities of Veneto (5 million) and Lombardy (10 million) have virtually quarantined about 55,000 people in sections of the cities for the next two weeks. They will be confined to their homes and prevented from travelling. Even outside the zone, many businesses and schools have suspended activities, and sporting events have been cancelled.",,,,,,x,,x,,,x,,,,,,,,https://thethaiger.com/hot-news/coronavirus/coronavirus-update-spark-in-cases-in-italy-and-south-korea-air-asia-cancels-flights,
Italy,2/24/2020,Media,,The Italian prime minister has postponed four Serie A fixtures following a coronavirus outbreak in Turin. The Sports Minister has told the Italian Olympic Committee president that the Italian government is working on urgent measures to decisively confront and contain the novel coronavirus outbreak in the country.,,,,,,,,,,,x,,,,,,,,https://www.dailymail.co.uk/sport/sportsnews/article-8033355/Inters-Serie-clash-Sampdoria-postponed-coronavirus-outbreak.html,
Italy,2/24/2020,Media,,"The Italian authorities set up roadblocks, called off soccer matches and shuttered sites including the famed La Scala opera house",,,,,,,,x,,,x,,,,,,,,https://www.haaretz.com/middle-east-news/uae-bans-citizens-from-travelling-to-iran-as-coronavirus-spreads-across-middle-east-1.8584720,
Italy,2/24/2020,Media,,"Restrictions designed to stop the spread of the novel coronavirus in Italy are affecting about 100,000 people in the northern regions of Lombardy and Veneto, the country’s civil protection agency said on 24 February, including 70,000 people in Lombardy, and about 30,000 in Veneto.",,,,,,x,,x,,,,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-24-20-hnk-intl/index.html,
Italy,2/25/2020,Media,1006383399,"The Italian Prime Minister on 24 February admitted that a hospital in the country’s north did not entirely follow prudent protocols and had contributed to the spread of the deadly coronavirus, raising questions about whether the European nation is capable of containing the outbreak.
Italian authorities have not been able to identify the source of the outbreak.  Italy now has the highest number of coronavirus infections outside Asia, with 283 confirmed cases and 7 deaths reported as of 24 February. The cases are heavily concentrated in the region of Lombardy with 212 cases reported. ",,,,,,x,,,,,,,,,,,,,https://localnews8.com/news/2020/02/25/rapid-coronavirus-spread-puts-italy-on-the-backfoot-as-conte-admits-hospital-mess-up/,
Italy,2/25/2020,Media,,"The diocese of the Northern Italy region of Emilia-Romagna has ordered the suspension of people attending Ash Wednesday mass, according to the diocese’s website. Churches will remain open for private prayer and a prayer will be sent to celebrate in homes at the beginning of Lent, which people can follow on a livestream. The region currently has 23 confirmed cases of coronavirus. ",,,,,,,,,,x,x,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-25-20-hnk-intl/index.html,
Italy,2/25/2020,Media,,"Italian authorities are investigating the skyrocketing online prices for hygienic masks and sanitising gels after the coronavirus outbreak in northern Italy, according to two senior magistrates. Many pharmacists have run out of hygienic masks and hand sanitisers, with people going online to buy them. 
As the emergency has spread, police have also issued warnings that criminals posing as health inspectors have been using false identity papers to try to gain access to people’s houses to steal money or other valuables.",,,,,,,,,,x,,,,,,,,,https://www.theguardian.com/world/live/2020/feb/25/coronavirus-live-updates-outbreak-latest-news-italy-italia-deaths-symptoms-china-stocks-wall-street-dow-jones-economy-falls,
Italy,2/25/2020,Media,1006386249,"Syracuse University Abroad has suspended all student-life activities and field trips outside SU’s Florence Center amid the spread of the novel coronavirus in northern Italy.
The Italian Public Authorities suspended all school trips in the country shortly after the disease was reported to have spread outside of Asia, SU Abroad announced in an email to students Monday 24 February.",,,,,,x,x,x,,,,,,,,,,,https://www.google.com/url?rct=j&sa=t&url=http://dailyorange.com/2020/02/su-abroad-suspends-travel-florence-amid-coronavirus-outbreak/&ct=ga&cd=CAIyGjI0YzdjY2I5MTZhMmQxYjA6Y29tOmVuOlVT&usg=AFQjCNG3GJZf9RRUd2eVHWFt5DN3ojgqiw,
Italy,2/26/2020,Media,,"The Italian Health Minister declares that Italians can continue to travel and Italy is a safe country for tourism, following a meeting he had with his European counterparts on 25 February.",,,,,,,,,,,,,,,,,,,https://greece.greekreporter.com/2020/02/25/latest-updates-on-coronavirus-greece-holds-its-breath/,
Italy,2/26/2020,Media,,"The Italian government on 25 February approved new measures for COVID-19,  extending the urgent steps the government is taking for the containment of the coronavirus outbreak outside the exclusion zone.  The new extended measures will cover the regions of: Emilia Romagna; Friuli Venezia Giulia; Lombardy; Veneto; Piedmont; Liguria.
The decree bans all events and sport matches in public and private locations until 1 March. Additionally, the decree suspends educational trips in the entire country until 15 March and it introduces ""smart working"" which encourages Italians to work from home.",,,,,,x,,,,,x,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-26-20-intl-hnk/index.html,
Italy,2/26/2020,Media,,"Catholic churches in many cities in the north of Italy — such as in Bologna, Turin, and Venice — have suspended their Ash Wednesday services. Some of them are offering masses online or through local television.",,,,,,,,,,,x,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-26-20-intl-hnk/index.html,
Italy,2/26/2020,Media,1006394424,"Travellers arriving from Italy will be screened under new measures outlined by Cabinet aimed at keeping the coronavirus out of the country. According to the Prime Minister’s Office Chief of Staff,  the government is also denying boarding “to those Italian citizens emanating from Italian cities that have been quarantined by the Italian government”.
These cities include: Bertonico, Terranova dei Passerini, Castiglione d’Adda, Casalpusterlengo, Castelgerund, Somaglia, Codogno, Fombio, Maleo, Vo‘ Euganeo, and San Fiorano.",,x,x,,,,,,,,,,,,,,,,https://www.antiguaobserver.com/health-ministry-issues-new-travel-advisory-for-italy/?utm_source=rss&utm_medium=rss&utm_campaign=health-ministry-issues-new-travel-advisory-for-italy,
Italy,2/27/2020,Media,1006399596,The Vatican announced that catacombs across Italy have been closed due to the COVID-19 outbreak. The Vatican cited moisture and poor ventilation underground that could pose a danger to visitors' health. ,,,,,,,,,,,x,,,,,,,,https://www.dw.com/en/covid-19-updates-germany-facing-a-coronavirus-epidemic/a-52536472,
Italy,2/27/2020,Media,,Italy's Deputy Health Minister on 27 February said Italy does not on closing its borders as officials work to stop the spread of the coronavirus outbreak.,,,,,,x,,,,,,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-27-20-intl-hnk/index.html,
Italy,2/27/2020,Media,,"Italian prosecutors have opened an investigation into the procedures adopted by hospitals in the Lombardy region at the centre of Europe’s coronavirus epidemic, amid reports doctors initially delayed testing an Italian “super-spreader”, allowing the disease to proliferate rapidly including beyond the country’s borders.",,,,,,x,,,,,,,,,,,,,https://www.theguardian.com/world/2020/feb/26/coronavirus-inquiry-opens-into-hospitals-at-centre-of-italy-outbreak,
Italy,3/1/2020,Media,1006421995,A conference on the world economy due to take place in Italy on March 26-28  with Pope Francis taking part has been postponed until November 2020. ,,,,,,,,,,,,,,,,,,,https://business.financialpost.com/pmn/business-pmn/world-economy-conference-with-pope-postponed-due-to-coronavirus-2,
Italy,3/2/2020,Media,,"Italy will introduce measures this week worth 3.6 billion euros ($3.5 billion) to help the economy withstand the largest outbreak of coronavirus in Europe, the country's Economy Minister said on 1st March.",,,,,,,,,,,,,,,,,,,https://www.cnbc.com/2020/03/01/reuters-america-factbox-latest-on-the-spread-of-coronavirus-around-the-world.html?&qsearchterm=coronavirus,
Italy,3/3/2020,Media,,"A conference on the world economy, organized by the Roman Catholic Franciscan order, due to take place in Italy late March has been postponed until November because of the coronavirus outbreak. ",,,,,,,,,,,x,,,,,,,,https://www.reuters.com/article/us-china-health-italy-conference-pope/world-economy-conference-with-pope-postponed-due-to-coronavirus-idUSKBN20O27G,
Italy,3/3/2020,Media,1006437364,"Vinitaly, one of the largest international trade fairs for wine, has been postponed to mid-June as Italy battles to contain an outbreak of the new coronavirus.
The fair was due to start 19 April in the Italian city of Verona, 70 kms from a small town that has been put under quarantine because of a high concentration of coronavirus cases.
Veronafiere, the group that organizes Vinitaly, said in a statement on Tuesday 3 March it was rescheduling the fair to 14 -17 June to avoid difficulties in its promotional activities.
In the past few days, Milan’s furniture and design fair and Bologna’s cosmetic trade show Cosmoprof have also been put forward due to the coronavirus.",,,,,,x,,,,,x,,,,,,,,,
Italy,3/3/2020,Media,1006436909," Italy’s health authorities said on Tuesday 3 March they may set up a new quarantine red zone to try to contain the coronavirus outbreak in Europe’s worst-hit country, after the death toll and the number of cases jumped.",,,,,,x,,,,,,,,,,,,,https://nationalpost.com/pmn/health-pmn/italy-may-set-up-new-quarantine-zone-as-coronavirus-death-toll-jumps,
Italy,3/4/2020,Media,,"Italy’s government on 4 March announced it will temporarily close the nation’s schools and universities, as the authorities struggle to contain the spread of the coronavirus. The closure will come into effect from Thursday 5 March and last until mid-March.",,,,,,,,,,,x,,,,,,,,https://www.cnbc.com/2020/03/04/italys-death-toll-from-the-coronavirus-is-now-worse-than-iran.html,
Italy,3/4/2020,Media,1006442813,The Italian government has decided to close schools and universities across the country until mid-March in a further attempt to contain the worst coronavirus outbreak in Europe.,,,,,,,,,,,x,,,,,,,,https://www.aljazeera.com/news/2020/03/italy-death-toll-jumps-global-outbreak-deepens-live-updates-200303233420584.html,
Italy,3/4/2020,Media,,"Italy’s government is very likely to order all top-flight Serie A football matches to be played behind closed doors for one month in efforts to curb the coronavirus outbreak in the country, according to the Italian Sports Minister. So far, 10 Serie A matches have been postponed as well as two in the Coppa Italia. 
On 4 March, representatives from the 20 Serie A clubs are meeting at the Italian Olympic Committee's Headquarters at the Foro Italico in Rome to discuss the repercussions of the coronavirus outbreak and scheduling changes to the Italian football calendar.",,,,,,,,,,,,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-03-04-20-intl-hnk/index.html,
Italy,3/5/2020,Official,,"England's final Six Nations matches against Italy in Rome next week has been postponed amid fears over the coronavirus outbreak, tournament organisers have said.",,,,,,,,,,x,,,,,,,,,https://www.sixnationsrugby.com/2020/03/05/six-nations-statement-on-italy-v-england-games-weekend-13-14-15-march/,
Italy,3/5/2020,Media,,"Italy has canceled the Rome marathon scheduled for March 29, the press office for the organizers said on 5 March. It will be rescheduled for 2021.",,,,,,,,,,,x,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-03-05-20-intl-hnk/index.html,
Italy,3/5/2020,Media,,The start of the Venice Architecture Biennale has been delayed from May to August due to disruption caused by the coronavirus outbreak in Italy. The biannual event was scheduled to run from 23 May to 29 November. It has now been shortened to just three months instead of the usual six. The virus has wreaked havoc on the global calendar of architecture and design events.,,,,,,,,,,x,,,,,,,,,https://www.dezeen.com/2020/03/04/venice-architecture-biennale-2020-postponed-coronavirus-news/,
Italy,3/6/2020,Media,1006458417," Italian authorities have recommended that Italian citizens not visit Russia if they are sick with a cold or flu in the context of measures being taken by Russia in order to prevent the spread of the Covid-19 coronavirus, the Italian embassy in Moscow said in a statement on Facebook on 6 March.  The embassy made reference to an order by the mayor of Moscow given on March 5, which said that everyone arriving from Italy, China, South Korea, Iran, Germany, France, and Spain must remain in self-isolation for 14 days.",,,,,,,x,,,,,,,,,,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006458417,
Italy,3/8/2020,Media,1006472860,"Italy ordered a virtual lockdown across much of its wealthy north, including the financial capital Milan, in a drastic new attempt to try to contain a outbreak of coronavirus that saw the number of deaths leap again sharply on Sunday 8 March. The unprecedented restrictions, which aim to limit gatherings and curb movement, will impact some 16 million people and stay in force until April 3. They were signed into law overnight by Prime Minister Giuseppe Conte.
The new measures say people should not enter or leave Lombardy, Italy’s richest region, as well as 14 provinces in four other regions, including the cities of Venice, Modena, Parma, Piacenza, Reggio Emilia and Rimini. Only people with proven, work-related reasons, or health problems will be able to move in and out of the exclusion zones. Leave has been canceled for health workers.",,,,,,x,x,,,,,,,,,,,,https://nationalpost.com/pmn/health-pmn/italy-locks-down-millions-as-its-coronavirus-deaths-jump,
Italy,3/9/2020,Media,,"On 8 March,  Italian Prime Minister Giuseppe Conte signed a decree that restricts movement in the Lombardy region and 14 other provinces in the regions of Emilia-Romagna, Veneto, Piedmont, and Marche amid coronavirus outbreak. The restrictions will last until 3 April.",x,,,,,x,,x,,,,,,,,,,,https://sputniknews.com/europe/202003081078514139-italys-alitalia-rearranges-flights-to-and-from-milan-venice-due-to-coronavirus-spread/,
Italy,3/9/2020,Media,,"Six inmates were killed in a prison riot in Italy and guards were taken hostage at another jail, as unrest spread in prisons across the country over measures to contain the coronavirus, including restrictions on visits. The justice ministry said fires had been set at a number of prisons causing severe damage.",,,,,,x,,,,,,,,,,,,,https://www.aljazeera.com/news/2020/03/italy-coronavirus-toll-soars-north-sealed-live-updates-200308235426110.html,
Italy,3/9/2020,Media,,"Authorities in southern Italy have expressed concern that a mass movement of people moving from north to south would only spread the coronavirus to regions that have had relatively few cases. The Governor of Puglia Region signed an ordinance requiring a quarantine for all those who arrive in Puglia from Lombardy and the 11 other northern provinces covered by the lockdown. Other governors in the south, which includes the Campania region around Naples and Sicily, were intent on doing the same.",,,,,,x,,,,,,,,,,,,,https://www.mercurynews.com/2020/03/08/the-latest-2-in-congress-self-quarantine-over-virus-contact/,
Italy,3/9/2020,Media,1006480228,"On 9 March, Italy expanded its COVID-19 lockdown to include the whole country, affecting about 60 million people, as the WHO said the threat of a pandemic from the COVID-19 virus is very real, signaling a tone of increased urgency on 9 March.
Italy's announcement marks the first time a whole country has been placed on lockdown and comes on the heels of 1,797 new cases reported on 9 March and quickly rising numbers in other European countries. Over the weekend, Italian officials had announced a lockdown for Lombardy region and 14 provinces in other regions. In announcing measures that take effect on 10 March.",,,,,,,,,,,,,,,,,,,,
Italy,3/9/2020,Media,,"1.Passengers traveling as tourists are not allowed to enter via airports in below listed areas.
2.Passengers arriving at airports in below listed areas, are allowed to enter if they are traveling on business, for health reasons, in an emergency or if they reside in one of these areas. A completed “Self-declaration"" form must be presented upon arrival.
- Areas: Alessandria, Asti, Lombardy, Modena, Novara, Padova, Parma, Pesaro and Urbino, Piacenza, Reggio Emilia, Rimini, Treviso-Venice, Verbano – Cusio - Ossola and Vercelli.",,,,,,x,x,,,,x,,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,
Italy,3/10/2020,Media,,"Payments on mortgages will be suspended across Italy due to the coronavirus outbreak, Italy's deputy economy minister said. Italy's bOn 9 March, banking lobby ABI said  lenders representing 90 percent of total banking assets would offer debt moratoriums to small firms and households grappling with the economic fallout from the coronavirus outbreak.",,,,,,,,,,,,,,,,,,,,
Italy,3/11/2020,Media,,"Italy is allocating an additional 25 billion euros ($28.3bn) to fight the coronavirus that has killed 631 people in the country. Last week the cabinet said it would need just 7.5 billion euros, but since then the emergency has escalated dramatically.",,,,,,,,,,,,,,,,,,,https://www.aljazeera.com/news/2020/03/eu-promises-takes-curb-coronavirus-live-updates-200310235816410.html,
Italy,3/11/2020,Media,,Italian factories belonging to car manufacturer Fiat Chrysler will be halted.,,,,,,,,,,,x,,,,,,,,https://www.dw.com/en/coronavirus-latest-germany-rules-out-border-closures/a-52715743,
Italy,3/11/2020,Media,,The Italian Prime Minister has warned that already tough restrictions on movement might be tightened further after the northern region of Lombardy asked for all shops to shut and public transport to close.,,,,,,,,x,,,,,,,,,,,https://www.jpost.com/Breaking-News/Italy-to-ramp-up-spending-on-coronavirus-further-restrictions-possible-620548,
Italy,3/11/2020,Media,,"As part of nationwide quarantine measures, Italy has issued a ban on all public gatherings — including weddings and funerals. But mourners in Rome got around the restrictions by parking a hearse outside a church and having a priest come outside to give a blessing over the coffin as it sat inside. Some people seen having their hair cut on the streets to circumvent the rule against booking new appointments to avoid packing people too close together. Stores have been limiting the number of people allowed to enter, while bars and restaurants have been keeping tables apart and using tape to mark one-meter (three-foot) gaps between people.",,,,,,,,,,,x,,,,,,,,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-11-20-intl-hnk/index.html,
Italy,3/11/2020,Media,1006496585,"Italy ordered the nationwide closure of all restaurants and bars, along with most stores, as it raced to contain the worst coronavirus outbreak outside China.
All shops in the country must stay closed from 12 March, except for food stores and pharmacies. Restaurants and bars, which have been under a 6 p.m. curfew, must also close. The forced closures extend to all activities where workers have contact with clients, including hairdressers and beauticians.",,,,,,x,,,,,x,x,x,x,,,,,https://www.wsj.com/articles/italy-hardens-nationwide-quarantine-11583962093,
Italy,3/12/2020,Media,,"The Italian authorities announced that Rome's Ciampino airport would shut at midnight on 13 March, with a terminal closing at the city's main Fiumicino facility next week as airlines slash flights to Italy because of the coronavirus outbreak.",,,,,,,,x,,,,,,,,,,,https://www.aljazeera.com/news/2020/03/declares-coronavirus-global-pandemic-live-updates-200311235023766.html,
Italy,3/12/2020,Media,,"International passengers are still able to travel in and out of Italy. In Rome, they are given “exit cards” to fill out with their address, phone number and flight number so that they can be easily tracked down in the case of an emergency – for example if another passenger tests positive for coronavirus. ",,,,x,,,,,,,,,,,,,,,https://www.thelocal.de/20200310/travelers-from-germany-barred-from-entering-some-countries,
Italy,3/12/2020,Media,,"The Italian authorities have warned that those who come down with a cough, fever or other signs of the deadly COVID-19 but avoid going into quarantine could risk being charged with attempted murder and face up to 21 years in prison. Italy’s new legal measures have been compared to punishments for people who willingly pass on HIV to unsuspecting victims.
Italy has been put on a nationwide lockdown with all stores except for pharmacies and food outlets being ordered to close down. Citizens have also been told they are not allowed to travel unless for pressing health or work reasons. Those who break the rules will be subject to jail time and/or fine.",,,,,,x,,x,,x,,,,,,,,,https://metro.co.uk/2020/03/12/people-coronavirus-italy-refuse-self-isolate-face-murder-charges-12385790/,
Italy,3/19/2020,Media,1006555781,"A small Italian town appears to have drastically reduced coronavirus infections —  reaching zero cases last week  — after implementing an aggressive tactic to curb spread, according to news reports. This mass testing revealed that about 3% of residents were infected with the virus, and of these, about half did not show any symptoms, according to ProMarket , the blog of the Stigler Center at the University of Chicago Booth School of Business. After two weeks of a strict lockdown and quarantine of cases, only 0.25% of residents were infected. The town isolated these last few cases and has since reopened. The lesson they learned is that isolating all positive cases, whether they were sick or not, they were able to reduce transmission by 90 percent.",,,,,,,,,,,,,,,,,,,,
Italy,3/19/2020,Media,1006556236," EasyJet has already cancelled all flights to and from Porto. The European Commission has asked Netflix and other streaming platforms to adapt services to increased demand, reducing image quality. Operators are asking them to avoid internet congestion at the height of mass search for telework and online classes. Individual exercise near home is one of the exceptions to confinement in France, where it is grouped to the walk of the pets.",,,,,,,,,,,,,,,,,,,,
Italy,3/19/2020,Media,1006557679,Italy ordered the army to move bodies from a northern town at the centre of the coronavirus outbreak where funeral services have been overwhelmed as the government prepared to prolong emergency lockdown measures across the country.,,,,,,,,,,,,,,,,,,,,
Italy,3/22/2020,Media,1006581859,"From 22 March it is forbidden for all natural persons to move or move with public or private means of transport in common other than that in which they are located, except for proven work needs, of absolute urgency or for health reasons.
This is established by the order adopted jointly by the Minister of Health and the Minister of the Interior which will remain effective until the entry into force of a new decree of the President of the Council of Ministers, referred to in article 3 of decree law number 6/2020. .",,,,,,x,,,,,x,,,,,,,,http://outbreaknewstoday.com/italy-covid-19-case-count-nears-60k-new-ordinance-on-travel-96049/,
Italy,3/23/2020,Media,,"1. Passengers traveling as tourists are not allowed to enter via airports in the Lombardy region and the provinces of Alessandria, Asti, Modena, Novara, Padova, Parma, Pesaro and Urbino, Piacenza, Reggio Emilia, Rimini, Treviso-Venice, Verbano-Cusio-Ossola and Vercelli.
2. Passengers traveling on business, for health reasons, in an emergency or if they are residents are allowed to enter Italy via airports in the Lombardy region and the provinces of Alessandria, Asti, Modena, Novara, Padova, Parma, Pesaro and Urbino, Piacenza, Reggio Emilia, Rimini, Treviso-Venice, Verbano-Cusio-Ossola and Vercelli.
3. Passengers must inform their arrival to the regional Department of Prevention; and 
   - are subject to health surveillance and isolation for 14 days; and 
   - must submit a declaration that they entered Italy for proven working requirements for a maximum of 72 hours or for a justified extension for specific needs for additional 48 hours.",,,,,,x,x,x,,,,,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,
Italy,3/24/2020,Media,1006595020,"Russian servicemen who have been deployed to Italy in order to help fight the new coronavirus will be stationed in Bergamo, Deputy Commander of Russia's Radiation, Chemical, and Biological Protection Troops. Fourteen military transport planes of the Russian Aerospace Forces have arrived in Italy from Russia with military specialists and diagnostic and disinfection equipment on board. The planes landed at the Italian Air Force's Pratica de Mare airbase, 30 kilometers southwest of Rome. The Russian Defense Ministry said earlier that eight Russian medical teams, about 100 military virologists and epidemiologists, as well as diagnostic and disinfection equipment had been delivered to Italy by nine planes.",,,,,,,,,,,,,,,,,,,,
Italy,3/25/2020,Media,1006603952,"Italian specialists have helped draw up new guidance on the care of critically ill patients with Covid-19 infection.
The guidance was released yesterday by the European Society of Intensive Care Medicine.",,,,,,,,,,,,,,,,,,,,
Italy,3/25/2020,Media,1006605054,"A new study from Italian researchers suggests that the SARS-CoV-2 coronavirus, which is the cause of the COVID-19 disease currently causing a global health crisis, is relatively slow to mutate – meaning that any effective vaccine that is developed to prevent people from getting infected should be broadly effective across geographically separated populations over a relatively long period of time.",,,,,,,,,,,,,,,,x,,x,,
