NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
11098,GPHIN00113,GPHIN,113,AMRO,Brazil,BRA,76,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Several states, through their Secretariats of Health, have established protocols to monitor the new coronavirus and have already activated their contingent plan for Severe Acute Respiratory Syndrome (SRAG), which means that these States are prepared to address and identify suspected cases. Are they:Amazonas, Bahia, Ceará, Maranhão, Minas Gerais, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, and Tocantins. Together with Anvisa, States of Bahia, Paraná and Rio Grande do Sul, aligned their surveillance actions at Brazilian airports and ports. Anvisa will meet with all representatives of the port terminals to discuss preventive action measures against nCoV, especially due to the increased tourist flow from now until Carnival.",,,,Official,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006205861,,2020-01-30,,2020-01-30,9261
22732,OxCGRT694,OxCGRT,OXCGRT002612,AMRO,Brazil,BRA,76,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",0,,,Federal District cancells all events with an audience of more than 100 people. Link: https://www.agenciabrasilia.df.gov.br/2020/03/12/gdf-inclui-medidas-preventivas-no-decreto-de-combate-ao-coronavirus/,Required,,,,,,2020-03-12,,,9261
27777,CSHVienna_189,CSHVienna,189,AMRO,Brazil,BRA,76,national,,"Case identification, contact tracing and related measures",Quarantine,All incomings from high-risk areas,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,.,,,,,https://coronavirus.saude.gov.br/linha-do-tempo,,2020-02-21,,2020-02-21,9261
27779,CSHVienna_191,CSHVienna,191,AMRO,Brazil,BRA,76,national,,Healthcare and public health capacity,Enhance emergency response mechanisms,,8.2,Other measures,,Scaling up,,,,"raised emergency level to 2 of 3. The Ministry of Health raised Brazil's risk rating to level 2, which means ""imminent danger"" - until Monday (27) the country was at level 1 alert.",,,,,https://g1.globo.com/ciencia-e-saude/noticia/2020/01/28/ministerio-da-saude-confirma-caso-suspeito-de-coronavirus-em-mg.ghtml,,2020-02-28,,2020-02-28,9261
1299,ACAPS_1299,ACAPS,5463,AMRO,Brazil,BRA,76,other,Minas Gerais,Social distancing,,Limit public gatherings,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,Yes,,,"ban on gatherings of 30 or more people, and the cancellation of public events until at least April 30.",,Introduction / extension of measures,World Aware,Other organisations,https://www.worldaware.com/covid-19-alert-brazil-extends-travel-restrictions-until-april-30,,2020-04-08,,2020-04-15,9261
14939,GPHIN02928,GPHIN,2928,AMRO,Brazil,BRA,76,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"As of 6 March, Brazil has 13 confirmed cases of coronavirus, 480 cases have been discarded and 768 suspected cases are being monitored by the Ministry of Health.
Currently, 36 countries, in addition to China, are being monitored by the Ministry of Health for having active transmission of coronavirus. Travelers arriving from those countries who display flu-like symptoms within 14 days after arrival will be considered as suspected cases based on the criteria established by the Ministry of Health.",,,,Official,https://www.saude.gov.br/noticias/agencia-saude/46501-coronavirus-com-13-casos-confirmados-brasil-monitora-768-suspeitos-2,,2020-03-06,,2020-03-06,9261
11822,GPHIN00611,GPHIN,611,AMRO,Brazil,BRA,76,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"According to the Director of the Department of Immunization and Communicable Diseases, the Brazilian States of the South and Southeast regions have the higher incidence of suspected cases of new coronavirus, due to the influenza activity that already started this season, leading to more cases of respiratory illnesses. The Executive Secretary of the Ministry of Health reported that the cost and quantity of inputs needed to face cases of new coronavirus has been concluded, and it is estimated an investment of R$ 140 million to purchase individual equipment, such as gloves, masks, goggles and disposable protective equipment.",,,,Official,https://www.saude.gov.br/noticias/agencia-saude/46293-brasil-tem-11-casos-suspeitos-do-coronavirus-da-china,,2020-02-07,,2020-02-07,9261
22789,OxCGRT751,OxCGRT,OXCGRT002629,AMRO,Brazil,BRA,76,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",0,,,"https://agenciabrasil.ebc.com.br/saude/noticia/2020-03/veja-medidas-que-cada-estado-esta-adotando-para-combater-covid-19  Public events are suspended in most states of the country, but there is no recommendation especifically from the federal government.",Required,,,,,,2020-03-29,,,9261
1288,ACAPS_1288,ACAPS,2958,AMRO,Brazil,BRA,76,national,,Movement restrictions,,Border closure,5.5,International travel measures,,Entry screening and isolation or quarantine,Yes,,,"closure of its borders, beginning on March 30, 2020 for 30 days, to individuals arriving by air who do not fall into one of the several categories. It does not prevent individuals from departing on commercial flights. However, given the decision to limit the entry of foreign nationals, the availability of international flights are declining.",Not applicable,Introduction / extension of measures,US Embassy,Government,https://br.usembassy.gov/covid-19-information/,,2020-03-30,,2020-03-29,9261
22759,OxCGRT721,OxCGRT,OXCGRT002619,AMRO,Brazil,BRA,76,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",0,,,"State of Minas Gerais cancells all events with more than 30 people: https://www.em.com.br/app/noticia/gerais/2020/03/19/interna_gerais,1130573/minas-restringe-circulacao-pessoas-intensifica-acoes-coronavirus.shtml",Required,,,,,,2020-03-19,,,9261
1283,ACAPS_1283,ACAPS,1125,AMRO,Brazil,BRA,76,national,,Movement restrictions,,Border closure,5.5,International travel measures,,Entry screening and isolation or quarantine,Yes,,,"15 day land border suspension- Argentina, Paraguay, Bolivia, Peru, Colombia, Suriname and French Guiana *exception: citizens, permanent residents, diplomats/intl agency officials and trucks of goods",,Introduction / extension of measures,Aljazeera,Media,https://www.aljazeera.com/news/2020/03/coronavirus-travel-restrictions-border-shutdowns-country-200318091505922.html,https://www.sentinelandenterprise.com/2020/03/19/brazils-bolsonaro-strives-to-regain-leadership-amid-virus/,2020-03-19,,2020-03-21,9261
22743,OxCGRT705,OxCGRT,OXCGRT002615,AMRO,Brazil,BRA,76,national,,,,H2 - testing policy -1,3.1.1,Surveillance and response measures,Detecting and isolating cases,Passive case detection,Specific symptoms,,,"https://saude.abril.com.br/medicina/teste-de-coronavirus-quem-deve-fazer-e-como-e-o-exame/    Link explains how tests in Brazil are working, who they target and why the government still is not making mass tests.",,,,,,,2020-03-15,,,9261
1290,ACAPS_1290,ACAPS,2979,AMRO,Brazil,BRA,76,national,,Movement restrictions,,Border closure,5.5,International travel measures,,Entry screening and isolation or quarantine,Yes,,,extension of land border closure with venezuela for 15 additional days *excoet cargo and humanitartian aid,Not applicable,Introduction / extension of measures,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,,2020-03-27,,2020-03-29,9261
27778,CSHVienna_190,CSHVienna,190,AMRO,Brazil,BRA,76,national,,"Case identification, contact tracing and related measures",Isolation of cases,,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,.,,,,,https://coronavirus.saude.gov.br/linha-do-tempo,,2020-02-26,,2020-02-26,9261
20005,GPHIN06158,GPHIN,6158,AMRO,Brazil,BRA,76,national,,,,VACCINE/MCM DEPLOYED,7,Biological measures,,,,,,"In the next few days, Brazilian scientists are set to initiate the clinical trials of a medicine that has shown 94 percent of effectiveness in reducing the viral load in cells infected with the novel coronavirus in vitro. According to Minister of Science, Technology, Innovation, and Communications Marcos Pontes, tests will be conducted on 500 patients hospitalized with COVID-19 at five hospitals in Rio de Janeiro, one in São Paulo, and one in Brasília.",,,,Media,https://agenciabrasil.ebc.com.br/en/saude/noticia/2020-04/scientists-test-drug-slash-covid-19-viral-load-94,,2020-04-16,,2020-04-16,9261
15649,GPHIN03496,GPHIN,3496,AMRO,Brazil,BRA,76,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 12 March, Brazil confirmed its first local transmission of coronavirus in Rio de Janeiro. The State will move to the level 1 of its Contingency Plan, which provides for 206 beds exclusive available for the treatment of severe cases of infected people in hospitals throughout the regions. The first strategic objective of the contingency plan is to step up security measures to contain human to human transmission, including secondary infections between people close to them and health professionals.",,,,Official,https://www.saude.rj.gov.br/noticias/2020/03/ses-confirma-caso-de-transmissao-local-de-coronavirus,,2020-03-12,,2020-03-12,9261
13023,GPHIN01512,GPHIN,1512,AMRO,Brazil,BRA,76,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,The Brazilian Ministry of Health is performing novel coronavirus tests on the 34 Brazilians  repatriated from Wuhan and 24 professionals who participated in the operation. All of them are placed in 14 days quarantine and none of them have shown symptoms so far.  Two of the three tests to be carried out have coeme back negative.,,,,Official,https://www.saude.gov.br/noticias/agencia-saude/46407-brasil-monitora-2-casos-suspeitos-do-novo-coronavirus,,2020-02-21,,2020-02-21,9261
1303,ACAPS_1303,ACAPS,5467,AMRO,Brazil,BRA,76,other,Rio de Janeiro,Movement restrictions,,Domestic travel restrictions,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,Yes,,,flights from Rio de Janeiro and Sao Paulo have been canceled until further notice,Not available,Introduction / extension of measures,World Aware,Other organisations,https://www.worldaware.com/covid-19-alert-brazil-extends-travel-restrictions-until-april-30,,2020-04-08,,2020-04-15,9261
10972,GPHIN00023,GPHIN,23,AMRO,Brazil,BRA,76,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The Department of Animal Health, of the Ministry of Agriculture, Livestock and Supply (DSA/Mapa), published a technical report on 27 January with coronavirus information. Based on the available information, it is not known whether 2019-nCoV has any impact on animal health and no specific events have been reported on any animal species. The Ministry's recommendation is that veterinarians should maintain a high level of surveillance and report any unusual events detected in any animal species to the veterinary authorities, immediately notifying the Official Veterinary Service via e-SISBRAVET (the online Brazilian Veterinary Emergency System). For the population, the Ministry advises that when visiting open markets or fairs selling live animals, meat, fish or fresh animal products, hygiene and prevention measures must be applied.",,,,Official,http://crmvba.org.br/nota-tecnica-do-mapa-faz-esclarecimentos-sobre-o-coronavirus/,,2020-01-29,,2020-01-29,9261
16406,GPHIN04064,GPHIN,4064,AMRO,Brazil,BRA,76,national,,,,TESTING & CASE DETECTION,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,"The screening center for patients with coronavirus symptoms began operating in Brusque on Monday, 23. The service is being done in the pavilion Maria Celina Idotto Imhof, where fenarreco takes place, from 7am to 7pm, without a lunch break.
Until 11:00 a.m., 61 people received medical attention at the screening center. Brusque still has no confirmed case of the disease and four are under investigation.
There are three doctor's offices on site and also an outpatient clinic. Six physicians take turns attending in two shifts, all clinical, who already work in the Unified Health System (SUS), in specialties related to respiratory symptoms. Nurses, nursing technicians, administrative staff and general service assistants are also working in the care.",,,,Media,,,2020-03-23,,2020-03-23,9261
1281,ACAPS_1281,ACAPS,1123,AMRO,Brazil,BRA,76,national,,Public health measures,,Isolation and quarantine policies,3.1.3,Surveillance and response measures,Detecting and isolating cases,Isolation,No,,,Govt. implemented voluntary 7day quarantine,,Introduction / extension of measures,US Embassy of Brazil,Government,https://br.usembassy.gov/covid-19-information/,,2020-03-20,,2020-03-21,9261
20394,GPHIN06398,GPHIN,6398,AMRO,Brazil,BRA,76,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"São Paulo's Governor has extended the quarantine and social distancing measures through 10 May, to control the spread of the coronavirus (COVID-19) and prevent the state's healthcare system from being overwhelmed.  
All of Brazil's land borders continue to remain closed.  Most commercial flights at Rio de Janeiro-Galeão International Airport (GIG) will be suspended until 30 April. 
On 18 April, hundreds of protesters gathered in major cities, including Rio de Janeiro, São Paulo, and Brasilia, calling for state governors to resign and denouncing COVID-19 lockdown measures, which have suspended business operations for several weeks. In Rio de Janeiro, approximately 100 vehicles took part in the demonstration, causing gridlock and temporarily closing Copacabana beach.",,,,Media,https://www.garda.com/crisis24/news-alerts/334111/brazil-quarantine-in-sao-paulo-extended-through-may-10-update-13,,2020-04-20,,2020-04-20,9261
16915,GPHIN04488,GPHIN,4488,AMRO,Brazil,BRA,76,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,The Ministry of Health advises the population that blood donations should continue to take place at this time when the country is registering cases and deaths from coronavirus.,,,,Official,https://www.saude.gov.br/noticias/agencia-saude/46611-doacao-de-sangue-nao-pode-parar-com-pandemia-orienta-ministerio-da-saude,,2020-03-29,,2020-03-29,9261
16295,GPHIN03981,GPHIN,3981,AMRO,Brazil,BRA,76,national,,,,TESTING & CASE DETECTION,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,"Patients with suspected coronavirus will be treated quickly and referred to respiratory isolation rooms within the units, avoiding local contagion among patients
Health centers in regions that have already identified community transmission of coronavirus, begin to adopt a new care methodology for patients who seek units with characteristic symptoms of COVID-19, such as fever along with cough, sore throat or difficulty breathing. The Ministry of Health, in partnership with the entities of the Coronavirus Emergency Operations Center (COE), created the Rapid Track tool, a care flow protocol to be used during the emergence of coronavirus . The new method will accelerate the care of suspected cases by primary care teams in health centers, preventing the circulation and contagion of the virus in these environments.
Home isolation of symptomatic patients is the main measure to reduce the transmission of the virus, in addition to the isolation of other people in the household. The selective isolation of cases and contacts is the most effective measure to date to reduce the spread of the disease, maintaining the functioning of essential services for society. On this, Minister appealed to Brazilians: ""Please, in cases of influenza, collect your family and stay in isolation. Ask the unit for the certificate, name the people who are at home with you, and stay indoors.""
Social distancing also applies to all people over 60 years of age, who should avoid attending work or other closed environments. The recommendation is to leave home only for essential activities (market, pharmacy, health services), which cannot be performed by another person.",,,,Media,,,2020-03-20,,2020-03-20,9261
10970,GPHIN00021,GPHIN,21,AMRO,Brazil,BRA,76,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 28 January 2020, the Brazilian ambassador to China declared that China has not yet authorized flights from other countries to evacuate its citizens from Hubei province. To date, Chinese authorities are not allowing anyone to leave the area. However, countries like the United States, France and Japan are already mobilizing to withdraw their citizens from the region. The Brazilian ambassador indicated that the number of Brazilians living in the area is estimated at between 40 and 70 people and that the main request he has received at this time is from residents who want to leave the region, a request that is not possible to be accomplished now due to quarantine measures implemented in Hubei.",,,,Official,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/01/28/embaixador-brasileiro-na-china-entrevista.htm,,2020-01-29,,2020-01-29,9261
27798,CSHVienna_210,CSHVienna,210,AMRO,Brazil,BRA,76,national,,Travel restriction,Border restriction,Land borders closed,5,International travel measures,,,,,,"Argentina, Bolivia, Colombia, French Guiana, Guyana, Paraguay, Peru and Suriname. Ministerial decree says authorities blocking entry ""by road or land"" from all neighbouring countries, with the exception of Uruguay to the south.",,,,,https://www.batimes.com.ar/news/latin-america/brazil-closes-nearly-all-land-borders-for-15-days.phtml,,2020-03-21,,2020-03-21,9261
22815,OxCGRT777,OxCGRT,OXCGRT002648,AMRO,Brazil,BRA,76,national,,,,E3 - fiscal measures,8.3,Other measures,,Financial packages,,113909000,,https://bandnewsfmcuritiba.com/governo-do-parana-anuncia-investimento-para-evitar-prejuizos-causados-pelo-coronavirus-nos-municipios/?__goc_wbp__=032116002EgSHtgGcW7kSL9CPQQ-pe9tjNNY  The state of Paraná invests R$600 mi for constructions to fight economic crisis in cities.,,,,,,,2020-04-17,,,9261
12353,GPHIN01028,GPHIN,1028,AMRO,Brazil,BRA,76,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Coronavirus The Central Laboratory of the State of Paraná (Lacen) sent on Tuesday (11) to Fiocruz, in Rio de Janeiro, samples of material collected from a suspected case of the Novo Coronavirus of Ponta Grossa.
The case was notified to the Emergency Operations Center (COE) of Paraná and the preliminary tests performed by Lacen did not present results for other respiratory viruses.
The notification is of a 7-year-old boy who was in southern China, Taishan, who returned to Brazil on January 30 with family members. On February 6, the boy underwent medical evaluation and diagnosed with mild symptoms of respiratory syndrome; cough and fever. The family has no symptoms and everyone is being accompanied at home by the Municipal and State Surveillance.
All measures indicated by the Ministry of Health were adopted and the case continues to be monitored by the Health Department of Paraná, through the COE and the 3rd Regional Health of Ponta Grossa, and the Municipal Health Department of Ponta Grossa.",,,,Official,http://www.saude.pr.gov.br/modules/noticias/article.php?storyid=7100&tit=Parana-segue-monitoramento-de-caso-suspeito-do-Novo-Coronavirus,,2020-02-13,,2020-02-13,9261
11585,GPHIN00448,GPHIN,448,AMRO,Brazil,BRA,76,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Brazil’s lower house of Congress on 4 February approved a bill laying out rules for the quarantine of Brazilian nationals returning from China who may be infected with coronavirus, as well as other measures to combat the disease. The measures will be in force as long as the public health emergency declared by the WHOn is in place.
On 4 February, Brazil obtained authorization from China to fly two planes to Wuhan to evacuate Brazilian citizens who asked to be repatriated. The Defense Minister said two 36-seat Embraer C-190 planes flown by the Brazilian Air Force will leave on 5 February and arrive in Wuhan on 7 February after refueling stops en route. A total of 29 people, including four family members who are Chinese nationals, would be evacuated, as well other Brazilians who live outside Wuhan. The passengers, medical staff and the crew of the planes will be quarantined for 18 days at an Air Force base in Anapolis, 150 kilometers (93 miles) west of the capital Brasilia.",,,,Media,https://nationalpost.com/pmn/health-pmn/brazils-lower-house-of-congress-approves-coronavirus-quarantine-bill,,2020-02-05,,2020-02-05,9261
22735,OxCGRT697,OxCGRT,OXCGRT002613,AMRO,Brazil,BRA,76,national,,,,C2 - workplace closing - 1,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,0,,,Ministry of Health recommends that in areas where there are records of community transmission people should avoid commuting and work from home when possible. Link: https://www.saude.gov.br/noticias/agencia-saude/46540-saude-anuncia-orientacoes-para-evitar-a-disseminacao-do-coronavirus  Rio de Janeiro recommends home office. Link: http://prefeitura.rio/cidade/coronavirus-prefeitura-anuncia-medidas-de-prevencao-na-cid,Recommended,,,,,,2020-03-13,,,9261
15860,GPHIN03668,GPHIN,3668,AMRO,Brazil,BRA,76,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The capitals of Rio de Janeiro and São Paulo already record cases of community transmission. With this, the country enters a new phase of the Brazilian strategy, that of creating conditions to reduce the damage that the virus can cause to the population. In a videoconference with professionals from the State Health Departments throughout the country, the Ministry of Health announced, on Friday (13), recommendations to prevent the spread of the disease. The guidelines should be adapted by state and municipal managers, according to the local reality. The Ministry of Health recommends reducing social contact, which will consequently reduce the chances of transmission of the virus. For areas with community/sustained transmission, the reduction of commuting to work is recommended. The Ministry of Health encourages that meetings be held virtually, that non-essential trips (evaluated by the company) be postponed/cancelled and that, when possible, perform home office work. Adopting alternative times to avoid peak periods is also one of the measures recommended by the Ministry of Health to the states.
For educational institutions, it is recommended to plan for anticipating holidays, seeking to reduce losses in the school calendar, including the possibility of using distance learning. Quarantine can be declared when the country reaches 80% of the occupation of ICU beds, available for the care of the disease. The occupation is defined by the local manager. The measures also extend to people to decrease the spread of coronavirus.",,,,Official,,,2020-03-16,,2020-03-16,9261
1280,ACAPS_1280,ACAPS,1107,AMRO,Brazil,BRA,76,national,,Governance and socio-economic measures,,Emergency administrative structures activated or established,8.3,Other measures,,Financial packages,No,,,"Declares ""State of community transmission""",,Introduction / extension of measures,Official Diary of the Union,Government,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=20/03/2020&jornal=613&pagina=1,http://www.in.gov.br/en/web/dou/-/portaria-n-454-de-20-de-marco-de-2020-249091587,2020-03-20,,2020-03-21,9261
12245,GPHIN00927,GPHIN,927,AMRO,Brazil,BRA,76,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"Brazilian Health Minister and his peers from Argentina, Paraguay, Uruguay, Bolivia and Chile will participate in a special meeting scheduled for 19 February in Asunción, Paraguay, to discuss prevention measures to be adopted in South America due to the spread of novel coronavirus outbreak.",,,,Media,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006289562,,2020-02-12,,2020-02-12,9261
