COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,TESTING & CASE DETECTION  ,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN / CANCELLATION,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,RESTRICTING OR LIMITING GATHERINGS,CLOSING PUBLIC PLACES,LOCKDOWN OR CURFEW,EASIND RESTRICTIONS,VACCINE/MCM DEPLOYED,PPE,RESEARCH ADVANCEMENT,COMMENTS,
Germany,2/27/2020,Media,,"German Health Minister on 26 February said that his country is facing a coronavirus epidemic, after an explosion of cases in northern Italy and at least 13 other European countries. He added that infection chains can no longer be tracked in Germany, and called on hospitals and employers to review their pandemic planning.",,,,,,x,,,,,,,,,,,,,,
Germany,2/27/2020,Media,1006399596,"The German Olympic Sports Association (DOSB) on 26 February updated its analysis of the coronavirus risk. The international sports agency is now discouraging athletes and trainers from traveling to Italy and South Korea, building on an earlier recommendation to avoid travel to China. Cancelling training and competitions in these regions is reasonable, the association said. Athletes returning from these countries to Germany are encouraged to get tested for coronavirus and to remain at home in self-imposed quarantine for 14 days after their return. ",,,,,,x,x,x,,,x,,,,,,,,https://www.dw.com/en/covid-19-updates-germany-facing-a-coronavirus-epidemic/a-52536472,
Germany,2/27/2020,Media,1006399596,One of the coronavirus cases detectedon 26 February in Germany is a senior doctor at a hospital in Baden-Württemberg. About a dozen doctors have been tested for the virus and removed from the hospital's duty roster. ,,,,,,x,,,,,,,,,,,,,https://www.dw.com/en/covid-19-updates-germany-facing-a-coronavirus-epidemic/a-52536472,
Germany,2/27/2020,Media,1006399596,"Schools and kindergartens will remain closed in the German district of Heinsberg until March 2nd. The wife of a  man, who remains in critical condition in a Düsseldorf hospital, is a kindergarten teacher.",,,,,,x,,,,,x,,,,,,,,https://www.dw.com/en/covid-19-updates-germany-facing-a-coronavirus-epidemic/a-52536472,
Germany,2/27/2020,Media,1006400695,"Germany is making an additional payment of €50 million ($55 million) to the WHO to help fight the coronavirus epidemic, the German finance ministry informed parliament on 27 February. The fund is intended to support health systems in developing countries, primarily. ",,,,,,,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-updates-who-says-virus-has-pandemic-potential/a-52549401,
Germany,2/27/2020,Media,1006400695,"German Interior Minister Horst Seehofer is in favor of cancelling the International Tourism Trade Show scheduled to begin in Berlin next week. The global coronavirus outbreak has thus far led to the cancellation or postponement of approximately 230 trade shows worldwide, according to data analyzed by German trade show specialists.
",,,,,,,,,,,x,,,,,,,, https://www.dw.com/en/coronavirus-updates-who-says-virus-has-pandemic-potential/a-52549401,
Germany,2/27/2020,Media,1006400695,"With 21 reported cases in Germany, all eyes are now on its most populous state of North Rhine-Westphalia where a couple tested positive with coronavirus on Wednesday. Authorities are now calling for people who attended certain Carnival parades to get tested.",x,,,,,x,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-updates-who-says-virus-has-pandemic-potential/a-52549401,
Germany,2/27/2020,Media,1006400695,"The German Badminton Open which was scheduled to take place in Mülheim an der Ruhr, just north of Düsseldorf, next week has been canceled. ",,,,,,,,,,,x,,,,,,,,https://www.dw.com/en/coronavirus-updates-who-says-virus-has-pandemic-potential/a-52549401,
Germany,2/27/2020,Media,,"Germany's Health Ministry has allocated 23 million euros ($25m) to its coronavirus response and said it was well prepared for new cases, noting its advanced warning and reporting system and a coordinated network of specialist clinics.The country also made bulk orders for surgical masks and other protective equipment for health workers, amid worldwide shortages which the WHO has blamed on unnecessary stockpiling by the public.",,,,,,x,,,,,,,,,,,,,https://www.aljazeera.com/news/2020/02/cases-rise-prepared-coronavirus-europe-200225114250676.html,
Germany,2/28/2020,Media,1006408049,"German officials on 28 February said the country now had around 60 confirmed cases of coronavirus infection, but the country's vice president of the Robert Koch Institute said the risk for Germany wase assessed as low to moderate. 
Some 1,000 people are currently in quarantine at home in the western state of North Rhine-Westphalia, which has registered 14 new cases of the disease. In addition, authorities confirmed that an employee of a clinic in the northern port city of Hamburg had been infected, sending all children and parents who had come into contact with the man, as well as his colleagues, into quarantine for 14 days.
Officials are currently discussing whether the International Tourism Fair (ITB), which is scheduled to be held March 4 in Berlin, should be cancelled.
World's biggest hospitality conference, IHIF, was postponed on February 28. It was due to be held at the InterContinental hotel in Berlin from March 2-4 with more than 2,400 attendees. It has been rescheduled to May 4-6, provided the virus is no longer an issue.",,,,,,x,,,,,x,,,,,,,,https://www.ft.com/content/e0a8cf67-896e-3b0c-89ce-03e43581008d,
Germany,3/2/2020,Media,,"BMW has put about 150 employees under quarantine in Munich, Germany, after one employee tested positive for coronavirus.",,,,,,x,,,,,,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-03-02-20-intl-hnk/index.html,
Germany,3/3/2020,Media,,"Germany has 188 registered cases of coronavirus, with the state of North Rhine Westphalia in the west of the country the most affected with 101 cases reported. Several kindergartens and schools have shut, workplaces and even artists’ studios have been closed, and increasing numbers of office staff told to work at home. Increasingly doctors are complaining they have insufficient equipment to carry out the tests, with masks and full body suits in very short supply. ",,,,,,x,,,,,x,,,,,,,,https://www.theguardian.com/world/live/2020/mar/03/coronavirus-live-updates-china-latest-news-us-australia-deaths-markets-italy-iran-update-cases-italy-south-korea-japan,
Germany,3/3/2020,Media,," The organizers of a major German book fair in Germany's eastern city of Leipzig confirmed on 3 March that the event would be canceled over the spread of the novel coronavirus. Last year’s edition of the Leipzig Book Fair attracted 286,000 visitors, according to the organizers. ",,,,,,,,,,,x,,,,,,,,https://business.financialpost.com/pmn/business-pmn/germanys-leipzig-book-fair-confirms-cancellation-over-coronavirus,
Germany,3/5/2020,Media,,"A total of 240 confirmed infections. Individual cases in 15 of the country’s 16 federal states, but the earliest and heaviest hit region is the Heinsberg district in North-Rhine Westphalia, on the border with the Netherlands, with 104 confirmed infections.
The government disease control and prevention agency, RKI, advised people in high-risk groups to shop only once a week to avoid unnecessary exposure to the virus. Whole-town lockdowns are not yet being considered, though some schools, hospitals and workplaces have been temporarily closed. 
A number of large trade fairs in Germany have been cancelled or postponed. ",,,,,,x,,,,x,x,,,,,,,,https://www.theguardian.com/world/2020/mar/04/coronavirus-precautions-around-europe,
Germany,3/5/2020,Media,,"The Germany Health Ministry has ordered football and basketball matches involving teams from affected countries to be played to empty stadiums and advised that large medical conferences and events should be cancelled to free up health professionals. It also wants anyone thinking of attending Spain’s huge annual rallies to mark International Women’s Day on 8 March to use their common sense and stay home if they suspect they might have the virus.
Government advice remains the standard, asking the public to adopt standard hygiene practices . They say the general population need not use face masks and warns against all but essential travel to affected countries. People who have done so are asked to watch out for any symptoms for 14 days after returning to Spain.",,,,,,x,x,,,x,x,,,,,,,,https://www.theguardian.com/world/2020/mar/04/coronavirus-precautions-around-europe,
Germany,3/5/2020,Media,,German pharmacies have been given permission by the country's health ministry to mix disinfectant solutions themselves because of shortages due to coronavirus. This exceptional regulation was made publicon 4 March by the Federal Agency for Workplace Protection and Workplace Health.,,,,,,,,,,,,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-03-05-20-intl-hnk/index.html,
Germany,3/6/2020,Media,,"On 6 March, the German Health Minister warned citizens to avoid all but essential travel to the western German state of North Rhine-Westphalia, as well as to worst-hit areas of northern Italy. With 329 confirmed cases, North Rhine-Westphalia is the state with the highest number of coronavirus patients in Germany.",,,,,,,x,,,,,,,,,,,,https://www.dw.com/en/coronavirus-latest-global-cases-reach-100000/a-52657896,
Germany,3/6/2020,Media,,"The German Transport Ministry will lift the usual ban on lorries and large trucks traveling on Sundays. The measures come as panic buying (or ""hamster buying"" in German) becomes more widespread in Germany.",,,,,,,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-latest-global-cases-reach-100000/a-52657896,
Germany,3/6/2020,Media,,"A school in Dusseldorf has had to close despite assurances that it would not. One teacher was diagnosed with COVID-19 and  35 of 145 teachers called in sick, forcing school leaders to tell students to stay home.",,,,,,x,,,,,x,,,,,,,,https://www.dw.com/en/coronavirus-latest-global-cases-reach-100000/a-52657896,
Germany,3/6/2020,Media,," On 6 March, Germany's Foreign Ministry issued an advisory against all but essential travel to Italy's alpine South Tyrol region, a popular winter sports destination. ",,,,,,,x,,,,,,,,,,,,https://www.dw.com/en/coronavirus-latest-global-cases-reach-100000/a-52657896,
Germany,3/6/2020,Media,,"On 6 March, the German Health Minister said that although the COVID-19 has been challenging to slow down in Europe, Germany did not yet see a need to limit free movement across borders. ",x,,,,,,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-latest-global-cases-reach-100000/a-52657896,
Germany,3/9/2020,Media,,"Events with more than 1,000 participants should be cancelled to halt the progression of the coronavirus, Germany's health minister said 8 March. Germany has over the last week scrapped several huge fairs, including Berlin's travel fest ITB, industrial show Hannover Messe and the Leipzig book fair.",,,,,,,,,,,x,,,,,,,,https://www.thelocal.de/20200308/berlin-urges-events-with-more-than-1000-to-be-cancelled-over-coronavirus,
Germany,3/9/2020,Media,,"The WHU-Otto Beisheim School of Management, one of Europe's top business schools, has closed due to coronavirus fears, marking the first such instance in the country. The school's statement has indicated that the closure of the campus is a precautionary measure that will help the Mayen Koblenz Health Department to identify possible infection chains",,,,,,,,,,,x,,,,,,,,https://www.cnn.com/asia/live-news/coronavirus-outbreak-03-09-20-intl-hnk/index.html,
Germany,3/10/2020,Media,,The German government has pledged €1 billion ($1.1 billion) to tackle the COVID-19 outbreak. ,,,,,,,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-latest-germany-pledges-1-billion-to-tackle-outbreak/a-52698747,
Germany,3/10/2020,Media,,"For the next four weeks, doctors in Germany will be able to give sick leave over the phone. The measures were announced in order to keep patients who might be infected with COVID-19 (coronavirus SARS-CoV-2) out of GP surgeries and prevent further transmission.
The German state of Saxony-Anhalt confirmed its first case of the COVID-19 virus on 10 March, meaning that each of Germany's 16 states now has a confirmed case. The German Health Minister has warned the outbreak has not yet reached its peak in Germany and further restrictions to everyday life can be expected.",,,,,,x,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-latest-germany-pledges-1-billion-to-tackle-outbreak/a-52698747,
Germany,3/10/2020,Media,,"Large cultural events in Berlin's theatres, operas and concert houses, including the renowned Berlin Philharmonic, will be cancelled from 11 March to prevent coronavirus contagion.  The measure will remain in place until 19 April. ",,,,,,,,,,,x,,,,,,,,https://www.aljazeera.com/news/2020/03/italy-coronavirus-quarantine-live-updates-200309234533285.html,
Germany,3/11/2020,Media,,"On 11 March, German Chancellor Angela Merkel  said ""solidarity and reason"" were central to the country's response to the virus. She said around 60% to 70% of Germany is likely to be infected with the new virus and closing border would not work as the virus had arrived Germany. 
Germany's response will focus on ensuring that police, critical infrastructure and medical personnel can continue to their work in a bid to ensure that health services will not be overwhelmed. Measures will also be directed towards protecting the elderly and those with pre-existing health conditions. A meeting is planned for 12 March between the premiers to discuss the state-level response to tackling the virus.
The German Health Minister repeated his call to avoid major events, soccer games or club visits and stressed that  facemasks and disinfection spray was not necessary for people to avoid being infected. ",,,,,,x,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-germanys-angela-merkel-urges-solidarity-and-reason/a-52719086,
Germany,3/11/2020,Media,,"Germany's Health Minister has called on German residents to avoid high risk areas. People are advised to refrain from unnecessary travel to Italy, which has a strict movement ban in place until April 3rd, and also NRW, in the west of Germany. 
Large hospitals are prepared for an epidemic. In the event of a sharp rise in the number of infections, there is always the possibility of postponing planned interventions or surgeries in order to create additional bed capacities at short notice, the hospital group has said. The nine state-owned Vivantes clinics in Berlin also have about 1,860 rooms that can be insulated.
",,,,,,x,x,,,,,,,,,,,,https://www.thelocal.de/20200310/coronavirus-three-more-german-states-confirm-cases-as-total-number-rises-to-170,
Germany,3/12/2020,Media,,German Chancellor's Christian Democratic Union (CDU) has postponed a conference to select a new party leader to follow Annegret Kramp-Karrenbauer. The conference had been scheduled for 25 April in Berlin. ,,,,,,,,,,,x,,,,,,,,https://www.dw.com/en/coronavirus-latest-germany-reports-fourth-death-from-covid-19/a-52731894,
Germany,3/17/2020,Media,1006539925,"Germany's Bavaria declared an emergency situation which will take effect from Tuesday March 17, closing down leisure facilities such as swimming pools, bars, clubs or cinemas. As the first German state to declare emergency situation, Bavaria would also provide a 10-billion euro (11.2 billion U.S. dollars) aid package to protect the economy from the impacts of the coronavirus outbreak, according to Soeder. To ensure the basic supply of food and other important products, Bavaria has been extending the legal opening hours for shops such as supermarkets, pharmacies, gas stations and banks.",,,,,,,,,,,,,,,,,,,,
Germany,3/17/2020,Media,1006540018,Volkswagen will close most of its European plants for two weeks due to uncertainty about car demand and the supply of! auto parts amid the outbreak of a new coronavirus,,,,,,,,,,,,,,,,,,,,
Germany ,3/18/2020,Media,1006551565,"Germany will close its borders to all EU travellers as the coronavirus pandemic continues to escalate across Europe.
Transport Minister Andreas Scheuer has confirmed restrictions will be expanded to people travelling to Germany via air, rail, water or road. The transport of goods and healthcare workers will be exempt from the ban",,x,,,,x,,x,,,,,,,,,,,,
Germany,3/18/2020,Media,,"1. Passengers arriving from a non-Schengen Member State are not allowed to enter Germany.
This does not apply to:
- nationals of EEA Member States, Switzerland and passengers with a British passport with nationality “British Citizen"", “British Overseas Territories Citizen"" issued by Gibraltar, British Passports with a Certificate of Entitlement to the Right of Abode issued by the United Kingdom; 
- passengers with long-term right of residence (residence permit or longer-term visa) in an EEA Member States, Switzerland or the United Kingdom; 
- family members of nationals of EEA Member States, Switzerland and of passengers with a British passport with nationality “British Citizen"", “British Overseas Territories Citizen"" issued by Gibraltar, British Passports with a Certificate of Entitlement to the Right of Abode issued by the United Kingdom; 
- healthcare professionals, health researchers or elderly care professionals;
- frontier workers;
- transport personnel including crew engaged in transport of goods;
- diplomats, staff of international organizations, military personnel and humanitarian workers in the exercise of their functions;
- passengers traveling for emergency family reasons;
- passengers in need of international protection or for other humanitarian reasons.
2. Passengers must present a completed Public Health Passenger Locator Form upon arrival.
",,,,,,x,x,x,,,,,,,,,,,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,
Germany,3/22/2020,Media,"1006580608

","Germany bans public gatherings and meetings of more than two people as the nation works on slowing the spread of the Covid-19 Coronavirus.
In a press conference, German Chancellor Angela Merkel affirmed that distance of 1.5 meters must be active in the public places, adding that the restaurants and barber shops will be closed.",,,,,,x,,,,,x,,,,,,,,https://www.spa.gov.sa/viewstory.php?lang=en&newsid=2050361,
Germany,3/23/2020,Media,,"German Chancellor Angela Merkel has put herself in quarantine after a doctor she met Friday tested positive for coronavirus, government spokesman Steffen Seibert said Sunday.
Merkel was informed after a press conference that the doctor who gave her a pneumococcal vaccination was diagnosed with COVID-19, the disease caused by the novel coronavirus.
Merkel decided to immediately quarantine herself at home and take tests over the next few days, according to Seibert.
",,,,,,x,,,,,,,,,,,,,http://www.ecns.cn/news/politics/2020-03-23/detail-ifzusrwx0572502.shtml,
Germany,3/23/2020,Media,1006588086,"The state of Saxony in eastern Germany announced on Monday (23) that it will host in its hospitals six Italians with Covid-19, disease caused by the new coronavirus (Sars-CoV-2). According to Governor Michael Kretschmer, the measure meets a request made by Italy itself. ""It's a very important sign that we can also help others,"" he said. To date, Saxony has concentrated 865 of the more than 27,000 cases of the new coronavirus in Germany, more than nine of the 20 regions in Italy, a country that has about 60,000 contagions. This will be the first time Italian patients with Covid-19 have been transferred to other Countries of the European Union.",,,,,,x,,,,,,,,,,,,,,
Germany,3/23/2020,Media,1006588265,"Germany on Monday 23 March agreed a package worth up to 750 billion euros ($808 billion) to mitigate the damage of the coronavirus outbreak on Europe’s largest economy, with Berlin aiming to take on new debt for the first time since 2013. The federal government’s supplementary budget of 156 billion euros, which will be financed with new borrowing, underlines Berlin’s determination to use “all we have” to reduce the impact of coronavirus, Finance Minister Olaf Scholz said.",,,,,,,,,,,,,,,,,,x,https://business.financialpost.com/pmn/business-pmn/germany-launches-750-bln-euro-package-to-fight-coronavirus-2,
Germany,3/27/2020,Media,,"Makeshift hospital set up in Hillesheim, Germany",,,,,,,,,,,,,,,,,,,http://www.ecns.cn/hd/2020-03-27/detail-ifzuwwmz9243548.shtml,
Germany,3/29/2020,Media,1006636626,"Germany's scientists are using antibodies in test participants to find out which of them have had the illness and healed. The team plans to test 100,000 people at a time, issuing documentation to those who have built up an immunity. They will then use the information gleaned from the testing to assess how and when the lockdown should conclude. Researchers will utilise the data as they advise the government on when schools will be re-opened and mass gatherings permitted once again. The Helmholtz Centre for Infection Research in Braunschweig is overseeing the project. It will conduct blood tests over the next few weeks to look for antibodies produced in carriers of the illness.",,,,,,,,,,,,,,,,,,,https://www.dailymail.co.uk/news/article-8165563/Germany-issue-coronavirus-immunity-certificates.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,
Germany,3/30/2020,Media,,"The German state of Bavaria is extending the period of self-isolation and movement measures until 19 April, Bavarian Prime Minister announced on 30 March.  ",,,,,,x,,x,,,,,,,,,,,https://edition.cnn.com/world/live-news/coronavirus-outbreak-03-30-20-intl-hnk/index.html,
Germany,3/31/2020,Media,,"Germany hopes to launch a smartphone app within weeks to help trace coronavirus infections, after a broad political consensus emerged that adopting an approach pioneered by Singapore can be effective without invading people's privacy. The German Justice Minister stresses that tracking apps to help tackle coronavirus could only be used voluntarily in Germany. ",,,,,,x,,,,,,,,,,,,,https://www.aljazeera.com/news/2020/03/trumps-flags-tougher-coronavirus-curbs-live-updates-200330231121941.html,
Germany,3/31/2020,Media,,Multiple nursing homes around Germany have suffered severe coronavirus outbreaks and fatalities. Lower Saxony has forbidden all nursing homes in the state from taking on new residents unless the person can confirm they have completed a 14-day quarantine. ,,,,,,x,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-latest-us-death-toll-surpasses-chinas/a-52963155,
Germany,3/31/2020,Media,,Berlin has opened its first hostel for homeless people. Homeless people are at higher risk of catching the coronavirus due to pre-existing medical conditions.,,,,,,,,,,,,,,,,,,,https://www.dw.com/en/berlin-opens-first-hostel-for-the-homeless-amid-coronavirus-pandemic/a-52972263,
Germany,3/31/2020,Media,,Soccer clubs in Germany’s Bundesliga have agreed that the suspension of the season should be extended until April 30.  Playing games behind closed doors once restrictions are partially lifted is considered a likely option.,,,,,,,,,,,x,,,,,,,,https://www.dw.com/en/coronavirus-bundesliga-must-finish-season-or-face-dire-financial-consequences/a-52972678,
Germany,3/31/2020,Media,,"The German city of Jena in the eastern state of Thuringia has introduced a facial mask requirement in public spaces, making it the first city in Germany to adopt such a measure. The city has said wearing mouth-and-nose protection in Jena sales outlets, local public transport and public buildings will become mandator in a week.",,,,,,,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-latest-us-death-toll-surpasses-chinas/a-52963155,
Germany,3/31/2020,Media,,"The Federation of German Consumer Organizations warn of online scammers taking advantage of the coronavirus crisis. Some people provide unreliable medical information, while others advertise non-existing online businesses to sell face masks and disinfectants.",,,,,,,,,,x,,,,,,,,,https://www.dw.com/en/coronavirus-latest-us-death-toll-surpasses-chinas/a-52963155,
Germany,4/1/2020,Media,,Germany will extend its current restrictions on public life to limit the spread of the coronavirus by two weeks until April 19. ,,,,,,x,,x,,,x,,,,,,,,https://www.aljazeera.com/news/2020/04/chief-coronavirus-worst-crisis-wwii-live-updates-200331233659496.html,
Germany,4/3/2020,Media,,"On 2 April, the German health ministry said it will seek to purchase Avigan tablets as a treatment drug for the new coronavirus. Local media said the ministry will buy several million tablets to treat patients with severe symptoms.",,,,,,,,,,,,,,,,x,,,https://english.kyodonews.net/news/2020/04/70ff90428628-japan-mulls-offering-anti-flu-drug-avigan-to-nations-fighting-virus.html,
Germany,4/3/2020,Media,,"Berlin authorities accused the United States of intercepting a shipment of 200,000 protective face masks, already paid for by Germany. The German state has ordered FFP2-class masks for Berlin police officers. While the manufacturing company was based in the US, the actual masks were produced in China, according to German media.  The shipment was seized in Bangkok, which Berlin's Interior Minister said to have linked to an ""export ban on masks by the US government.""
French officials also accused US buyers of stopping a shipment from China to a badly hit French region, by appearing on the tarmac next to a loaded plane and offering a much higher price for its cargo. ",,,,,,,,,,,,,,,,,x,,https://www.dw.com/en/coronavirus-latest-eu-waives-taxes-on-imported-medical-supplies/a-53001267,
Germany,4/3/2020,Media,,"Fourteen Germany academics said in a research paper that Germany should stagger its exit strategy for its nationwide coronavirus lockdown. The scientists argued that a general shutdown is not a long-term solution as only people's immune systems can protect them. stressing large-scale testing of the population should be prioritized,. ",,,,,,x,,,,,x,,,,,,,x,https://www.dw.com/en/coronavirus-latest-eu-waives-taxes-on-imported-medical-supplies/a-53001267,
Germany,4/3/2020,Media,,Participation in an online register for free intensive care beds in Germany is to be made obligatory for hospitals. Registration had been voluntary so far. German Health Minister said the measure would allow for nationwide oversight of which hospitals have spare capacity. About a third of Germany's medical facilities are currently registered.,,,,,,x,,,,,,,,,,,,,https://www.dw.com/en/coronavirus-latest-eu-waives-taxes-on-imported-medical-supplies/a-53001267,
Germany,4/3/2020,Media,,"Germany's largest study on the coronavirus will be rolled out in the southern state Bavaria starting 5 April. Researchers will randomly select around 3,000 households to conduct coronavirus tests. The study attempts to create a representational picture of how extensively the virus has already spread. The study will deliver initial results in a matter of days while the project will last one year.",,,,,,,,,,,,,,,,,,x,https://www.dw.com/en/coronavirus-latest-eu-waives-taxes-on-imported-medical-supplies/a-53001267,
Germany,4/6/2020,Media,,"Germany has drawn up a list of measures, including an obligation to wear masks in public, limits on public gatherings and the rapid tracing of infection chains, that officials think should allow life to return to normal after lockdown's scheduled end on 19 April. 
The proposals, contained in a draft action plan compiled by the Interior Ministry document, say the measures should be sufficient to keep the number of people infected by each person below 1 even as public life is allowed gradually to resume.  For this to be possible, mechanisms will have to be in place to track more than 80 percent of people an infected person had contact with within 24 hours of diagnosis. In return, schools will be able to reopen on a regional basis and strict border controls will be relaxed, the paper said.    ",,,,,,x,,,,,x,,,,,,x,,https://www.aljazeera.com/news/2020/04/braces-hardest-week-coronavirus-fight-live-updates-200405232545445.html,
Germany,4/7/2020,Media,,"German ministers plan to approve Wednesday 8 April a new law tightening checks on foreign takeovers of the country's companies, aiming to keep critical production and knowhow within its borders. Already in progress before the outbreak of the coronavirus pandemic, the plans have been lent fresh urgency by shortfalls of critical supplies.",,,,,,,,,,,,,,,,,x,,https://www.aljazeera.com/news/2020/04/uk-pm-intensive-care-europe-virus-cases-slow-live-updates-200406231645506.html,
