NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
29058,CSHVienna_1456,CSHVienna,1456,EURO,Italy,ITA,380,national,,Risk communication,Educate and actively communicate with the public,Activate communication to the public,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,Twitter. The searches for corona on Twitter will suggest the health ministery website,,,,,https://twitter.com/hashtag/italycoronavirus?lang=en,,2020-02-04,,2020-02-04,9261
4193,ACAPS_4193,ACAPS,3905,EURO,Italy,ITA,380,national,,Public health measures,,Strengthening the public health system,8.2,Other measures,,Scaling up,No,,,7 million euros for 12-month research projects,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4373,,2020-04-01,,2020-04-05,9261
4256,ACAPS_4256,ACAPS,8501,EURO,Italy,ITA,380,national,,Lockdown,,Full lockdown,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,Yes,,,"Manufacturing, construction, real estate brokerage and wholesale trade may restart again business under safety measures",Not applicable,Phase-out measure,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4613,,2020-05-04,,2020-05-01,9261
13110,GPHIN01559,GPHIN,1559,EURO,Italy,ITA,380,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"On Sunday 23 February, The Council of Ministers, on the proposal of President Giuseppe Conte, approved a decree-law that introduces urgent measures regarding the containment and management of the epidemiological emergency from COVID-2019. Measures includes:
1) ban on removal and access to the municipality or area concerned;
2) suspension of demonstrations, events and all forms of meetings in public or private places;
3) suspension of childhood and school education services and educational trips; suspension of the opening of museums to the public; suspension of insolvency proceedings and public office activities, without prejudice to the provision )f essential and public utility services;
4) Application of the quarantine with active surveillance to those who have had close contacts with people affected by the virus and the provision of the obligation for those who entered Italy from epidemiological risk areas to communicate it to the Prevention Department of the competent health company, for the ‘adoption of the fiduciary home stay measure with active surveillance;
5) suspension of work for certain types of businesses and closure of certain types of commercial activities;
6) the possibility that access to essential public services and businesses for the purchase of basic necessities is conditional on the use of personal protective equipment;
7) the restriction on access or suspension of freight and passenger transport services, except for specific exceptions.
8) It also introduces the option for the competent authorities to adopt additional containment measures, in order to prevent the spread of the virus even outside the cases already listed",,,,Media,http://outbreaknewstoday.com/italy-covid-19-case-count-now-79-government-introduces-urgent-measures-37376/,,2020-02-23,,2020-02-23,9261
11113,GPHIN00132,GPHIN,132,EURO,Italy,ITA,380,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The Italian government declared a state of emergency on Friday to accelerate the fight against the new coronavirus and prevent possible spread, a day after the first two cases in the country were confirmed, in two Chinese tourists. The state of emergency is often declared in Italy, after earthquakes or floods. It is a mechanism for activating funds and mobilizing agencies, such as civil protection, in order to prepare structures for the reception of people.",,,,Media,,,2020-01-31,,2020-01-31,9261
4155,ACAPS_4155,ACAPS,243,EURO,Italy,ITA,380,national,,Movement restrictions,,International flights suspension,5.7,International travel measures,,Suspending or restricting international flights,Yes,,,Limited flights to and from China,Not applicable,Introduction / extension of measures,Forbes,Media,https://www.forbes.com/sites/davekeating/2020/03/12/italy-banned-flights-from-china-before-americait-didnt-work/#6db46084481b,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5414,2020-01-31,,2020-03-15,9261
4227,ACAPS_4227,ACAPS,6134,EURO,Italy,ITA,380,national,,Movement restrictions,,Border checks,5.5,International travel measures,,Entry screening and isolation or quarantine,No,,,Extension until 3rd May: at all borders,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4462,,2020-04-14,,2020-04-18,9261
4247,ACAPS_4247,ACAPS,8492,EURO,Italy,ITA,380,national,,Public health measures,,Other public health measures enforced,2,Environmental measures,,,No,,,Price maximum set for surgical masks at a maximum of € 0.50,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4613,,2020-04-27,,2020-05-01,9261
29052,CSHVienna_1450,CSHVienna,1450,EURO,Italy,ITA,380,national,,Risk communication,Educate and actively communicate with the public,Answer to questions,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,Telephone hotlines covid-19.,,,,,http://www.salute.gov.it/portale/news/p3_2_4_1_1.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5382,,2020-01-27,,2020-01-27,9261
29110,CSHVienna_1500,CSHVienna,1500,EURO,Italy,ITA,380,national,,Travel restriction,National lockdown,,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,.,,,,,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4178 --- http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4184,,2020-03-09,,2020-03-09,9261
24707,OxCGRT2669,OxCGRT,OXCGRT008862,EURO,Italy,ITA,380,national,,,,C1 - school closing - 3,4.1.2,Social and physical distancing measures,School measures,Closing,General,,,"Executive Order, 10 April 2020. Art. 1, prov. k (p. 97). Source: https://web.archive.org/web/20200421223441/https://www.gazzettaufficiale.it/eli/gu/2020/04/11/97/sg/pdf",Required,,,,,,2020-04-10,,,9261
21084,GPHIN06830,GPHIN,6830,EURO,Italy,ITA,380,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"Italy began conducting antibody tests in the northern region of Lombardy on  23 April,  seeking information about coronavirus immunity to help guide authorities as they reopen the long locked-down country. 
Health authorities have said 20,000 tests would be performed every day in Lombardy. First to be tested are those in the worst-hit provinces: health workers, those under quarantine showing coronavirus symptoms and those they have been in contact with, as well as others with mild symptoms.
Authorities hope to roll out the tests to the wider region after 29 April. The kits, made by Italian biotech firm DiaSorin, will be used to look for the presence of antibodies in the blood. 
Previously Lombardy's swab testing has revealed that 24 percent of those tested have the virus. Experts believe at least 60 to 70 percent of a population must be immune to the virus in order to gradually wipe it out.",,,,Media,https://www.urdupoint.com/en/miscellaneous/italy-launches-antibody-tests-for-virus-immun-901566.html,,2020-04-23,,2020-04-23,9261
4187,ACAPS_4187,ACAPS,3080,EURO,Italy,ITA,380,national,,Public health measures,,Strengthening the public health system,8.2,Other measures,,Scaling up,No,,,Trade unions and ministry of health decide on guidelines for health workers safety,Not applicable,Introduction / extension of measures,Ministry for Finances,Government,http://www.mef.gov.it/en/inevidenza/Protect-health-support-the-economy-preserve-employment-levels-and-incomes-00001/,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4323,2020-03-14,,2020-03-30,9261
16698,GPHIN04290,GPHIN,4290,EURO,Italy,ITA,380,national,,,,VACCINE/MCM DEPLOYED,7,Biological measures,,,,,,"A new study from Italian researchers suggests that the SARS-CoV-2 coronavirus, which is the cause of the COVID-19 disease currently causing a global health crisis, is relatively slow to mutate – meaning that any effective vaccine that is developed to prevent people from getting infected should be broadly effective across geographically separated populations over a relatively long period of time.",,,,Media,,,2020-03-25,,2020-03-25,9261
24692,OxCGRT2654,OxCGRT,OXCGRT008837,EURO,Italy,ITA,380,national,,,,C8 - restrictions on international travel - 3,5.3,International travel measures,,Restricting entry,,,,https://www.gov.uk/foreign-travel-advice/italy,,,,,,,2020-03-16,,,9261
29049,CSHVienna_1447,CSHVienna,1447,EURO,Italy,ITA,380,national,,Risk communication,Actively communicate with stakeholders,,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,. Meeting with the heads of the regions,,,,,http://www.salute.gov.it/portale/news/p3_2_4_1_1.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5377,,2020-01-25,,2020-01-25,9261
4182,ACAPS_4182,ACAPS,3075,EURO,Italy,ITA,380,national,,Governance and socio-economic measures,,Economic measures,8.3,Other measures,,Financial packages,No,,,"4.3 billion EUR in a municipal solidarity fund, and 400 million EUR additionally to mayors",not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4350,https://www.interno.gov.it/it/notizie/emergenza-coronavirus-emessi-i-mandati-pagamento-i-comuni,2020-03-28,,2020-03-30,9261
24664,OxCGRT2626,OxCGRT,OXCGRT008815,EURO,Italy,ITA,380,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",0,,,https://web.archive.org/web/20200409225704/https://www.la7.it/nonelarena/video/lelenco-dei-comuni-in-quarantena-a-causa-del-coronavirus-23-02-2020-308963,Required,,,,,,2020-02-23,,,9261
18600,GPHIN05416,GPHIN,5416,EURO,Italy,ITA,380,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Italian Prime Minister is expected to consult scientists on 7 April about ways to safely end the month-long lockdown over the coronavirus pandemic. Italy’s closure of most businesses and factories is initially set to be lifted in a week. However, an imminent lifting of restrictions is unlikely, as health officials warn that a recent decline in the number of reported cases only occurred because of the lockdown measures.",,,,Media,https://www.dw.com/en/coronavirus-latest-lufthansa-shutters-germanwings-subsidiary/a-53043555,,2020-04-07,,2020-04-07,9261
29140,CSHVienna_1528,CSHVienna,1528,EURO,Italy,ITA,380,national,,Healthcare and public health capacity,Enhance laboratory testing,Increase testing capacity (number tests),8.2,Other measures,,Scaling up,,,,"Increase domestic production. Call for tenders in a simplified and extremely urgent procedure for the acquisition of kits, reagents and consumables for carrying out 150,000 serological tests aimed at a sample investigation on the spread of Sars-Cov-2 infection",,,,,http://www.salute.gov.it/portale/ministro/p4_10_1_1_atti_1_1.jsp?lingua=italiano&id=219,,2020-04-17,,2020-04-17,9261
13302,GPHIN01662,GPHIN,1662,EURO,Italy,ITA,380,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"Restrictions designed to stop the spread of the novel coronavirus in Italy are affecting about 100,000 people in the northern regions of Lombardy and Veneto, the country’s civil protection agency said on 24 February, including 70,000 people in Lombardy, and about 30,000 in Veneto.",,,,Media,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-02-24-20-hnk-intl/index.html,,2020-02-24,,2020-02-24,9261
20475,GPHIN06430,GPHIN,6430,EURO,Italy,ITA,380,national,,,,LOCKDOWN OR CURFEW,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,"Italian military has locked down a nine-storey squat, where 18 people share one toilet, after at least 50 residents tested positive for COVID-19.  Some 500 asylum seekers and refugees from Eritrea, Ethiopia, Somalia and Sudan live in the squat.  The army has closed the road to the main entrance, fenced off the whole area, and is patrolling all ways in or out. Selam Palace is the largest building in Rome to become a squat for refugees and migrants,  experts estimate there are another 110 occupied buildings in the Eternal City.",,,,Media,https://www.aljazeera.com/news/2020/04/fears-african-refugees-coronavirus-hits-crowded-rome-squat-200417232514207.html,,2020-04-20,,2020-04-20,9261
24689,OxCGRT2651,OxCGRT,OXCGRT008833,EURO,Italy,ITA,380,national,,,,C5 - close public transport  - 1,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,0,,,"Law passed giving government powers to reduce services to minimum that is essential, but unclear whether/when powers used.    http://www.governo.it/it/articolo/coronavirus-conte-firma-il-dpcm-11-marzo-2020/14299  (Translated: ""The President of the Region with the ordinance referred to in article 3, paragraph 2, of the law decree of 23 February 2020 n. 6, can schedule the service provided by local public transport companies, even if not scheduled, aimed at reducing and eliminating services in relation to the health interventions necessary to contain the coronavirus emergency based on actual needs and for the sole purpose to ensure the minimum essential services... The provisions of this decree take effect from March 12, 2020 and are effective until March 25, 2020."")",Recommended,,,,,,2020-03-12,,,9261
4194,ACAPS_4194,ACAPS,3906,EURO,Italy,ITA,380,national,,Public health measures,,Strengthening the public health system,8.2,Other measures,,Scaling up,No,,,"The National Institute for Insurance against Accidents at Work, has transferred 50 million euros to Invitalia, the National Agency for the attraction of investments and business development to strengthen safety levels at workplaces",Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4359,,2020-03-31,,2020-04-05,9261
19644,GPHIN05927,GPHIN,5927,EURO,Italy,ITA,380,national,,,,EASIND RESTRICTIONS,9,Coding required,Coding required,Coding required,,,,"Rome ordered the opening of a handful of stores including bookshops and stationery shops in a trial to see how social distancing measures can work after the lockdown, which otherwise remains in force. On 14 April Italy reported less than 3,000 new coronavirus infections for the first time in a month.",,,,Media,https://www.dailymail.co.uk/news/article-8218397/Italy-sees-3-000-new-coronavirus-infections-time-month.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,,2020-04-14,,2020-04-14,9261
4230,ACAPS_4230,ACAPS,6137,EURO,Italy,ITA,380,other,Sondrio,Movement restrictions,,Domestic travel restrictions,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,Yes,,,Travel authorized for non-professional activities related to the cultivation of agricultural products and the breeding of cattle.,Not applicable,Phase-out measure,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/sondrio-regole-coltivazioni-e-allevamenti-non-professionali,,2020-04-15,,2020-04-18,9261
24670,OxCGRT2632,OxCGRT,OXCGRT008820,EURO,Italy,ITA,380,national,,,,E3 - fiscal measures,8.3,Other measures,,Financial packages,,100000000,,900 million euro support https://www.cnbc.com/2020/03/03/italy-to-spend-3point6-billion-euros-to-help-virus-hit-economy.html,,,,,,,2020-02-28,,,9261
29091,CSHVienna_1483,CSHVienna,1483,EURO,Italy,ITA,380,national,,Social distancing,Mass gathering cancellation,Closure of educational institutions,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,,,All. Decree of the President of the Council of Ministers 04 March 2020,,,,,http://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=73532,,2020-03-05,,2020-03-05,9261
18866,GPHIN05560,GPHIN,5560,EURO,Italy,ITA,380,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Italian Prime Minister on 8 April said Italy would remain in lockdown, despite calls to reopen factories. The PM said this was suggested by scientists .",,,,Media,https://www.dw.com/en/coronavirus-latest-swiss-look-to-easing-lockdown/a-53054837,,2020-04-08,,2020-04-08,9261
4210,ACAPS_4210,ACAPS,4895,EURO,Italy,ITA,380,national,,Movement restrictions,,Surveillance and monitoring,3.1,Surveillance and response measures,Detecting and isolating cases,,No,,,"Use of drones, particularly during increased Easter holiday checks across prefects",Not applicable,Introduction / extension of measures,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/posti-blocco-e-droni-nelle-cittadine-provincia-monza-e-brianza,https://www.interno.gov.it/it/notizie/tamponi-nelle-residenze-anziani-piemonte-partono-cabine-regia,2020-04-10,,2020-04-12,9261
20877,GPHIN06688,GPHIN,6688,EURO,Italy,ITA,380,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"Studies are beginning to show that, in rare cases, people with severe COVID-19 may develop the serious nervous system disorder known as Guillain-Barre syndrome. It's not uncommon for severe cases of infectious disease to trigger Guillain-Barre, experts noted. According to the Italian authors of a new study published in the New England Journal of Medicine on 17 April, the syndrome has also been seen in patients battling Epstein-Barr virus, cytomegalovirus and, most notably, infection with mosquito-borne Zika.",,,,Media,https://www.webmd.com/lung/news/20200421/some-covid-19-patients-develop-guillain-barre?src=RSS_PUBLIC#1,,2020-04-22,,2020-04-22,9261
4203,ACAPS_4203,ACAPS,4876,EURO,Italy,ITA,380,national,,Public health measures,,General recommendations,8.4,Other measures,Communications and engagement,,No,,,Recommendations and guidelines to live a healthy lifestyle while at home,Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4421,,2020-04-08,,2020-04-12,9261
29067,CSHVienna_1464,CSHVienna,1464,EURO,Italy,ITA,380,other,"ten municipalities ( Codogno , Castiglione d'Adda , Casalpusterlengo, Fombio , Maleo , Somaglia , Bertonico , Terranova dei Passerini , Castelgerundo and San Fiorano )",Social distancing,Mass gathering cancellation,"Festivals, faith-based events",4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,". suspension of events or initiatives of any kind,
 events and all forms of meetings in public or private places, also of a cultural, playful, sporting and religious nature, albeit carried out in closed places open to the public",,,,,https://www.gazzettaufficiale.it/eli/id/2020/02/23/20G00020/sg --- http://www.quotidianosanita.it/scienza-e-farmaci/articolo.php?articolo_id=81547,,2020-02-23,,2020-02-23,9261
18659,GPHIN05459,GPHIN,5459,EURO,Italy,ITA,380,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,Italy's medical diagnostic group Diasorin on 7 April said it aims to launch a new serological test to detect antibodies in patients infected with the new coronavirus by the end of April.,,,,Media,,,2020-04-07,,2020-04-07,9261
14658,GPHIN02702,GPHIN,2702,EURO,Italy,ITA,380,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"England's final Six Nations matches against Italy in Rome next week has been postponed amid fears over the coronavirus outbreak, tournament organisers have said.",,,,Official,https://www.sixnationsrugby.com/2020/03/05/six-nations-statement-on-italy-v-england-games-weekend-13-14-15-march/,,2020-03-05,,2020-03-05,9261
14970,GPHIN02952,GPHIN,2952,EURO,Italy,ITA,380,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Italy ordered a virtual lockdown across much of its wealthy north, including the financial capital Milan, in a drastic new attempt to try to contain a outbreak of coronavirus that saw the number of deaths leap again sharply on Sunday 8 March. The unprecedented restrictions, which aim to limit gatherings and curb movement, will impact some 16 million people and stay in force until April 3. They were signed into law overnight by Prime Minister Giuseppe Conte.
The new measures say people should not enter or leave Lombardy, Italy’s richest region, as well as 14 provinces in four other regions, including the cities of Venice, Modena, Parma, Piacenza, Reggio Emilia and Rimini. Only people with proven, work-related reasons, or health problems will be able to move in and out of the exclusion zones. Leave has been canceled for health workers.",,,,Media,https://nationalpost.com/pmn/health-pmn/italy-locks-down-millions-as-its-coronavirus-deaths-jump,,2020-03-08,,2020-03-08,9261
4228,ACAPS_4228,ACAPS,6135,EURO,Italy,ITA,380,national,,Social distancing,,Limit public gatherings,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,Yes,,,"Extension until 3rd May: Parks and playgrounds remain closed, as well as the stop for all sports activities, including training of professionals",Not applicable,Introduction / extension of measures,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4462,,2020-04-14,,2020-04-18,9261
4251,ACAPS_4251,ACAPS,8496,EURO,Italy,ITA,380,national,,Social distancing,,Limit public gatherings,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,No,,,Access to public parks will be allowed respecting the distance and regulating the entrances to the children's play areas,Not applicable,Phase-out measure,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4613,,2020-05-04,,2020-05-01,9261
29065,CSHVienna_1462,CSHVienna,1462,EURO,Italy,ITA,380,other,"ten municipalities ( Codogno , Castiglione d'Adda , Casalpusterlengo, Fombio , Maleo , Somaglia , Bertonico , Terranova dei Passerini , Castelgerundo and San Fiorano )",Social distancing,Small gathering cancellation,All,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,,,. An ordinance that prohibits all aggregation activities in 10 municipalities in the Lodi area,,,,,https://milano.repubblica.it/cronaca/2020/02/21/news/coronavirus_codogno_castiglione_d_adda_contagiati_misure_sicurezza-249154447/?refresh_ce,,2020-02-21,,2020-02-21,9261
11148,GPHIN00158,GPHIN,158,EURO,Italy,ITA,380,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"The Italian government said it was suspending all flights between Italy and China, adding it was the first EU government to do so.",,,,Media,https://www.rawstory.com/2020/01/airlines-curb-or-cancel-china-flights-amid-deadly-coronavirus-outbreak/,,2020-01-31,,2020-01-31,9261
12210,GPHIN00907,GPHIN,907,EURO,Italy,ITA,380,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Italy is prepared to screen train passengers if the COVID-19 outbreak worsens, the head of Italy's emergency response service says. Since declaring a state of emergency over the outbreak, the country has suspended direct flights to and from China and ordered health checks on all passengers arriving at Italian airports. Precautionary health checks, which involving taking people's temperature with thermal scanners or thermometers to monitor for signs of fever, will be extended to air passengers transiting through Italian airports.
The government has dispatched a military plane to China to evacuate a 17-year-old Italian national who was barred from another repatriation flight after showing signs of fever, according to Foreign Minister on 10 February. The evacuees are being held in precautionary quarantine at a military facility in the south of Rome for 14 days.",,,,Media,https://www.thelocal.it/20200211/coronavirus-italy-ready-to-start-health-checks-in-train-stations-if-necessary,,2020-02-12,,2020-02-12,9261
