NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
30722,CSHVienna_3083,CSHVienna,3084,WPRO,China,CHN,156,other,Taiwan,Travel restriction,Airport restriction,Denial entry of travellers from Wuhan,5.3,International travel measures,,Restricting entry,,,,Entry permits canceled for 459 tourists from Wuhan set to arrive later in January.,,,,,https://cdn.jamanetwork.com/ama/content_public/journal/jama/938448/jvp200035supp1_prod.pdf?Expires=2147483647&Signature=TqblGVjLDNbIm~4rscGM6Kak6iN4m-ONWtogkLG9v5u0T8oTnjDAsf0B3Sl~6V9LeiazowKyVJz~dh2TbO0-N8-GUFskmeC2n-DyD4xca4Oa-Miam9C9qRWAsaGmzCRgNqijPm~mg9JxwJz~B~p~jE7bIuFCo2lDcB-tlTBhmYAn~G2YHam62R07XVpPMkTclEPWs2wu8MXXTz0DnGaY3YF7HkvbtBz~9XHa7123ODS0G2ydZy8HTcF5ry7gOAylQHdU5LHWQftqnNRu3T-kBXzAMfvofohuaJyuujaP5rNb7Rm7u1uqwNbmBcmGBm~H47-6RG5cUL-oHFdv7jc1sA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,,2020-01-22,,2020-01-22,9261
1779,ACAPS_1779,ACAPS,8206,WPRO,China,CHN,156,national,,Movement restrictions,,Checkpoints within the country,4.5.3,Social and physical distancing measures,Domestic travel,Restricting entry,No,,,"China will step up epidemic prevention and control measures in major cities and at key ports, resolutely guarding against the cross-border spread of coronavirus. testing capabilities will be enhanced at major cities and key ports",Not applicable,Introduction / extension of measures,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-04/21/c_79456.htm,,2020-04-20,,2020-04-29,9261
16739,GPHIN04322,GPHIN,4322,WPRO,China,CHN,156,other,Hong Kong,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"A total of 281 Hong Kong residents stranded in central China's Hubei Province by the COVID-19 outbreak were brought back to Hong Kong on Wednesday by two chartered flights commissioned by the Hong Kong Special Administrative Region (HKSAR) government.
The two flights, with 131 and 150 passengers on board respectively, landed at the Hong Kong International Airport at around 6 p.m. and 9 p.m. local time respectively.",,,,Media,http://www.china.org.cn/china/2020-03/26/content_75860696.htm,,2020-03-26,,2020-03-26,9261
23101,OxCGRT1063,OxCGRT,OXCGRT003528,WPRO,China,CHN,156,national,,,,C2 - workplace closing - 2,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,0,,,"With effect from 8 April, Wuhan lifts lock down measures to resume daily life and production in an orderly manner.  Cinemas, theatres and entertainment venues remain closed.  Source: https://web.archive.org/web/20200430211240/http://www.wuhan.gov.cn/zwgk/tzgg/202004/t20200414_999364.shtml",Required,,,,,,2020-04-08,,,9261
9436,CDC_ITF_350,CDC_ITF,CDC-ITF-CN-00007,WPRO,China,CHN,156,other,Subnational/regional only,,Movement restrictions,Mandatory lockdown,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,Hubei province on 16 February announced that it would impose tough new travel restrictions on all residents in the province to stop the spread of the COVID-19. Under the new rules all businesses will close and the province’s 58 million people will not be able to leave their residential community or village. Hubei has also banned all vehicles from the road with the exception of police cars ambulances those transporting essential goods and other authorised vehicles.,,Impose,,,https://www.scmp.com/news/china/politics/article/3050879/no-mahjong-no-card-games-hubei-province-full-lockdown-china,,2020-02-16,,2020-03-24,9261
16890,GPHIN04464,GPHIN,4464,WPRO,China,CHN,156,other,Hong Kong,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The Centre for Health Protection (CHP) of the Department of Health (DH) announced that as of 4pm today (March 27), the CHP is investigating 65 additional confirmed cases of COVID-19, taking the number of cases to 519 in Hong Kong so far (comprising 518 confirmed cases and one probable case).
Moreover, the DH has further extended its Enhanced Laboratory Surveillance Programme this evening to provide free testing for COVID-19 to asymptomatic inbound travellers arriving from the Philippines and Indonesia. Specimen collection containers will be provided to these travellers at the Hong Kong International Airport (HKIA) for collection of their deep throat saliva samples for testing.",,,,Official,,,2020-03-27,,2020-03-27,9261
12258,GPHIN00935,GPHIN,935,WPRO,China,CHN,156,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"On 12 February, China CDC published a list of designated hospitals for pregnant or maternal patients with suspected or confirmed novel coronavirus infection.",,,,Official,http://www.nhc.gov.cn/fys/s7901/202002/d4e8fae0649745118f63136660f4c3b0.shtml,,2020-02-12,,2020-02-12,9261
17521,GPHIN04913,GPHIN,4913,WPRO,China,CHN,156,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Non-Beijing residents who come to the capital for medical care will have to undergo a 14-day observation at home or collectively, the municipal government said on 2 April. The city's health commission said the trans-provincial flow of patients is bound to increase infection risks in view of the current COVID-19 prevention and control situation. Medical institutions in Beijing have been encouraged to strengthen their online medical care capability to offer necessary remote consultation and medical support for out-of-town patients.",,,,Media,http://www.china.org.cn/china/special_coverage/2020-04/02/content_75890863.htm,,2020-04-02,,2020-04-02,9261
12520,GPHIN01166,GPHIN,1166,WPRO,China,CHN,156,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"A customized train for returning workers left Guiyang, capital of Guizhou Province, Sunday 17 February  afternoon, carrying nearly 300 workers from Guizhou who are returning to work in Hangzhou, capital of Zhejiang Province, the first such train service in China after the Spring Festival. To meet the employment demand of enterprises and reduce the risks of epidemic spread, Hangzhou had applied to the railway department for a special train for those returning to work from places where the epidemic situation is relatively stable and the number of employees coming to Hangzhou is high, according to China Railway Chengdu Group Co. Ltd. Special measures have been arranged for passengers on the train, including strict temperature monitoring, better ventilation and scattered seating.",,,,Official,http://www.china.org.cn/china/2020-02/17/content_75711834.htm,,2020-02-17,,2020-02-17,9261
16599,GPHIN04204,GPHIN,4204,WPRO,China,CHN,156,other,Hong Kong,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Centre for Health Protection (CHP) will further extend its Enhanced Laboratory Surveillance Programme, which provides a free testing service for COVID-19, to cover asymptomatic inbound travellers arriving from the United Kingdom, other countries in Europe and the United States by phases starting 25 March, with an aim of identifying cases of COVID-19 early in order to minimise the risk of community transmission. Starting at midnight 25 March a specimen container will at the first stage be provided to inbound travellers arriving at the Hong Kong International Airport from the United Kingdom and other countries in Europe for collecting deep throat saliva samples for relevant testing. Inbound travellers who are provided with the specimen containers are required to collect their deep throat saliva sample by themselves at home in accordance with the instructions, and to have their family members or friends deliver it to any of the collection points in the same morning. If a sample tests positive, the CHP will notify the person concerned as early as possible and arrange for admission to a public hospital for treatment. In general, if no notification is received within three working days after returning a sample, it means the test result is negative and the person concerned is required to continue the quarantine until the quarantine period ends.",,,,Official,http://www.info.gov.hk/gia/general/202003/24/P2020032400828.htm,,2020-03-24,,2020-03-24,9261
14117,GPHIN02250,GPHIN,2250,WPRO,China,CHN,156,national,,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"According to an official with the National Immigration Administration(NIA) on 1st March, big data analysis has been implemented in border control to prevent the influx of COVID-19 patients from overseas. The technique has been employed to screen inbound passengers from epidemic-stricken countries and regions before international flights arrive. Results of the big data investigation would be shared with quarantine officers at customs to earn more time for them to do the quarantine work efficiently.
The administration has collected and made public entry restrictions of related countries, and advises residents from the Chinese mainland to postpone or cancel their outbound trips.
The administration will further strengthen international cooperations with hard-hit countries and regions to jointly fight the epidemic through strict border control and information sharing.",,,,Official,http://www.china.org.cn/china/2020-03/02/content_75762504.htm,,2020-03-02,,2020-03-02,9261
11216,GPHIN00210,GPHIN,210,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 31 January, the Organization Department of the Central Committee of the Communist Party of China (CPC) has allocated 108 million yuan (about US$15.57 million) to prevent and control the novel coronavirus epidemic. The money was appropriated from CPC membership dues to help frontline medical personnel as well as grassroots-level Party members. Primary-level Party organizations will receive financial aid to purchase medicine and resources for epidemic prevention and control.",,,,Official,http://www.china.org.cn/china/2020-01/31/content_75661650.htm,,2020-01-31,,2020-01-31,9261
12458,GPHIN01132,GPHIN,1132,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Chinese experts have reported that, according to various clinical trials, it is confirmed that chloroquine phosphate, an antimalarial medicine, has some curative effect on the new coronavirus disease (COVID-19), so it has been suggested that this drug is included in the next version of the treatment guidelines.",,,,Media,,,2020-02-17,,2020-02-17,9261
19699,GPHIN05966,GPHIN,5966,WPRO,China,CHN,156,national,,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"China has sent 16 charter planes to bring back 2,744 Chinese stranded in the coronavirus-affected countries, the nation's top civil aviation authorities said 15 April.  China has stepped up measures to guard against imported coronavirus infections, cutting the number of international flights and requiring all international flights bound for Beijing to be diverted to other airports first.",,,,Media,http://www.china.org.cn/china/special_coverage/2020-04/15/content_75935874.htm,,2020-04-15,,2020-04-15,9261
12145,GPHIN00847,GPHIN,847,WPRO,China,CHN,156,other,Taiwan,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Starting from 11 February, all travelers arriving from areas outside China, Hong Kong and Macau will be required to complete a health declaration form and accurately provide their travel and contact history regarding whether they have visited China, Hong Kong and Macau over the past 14 days before entry. If travelers provide inaccurate information or refuse, evade or interfere with the provision of such information, violators will be fined up to NT$ 150,000.
With respect to travelers arriving from China, Hong Kong and Macau, the travelers are required to complete the Novel Coronavirus Health Declaration and Home Quarantine Notice and abide by home quarantine measures within 14 days after entering Taiwan.",,,,Official,https://www.cdc.gov.tw/En/Bulletin/Detail/nn4-vFhmIl-4GqA_GDhtmQ?typeid=158,,2020-02-11,,2020-02-11,9261
16367,GPHIN04035,GPHIN,4035,WPRO,China,CHN,156,other,Hong Kong,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Hong Kong will ban entry to most overseas visitors from 25 March amid a spike in imported Covid-19 coronavirus cases, local media report. The government is also seeking to ban alcohol sales in bars and restaurants.",,,,Media,,,2020-03-23,,2020-03-23,9261
14077,GPHIN02211,GPHIN,2211,WPRO,China,CHN,156,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"China will step up monitoring of the health of travellers entering and leaving the country in a change of strategy to stop the international spread of the coronavirus as the number of cases in other countries surges. The foreign ministry also announced that, if necessary, China would repatriate citizens in countries seriously affected by Covid-19, the illness caused by the coronavirus. In response to the rising threat from the spread of the virus overseas, all travellers who enter or leave China will now have to fill out a detailed health declaration.",,,,Media,https://www.scmp.com/news/china/diplomacy/article/3053091/china-targets-travellers-its-borders-strategy-change-stop,,2020-03-01,,2020-03-01,9261
16647,GPHIN04240,GPHIN,4240,WPRO,China,CHN,156,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Starting Wednesday, all inbound travelers to Beijing from outside China are required to be quarantined for medical observation and undergo nucleic acid test for COVID-19.
This targeted approach is applicable to inbound travelers directly arriving in Beijing, regardless of their next destinations, as well as those arriving via other ports of entry in China within 14 days and then traveling to Beijing.
The city has previously implemented policies of concentrated quarantine for arriving international travelers. With the new measure, the city aims to further curb the imported COVID-19 cases and reduce the risk of infection.
The quarantine will be conducted at the travelers' own expenses, while the cost of nucleic acid test shall depend on their insurance status.",,,,Media,http://www.china.org.cn/china/2020-03/25/content_75859013.htm,,2020-03-25,,2020-03-25,9261
12124,GPHIN00833,GPHIN,833,WPRO,China,CHN,156,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"China's Vice Premier has demanded four types of people in Wuhan be put into mandatory isolation in quarantine stations: confirmed cases, suspected cases, people who have close contact with the former two, and those who have fever.
Officials in Wuhan had screened more than 10 million residents after visiting 4.21 million households in 3,371 communities and villages from 8 -10 February and found 1,499 patients at their homes.  Wuhan's Communist Party Secretary said his government was aiming to identify and isolate all suspected coronavirus patients by 11 February.
Wuhan government on 10 February ordered all residential complexes to adopt a 'closed-off management' style, which means locals would need to present their IDs and have their temperatures taken in order to leave or enter.",,,,Media,https://www.dailymail.co.uk/news/article-7987753/Wuhan-officials-1-499-critically-ill-coronavirus-patients-door-door-health-checks.html,,2020-02-11,,2020-02-11,9261
15285,GPHIN03212,GPHIN,3212,WPRO,China,CHN,156,other,Taiwan,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"On 8 March, Taiwan'd Academia Sinica said that it has synthesized monoclonal antibodies that can identify the protein of the coronavirus that causes COVID-19, which it said is an important step toward producing a rapid screening reagent for the virus. The potential reagent, if successfully mass produced, would shorten the testing time for COVID-19 from about four hours to 15 to 20 minutes, significantly improving screening efficiency.",,,,Media,http://www.taipeitimes.com/News/taiwan/archives/2020/03/09/2003732352,,2020-03-10,,2020-03-10,9261
11641,GPHIN00479,GPHIN,479,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"A doctor from the Chinese Health Commission warns that certain recovered coronavirus patients might be prone to reinfection. The director of pneumonia prevention and treatment at the China-Japan Friendship Hospital, said at a press conference on Friday, reported by CGTN, a Chinese state-owned media outlet.",,,,Media,https://www.iflscience.com/health-and-medicine/its-possible-for-coronavirus-to-reinfect-recovered-patients-chinese-expert-warns/,,2020-02-05,,2020-02-05,9261
11467,GPHIN00362,GPHIN,362,WPRO,China,CHN,156,national,,,,PPE,8.2,Other measures,,Scaling up,,,,"China had imported more than 810 million yuan (about 117 million U.S. dollars) worth of medical supplies as of 2 February to ease domestic shortages amid efforts to contain the novel coronavirus (2019-nCoV) outbreak, customs data showed Monday 3 February. From 24 January to 2 February, China imported some 240 million items of medical supplies including 220 million face masks, 2.53 million protective suits and 279,000 pairs of goggles, the General Administration of Customs said.
Customs authorities across the country have provided fast-track clearance at customs for inbound materials that will be used in the prevention and control of the novel coronavirus outbreak.
While expanding global procurement to alleviate domestic shortages, China has also encouraged domestic enterprises to resume the production of medical materials in need.",,,,Official,http://www.ecns.cn/news/2020-02-03/detail-ifztewca0594239.shtml,,2020-02-03,,2020-02-03,9261
23105,OxCGRT1067,OxCGRT,OXCGRT003530,WPRO,China,CHN,156,national,,,,C1 - school closing - 3,4.1.2,Social and physical distancing measures,School measures,Closing,General,,,"""Local schools in Shanghai that have been closed in an effort to contain the spread of the new coronavirus will reopen starting April 27, the director of the city’s education commission said on Thursday."" https://web.archive.org/web/20200409162352/https://www.reuters.com/article/us-health-coronavirus-china-shanghai/shanghai-set-to-reopen-schools-after-coronavirus-closures-idUSKCN21R0PP ""Shanghai, most of China to reopen schools by end of April, Beijing and Hubei yet to decide"" https://web.archive.org/web/20200409162313/https://news.cgtn.com/news/2020-04-09/Shanghai-most-of-China-reopen-schools-by-end-of-April-Pyp87FuTpm/index.html",Required,,,,,,2020-04-10,,,9261
11962,GPHIN00708,GPHIN,708,WPRO,China,CHN,156,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"The Chinese government has asked local authorities and business associations to host the organization of these conferences that bring together hundreds of people. Businesses of billions remain in the drawer. More than 20 fairs and conferences in Asia have been postponed because of fears of coronavirus spread in China, waging agreements of billions of euros that have been signed in previous editions.",,,,Media,,,2020-02-09,,2020-02-09,9261
15202,GPHIN03144,GPHIN,3144,WPRO,China,CHN,156,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 10 March, China's Hubei province announced that it will issue health codes for residents who want to travel within the province, in the first stage of a gradual lifting of travel restrictions. Residents are allowed to apply for a government-issued QR health code through smartphone apps, which will then be verified by the provincial epidemic prevention database. Residents will be given one of three color QR codes: green, yellow or red. 
Green code holders from low and medium risk areas will be allowed to travel within the province. 
Green code holders in high-risk areas will be able to travel in accordance with regulations of the local prevention department.
Yellow code holders will not be allowed to travel.
Red code holders will need to be treated and quarantined.
QR codes are also currently used outside of Hubei to identify people’s health status and track where they have been to help monitor the spread of the virus.",,,,Media,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-10-20-intl-hnk/index.html,,2020-03-10,,2020-03-10,9261
30746,CSHVienna_3107,CSHVienna,3108,WPRO,China,CHN,156,other,Taiwan,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene,1.1,Individual measures,,Performing hand hygiene,,,,.,,,,,https://www.cdc.gov.tw/Category/Page/vleOMKqwuEbIMgqaTeXG8A,,2020-01-05,,2020-01-05,9261
10747,CDC_ITF_1662,CDC_ITF,CDC-ITF-TW-00001,WPRO,China,CHN,156,other,Taiwan,,Academic closures,,4.1.2,Social and physical distancing measures,School measures,Closing,,,,NA,,,,,,,,,2020-03-20,9261
17797,GPHIN05047,GPHIN,5047,WPRO,China,CHN,156,other,Hong Kong,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"The government of Hong Kong on 2 April announced the decision to temporarily close bars and other liquor-selling premises in response to an upsurge in COVID-19 cases, effective 6:00 p.m. local time on 3 April.  Offenders are subject to a maximum fine of 50,000 Hong Kong dollars (about 6,450 U.S. dollars) and imprisonment for six months. An array of social distancing measures have already taken effect in the region. The government has cut rent of its property by 50 percent, calling on private property owners to follow suit.",,,,Media,http://www.china.org.cn/china/2020-04/03/content_75893476.htm,,2020-04-03,,2020-04-03,9261
15850,GPHIN03659,GPHIN,3659,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"With China getting the COVID-19 epidemic under control, more Chinese doctors here have joined hands to help the global community, especially overseas Chinese, better contain the fast-spreading pandemic.
In Wenzhou, Zhejiang province, which is the hometown of over 700,000 overseas Chinese, most of whom live in European countries like Italy and Spain, a team of more than 20 doctors from Wenzhou Central Hospital have been offering medical advice to overseas Chinese including on how to contain the virus. The doctors had all taken part in the city's fight against the epidemic a month ago.
At least seven WeChat groups, each with the maximum 500 members, were launched for overseas Chinese within two days in early March, with questions from each group being answered by doctors in Wencheng county in Wenzhou, said Li Shunhua, deputy director of the county's health bureau.",,,,Media,http://www.ecns.cn/news/2020-03-16/detail-ifzunmih1234590.shtml,,2020-03-16,,2020-03-16,9261
24184,OxCGRT2146,OxCGRT,OXCGRT007450,WPRO,China,CHN,156,other,Hong Kong,,,H2 - testing policy -2,3.1.1,Surveillance and response measures,Detecting and isolating cases,Passive case detection,Any symptoms,,,"the Centre for Health Protection will further extend its Enhanced Laboratory Surveillance Programme, which provides a free testing service for COVID-19, to cover asymptomatic inbound travellers arriving from the United Kingdom, other countries in Europe and the United States by phases starting from March 25.  Source: https://web.archive.org/web/20200402212818/https://www.info.gov.hk/gia/general/202003/24/P2020032400828.htm",,,,,,,2020-03-25,,,9261
13079,GPHIN01547,GPHIN,1547,WPRO,China,CHN,156,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"A smart robot that uses 5G technology and thermal imaging has been employed in the city of Suzhou, east China's Jiangsu Province, to help control the spread of the novel coronavirus.
The mobile robot, equipped with functions like face recognition and temperature measurement, can simultaneously track 32 targets while patrolling, according to its developer.
Integrated by technologies including 5G, cloud computing and intelligent vision, the robot is jointly launched by the Suzhou Innovation Research Institute of Nanjing University, China Telecom Suzhou and Smart Origin Robotics (Suzhou) Co.",,,,Media,http://www.ecns.cn/news/2020-02-23/detail-ifztvsqr0577023.shtml,,2020-02-23,,2020-02-23,9261
30720,CSHVienna_3081,CSHVienna,3082,WPRO,China,CHN,156,other,Taiwan,Travel restriction,Airport restriction,Denial entry of travellers from high risk areas other than China,5.3,International travel measures,,Restricting entry,,,,Hong Kong or Macau.,,,,,https://cdn.jamanetwork.com/ama/content_public/journal/jama/938448/jvp200035supp1_prod.pdf?Expires=2147483647&Signature=TqblGVjLDNbIm~4rscGM6Kak6iN4m-ONWtogkLG9v5u0T8oTnjDAsf0B3Sl~6V9LeiazowKyVJz~dh2TbO0-N8-GUFskmeC2n-DyD4xca4Oa-Miam9C9qRWAsaGmzCRgNqijPm~mg9JxwJz~B~p~jE7bIuFCo2lDcB-tlTBhmYAn~G2YHam62R07XVpPMkTclEPWs2wu8MXXTz0DnGaY3YF7HkvbtBz~9XHa7123ODS0G2ydZy8HTcF5ry7gOAylQHdU5LHWQftqnNRu3T-kBXzAMfvofohuaJyuujaP5rNb7Rm7u1uqwNbmBcmGBm~H47-6RG5cUL-oHFdv7jc1sA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,,2020-02-07,,2020-02-07,9261
