NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
28455,CSHVienna_869,CSHVienna,869,EURO,Germany,DEU,276,other,North Rhine-Westphalia,Social distancing,Measures for special populations,Measures to limit contact to hospital patients,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,,,Recommendation to reduce contact to hospital patients.,,,,,https://www.mags.nrw/erlasse-des-nrw-gesundheitsministeriums-zur-bekaempfung-der-corona-pandemie,,2020-03-13,,2020-03-13,9261
3295,ACAPS_3295,ACAPS,5591,EURO,Germany,DEU,276,national,,Governance and socio-economic measures,,Emergency administrative structures activated or established,8.3,Other measures,,Financial packages,Yes,,,"Task-force for the procurement of essential equipment, particularly PPE established",Not applicable,Introduction / extension of measures,Federal Ministry for Economic Affairs and Energy,Government,https://www.bmwi.de/Redaktion/DE/Pressemitteilungen/2020/20200409-bundesregierung-staerkt-aufbau-und-ausbau-der-produktion-von-medizinischer-schutzausruestung.html,,2020-03-30,,2020-04-16,9261
28443,CSHVienna_857,CSHVienna,857,EURO,Germany,DEU,276,other,North Rhine-Westphalia,Social distancing,Closure of educational institutions,Complete closure of educational institutions,4.1.2,Social and physical distancing measures,School measures,Closing,,,,"Complete closure of universities, research institutions. for students",,,,,https://www.mags.nrw/erlasse-des-nrw-gesundheitsministeriums-zur-bekaempfung-der-corona-pandemie,,2020-03-16,,2020-03-16,9261
28446,CSHVienna_860,CSHVienna,860,EURO,Germany,DEU,276,other,North Rhine-Westphalia,Resource allocation,Crisis management plans,Implement repurpose community services plans,8.1,Other measures,,Legal and policy regulations,,,,"state supports childcare if parents are doing essential work (medical staff, essential administrative staff).",,,,,https://www.mags.nrw/erlasse-des-nrw-gesundheitsministeriums-zur-bekaempfung-der-corona-pandemie,,2020-03-16,,2020-03-16,9261
28430,CSHVienna_845,CSHVienna,845,EURO,Germany,DEU,276,other,Hesse,Social distancing,Small gathering cancellation,Limit up to 6 persons,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,,,.,,,,,https://www.zeit.de/gesellschaft/2020-03/coronavirus-pandemie-bundeslaender-ausgangssperre-quarantaene-einschraenkungen-social-distancing,,2020-03-21,,2020-03-21,9261
21581,IHR_406,IHR,263,EURO,Germany,DEU,276,national,,International Travel,,land_restriction multiple_country,5.9,International travel measures,,Closing international land borders,,,,,,,,,,,2020-03-16,,,9261
21020,GPHIN06784,GPHIN,6784,EURO,Germany,DEU,276,national,,,,CLOSING PUBLIC PLACES,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,,,"On 22 April, the German authorities announced that face mask use in public will be compulsory as of 27 April, on public transport across the country and while shopping in the majority of states. 
Social-distancing and hygiene ordinances will remain in place until at least 3 May. Authorities have stated that schools are scheduled to begin reopening from  4 April. Restaurants, cafés, bars, cinemas, and music venues are expected to remain closed, while religious gatherings and large public events are suspended until 31 August.   Grocery stores, pharmacies, petrol stations, banks, post offices, and delivery services are excluded from these measures.
Additionally, a ban on gatherings of more than two people remains in place. German citizens are advised to keep contact with people outside of their household to a minimum and maintain a distance of at least 1.5 m (5 ft), preferably 2 m (6.5 ft), between themselves and others in public.",,,,Media,https://www.garda.com/crisis24/news-alerts/335376/germany-face-mask-use-compulsory-in-public-from-april-27-amid-covid-19-pandemic-update-24,,2020-04-23,,2020-04-23,9261
28318,CSHVienna_740,CSHVienna,740,EURO,Germany,DEU,276,other,Baden-Wuerttemberg,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,,,Partial. take away/delivery allowed,,,,,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/aktuelle-corona-verordnung-des-landes-baden-wuerttemberg/,,2020-03-22,,2020-03-22,9261
3274,ACAPS_3274,ACAPS,3068,EURO,Germany,DEU,276,national,,Governance and socio-economic measures,,Economic measures,8.3,Other measures,,Financial packages,No,,,Financial packages for hospitals and service providers in health have been drafted to cover their current extraordinary economic expenses,Not applicable,Introduction / extension of measures,Ministry of Health,Government,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2020/1-quartal/corona-gesetzespaket-im-bundesrat.html,,2020-03-25,,2020-03-30,9261
28377,CSHVienna_797,CSHVienna,797,EURO,Germany,DEU,276,national,,Social distancing,Closure of educational institutions,Complete closure of educational institutions,4.1.2,Social and physical distancing measures,School measures,Closing,,,,"Complete closure of kindergartens, other childcare facilities, and schools. National",,,,,https://www.bundeskanzlerin.de/bkin-de/aktuelles/pressekonferenz-von-bundeskanzlerin-merkel-zu-massnahmen-der-bundesregierung-im-zusammenhang-mit-dem-coronavirus-1731022,,2020-03-17,,2020-03-17,9261
23436,OxCGRT1398,OxCGRT,OXCGRT004672,EURO,Germany,DEU,276,national,,,,H3 - contact tracing - 1,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,"In addition to guidelines, an app for general contract tracing is currently unde r development; https://web.archive.org/web/20200416223947/https://www.zusammengegencorona.de/informieren/praevention/",,,,,,,2020-04-09,,,9261
14201,GPHIN02323,GPHIN,2323,EURO,Germany,DEU,276,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"BMW has put about 150 employees under quarantine in Munich, Germany, after one employee tested positive for coronavirus.",,,,Media,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-03-02-20-intl-hnk/index.html,,2020-03-02,,2020-03-02,9261
17145,GPHIN04682,GPHIN,4682,EURO,Germany,DEU,276,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,Berlin has opened its first hostel for homeless people. Homeless people are at higher risk of catching the coronavirus due to pre-existing medical conditions.,,,,Media,https://www.dw.com/en/berlin-opens-first-hostel-for-the-homeless-amid-coronavirus-pandemic/a-52972263,,2020-03-31,,2020-03-31,9261
3282,ACAPS_3282,ACAPS,3898,EURO,Germany,DEU,276,national,,Movement restrictions,,Additional health/documents requirements upon arrival,5.3,International travel measures,,Restricting entry,Yes,,,"Seasonal agricultural workers exempted from border closure, under certain measures, including undergoing a health check-up",Not applicable,Introduction / extension of measures,Federal Government,Government,https://www.bundesregierung.de/breg-de/aktuelles/erntesicherung-1739228,,2020-04-03,,2020-04-05,9261
20276,GPHIN06316,GPHIN,6316,EURO,Germany,DEU,276,national,,,,PPE,8.2,Other measures,,Scaling up,,,,"Helicopter air ambulance crews in Germany are using equipment originally designed for biological warfare to transport patients critically ill with COVID-19. A sarcophagus for the living, it keeps the air inside at a lower pressure than outside, stopping the virus escaping to infect attending staff. The box was in turn brought out of the hospital to a waiting helicopter through an airlock.",,,,Media,,,2020-04-17,,2020-04-17,9261
23426,OxCGRT1388,OxCGRT,OXCGRT004655,EURO,Germany,DEU,276,national,,,,H5 - investment in Covid-19 vaccines,8.3,Other measures,,Financial packages,,156510825,,German federal government supports vaccine research with an additional 145 million euro https://www.bundesregierung.de/breg-de/themen/coronavirus/coronavirus-forschung-1733358,,,,,,,2020-03-23,,,9261
28353,CSHVienna_775,CSHVienna,775,EURO,Germany,DEU,276,other,Berlin,Social distancing,Mass gathering cancellation,Limit up to 1000 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,.,,,,,https://www.berlin.de/corona/en/measures/,,2020-03-11,,2020-03-11,9261
16084,GPHIN03829,GPHIN,3829,EURO,Germany,DEU,276,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"1. Passengers arriving from a non-Schengen Member State are not allowed to enter Germany.
This does not apply to:
- nationals of EEA Member States, Switzerland and passengers with a British passport with nationality “British Citizen"", “British Overseas Territories Citizen"" issued by Gibraltar, British Passports with a Certificate of Entitlement to the Right of Abode issued by the United Kingdom; 
- passengers with long-term right of residence (residence permit or longer-term visa) in an EEA Member States, Switzerland or the United Kingdom; 
- family members of nationals of EEA Member States, Switzerland and of passengers with a British passport with nationality “British Citizen"", “British Overseas Territories Citizen"" issued by Gibraltar, British Passports with a Certificate of Entitlement to the Right of Abode issued by the United Kingdom; 
- healthcare professionals, health researchers or elderly care professionals;
- frontier workers;
- transport personnel including crew engaged in transport of goods;
- diplomats, staff of international organizations, military personnel and humanitarian workers in the exercise of their functions;
- passengers traveling for emergency family reasons;
- passengers in need of international protection or for other humanitarian reasons.
2. Passengers must present a completed Public Health Passenger Locator Form upon arrival.",,,,Media,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-03-18,,2020-03-18,9261
28414,CSHVienna_829,CSHVienna,829,EURO,Germany,DEU,276,national,,Resource allocation,Emergency laws,Law to ease the passing of laws,8.1,Other measures,,Legal and policy regulations,,,,"Epidemic emergency of national scope, ordinance authorizations. Im Zentrum des Gesetzesentwurfs steht der neue � 5 IfSG-E mit der �berschrift �Epidemische Notlage von nationaler Tragweite, Verordnungserm�chtigungen�.",,,,,https://verfassungsblog.de/neue-rechtsgrundlagen-im-kampf-gegen-covid-19/,,2020-03-23,,2020-03-23,9261
28463,CSHVienna_877,CSHVienna,877,EURO,Germany,DEU,276,other,North Rhine-Westphalia,Social distancing,Small gathering cancellation,,4,Social and physical distancing measures,,,,,,.,,,,,https://www.mags.nrw/erlasse-des-nrw-gesundheitsministeriums-zur-bekaempfung-der-corona-pandemie,,2020-03-22,,2020-03-22,9261
3314,ACAPS_3314,ACAPS,6041,EURO,Germany,DEU,276,national,,Movement restrictions,,Border closure,5.5,International travel measures,,Entry screening and isolation or quarantine,No,,,Extension until 4th May: all borders,Not applicable,Introduction / extension of measures,Ministry of the Interior,Government,https://www.bmi.bund.de/SharedDocs/pressemitteilungen/DE/2020/04/verlaengerung-grenzkontrollen.html,,2020-04-15,,2020-04-18,9261
28387,CSHVienna_807,CSHVienna,807,EURO,Germany,DEU,276,national,,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,1.3,Individual measures,,Performing respiratory etiquette,,,,Advice campaign for sneezing/coughing in the elbow.,,,,,https://www.bundesregierung.de/breg-de/themen/coronavirus/coronavirus-schutz-1725578 (accessed 19/3/20),,2020-02-27,,2020-02-27,9261
23423,OxCGRT1385,OxCGRT,OXCGRT004655,EURO,Germany,DEU,276,national,,,,E2 - debt/contract relief for households,8.3,Other measures,,Financial packages,,,,"Broad measures implemented to relieve small and medium-sized enterprises, as well as bigger corporations from their outstanding bills. This includes instant cash-payments as well as large-scale loan programs at a broader scale than usual     https://web.archive.org/web/20200430171335/https://www.kfw.de/KfW-Group/Newsroom/Latest-News/KfW-Corona-Hilfe-Unternehmen.html    Further details on the instant cash payments here: https://web.archive.org/web/20200430171657/https://www.bmwi.de/Redaktion/DE/Downloads/E/eckpunkte-corona-soforthilfe.pdf?__blob=publicationFile&v=4",,,,,,,2020-03-23,,,9261
18596,GPHIN05413,GPHIN,5413,EURO,Germany,DEU,276,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Robert Koch Institute (RKI), Germany's public health authority, has developed an app called Corona-Datenspende (literally: Corona Data Donation), seeking to gain new insights into the spread of the coronavirus. The app, launched in partnership with health data platform Thryve, is designed for fitness armbands and smartwatches. It records the resting pulse rate and the sleep data of its users, among other things.  RKI hopes that 10% of the estimated 10 million wearers of smartwatches and fitness bands in Germany use the app.
Germany and other European countries are working on developing a different app that uses Bluetooth signals and GPS tracking data to trace coronavirus hot spots and track points of contact.",,,,Media,https://www.dw.com/en/coronavirus-latest-lufthansa-shutters-germanwings-subsidiary/a-53043555,,2020-04-07,,2020-04-07,9261
28319,CSHVienna_741,CSHVienna,741,EURO,Germany,DEU,276,other,Baden-Wuerttemberg,Social distancing,Small gathering cancellation,Limit up to 2 persons,4.3.2,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting private gatherings outside the home",,,,"Limit up to 2 persons of different households. public spaces 1,5 m minimum distance",,,,,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/aktuelle-corona-verordnung-des-landes-baden-wuerttemberg/,,2020-03-18,,2020-03-18,9261
20900,GPHIN06702,GPHIN,6702,EURO,Germany,DEU,276,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"Germany's vaccines regulator approved human testing of a potential vaccine against the COVID-19 virus developed by German biotech company BioNTech. BioNTech said it was developing the vaccine candidate, named BNT162, together with its partner, pharma giant Pfizer.   The trial, only the fourth worldwide of a preventive agent targeting the virus behind the global pandemic, will be conducted on 200 healthy people aged between 18 and 55 in the first stage, and on further people, including those at higher risk from the disease, in a second stage.",,,,Media,https://www.aljazeera.com/news/2020/04/warns-hunger-coronavirus-cases-top-25m-live-updates-200421233559829.html,,2020-04-22,,2020-04-22,9261
28483,CSHVienna_897,CSHVienna,897,EURO,Germany,DEU,276,other,Thuringia,Social distancing,Closure of educational institutions,Complete closure of educational institutions,4.1.2,Social and physical distancing measures,School measures,Closing,,,,Complete closure of primary and secondary schools.,,,,,https://bildung.thueringen.de/fileadmin/2020/2020-03-13_Schulschlieszung_Elterninfo.pdf,,2020-03-17,,2020-03-17,9261
19157,GPHIN05701,GPHIN,5701,EURO,Germany,DEU,276,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"Foreigners stuck in Germany on expired visas due to coronavirus-related travel restrictions will not have to fear fines, as That period without fines will extend from Friday until June 30, but the Ministry of the Interior could also decide later to extend the scheme beyond that date. Visas for travel to Germany are so-called Schengen Visas, valid in more normal times for the entire open-border area within Europe.",,,,Media,https://www.dw.com/en/coronavirus-latest-boris-johnson-moved-out-of-intensive-care/a-53069916,,2020-04-09,,2020-04-09,9261
12405,GPHIN01073,GPHIN,1073,EURO,Germany,DEU,276,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Germany's largest airline Lufthansa announced on Friday that it was extending the suspension of flights to two major Cities in China as the outbreak of the new coronavirus continues to rise.
Lufthansa and other Swiss And Austrian Airlines companies will refrain from all flights to Beijing and Shanghai ""until March 28,"" the group said in a statement.",,,,Media,,,2020-02-14,,2020-02-14,9261
3312,ACAPS_3312,ACAPS,6039,EURO,Germany,DEU,276,national,,Governance and socio-economic measures,,Economic measures,8.3,Other measures,,Financial packages,No,,,The federal government is working with credit insurers to set up a protective shield in the amount of 30 billion EUR,Not applicable,Introduction / extension of measures,Ministry of Finance,Government,https://www.bundesfinanzministerium.de/Content/DE/Pressemitteilungen/Finanzpolitik/2020/04/2020-04-16-GPM-Warenverkehr.html,,2020-04-16,,2020-04-18,9261
28438,CSHVienna_852,CSHVienna,852,EURO,Germany,DEU,276,other,North Rhine-Westphalia,Healthcare and public health capacity,Activate emergency response mechanisms,,8.1,Other measures,,Legal and policy regulations,,,,.,,,,,https://www.mags.nrw/erlasse-des-nrw-gesundheitsministeriums-zur-bekaempfung-der-corona-pandemie,,2020-03-13,,2020-03-13,9261
28315,CSHVienna_737,CSHVienna,737,EURO,Germany,DEU,276,other,Baden-Wuerttemberg,"Case identification, contact tracing and related measures",Quarantine,All incomings from high-risk areas,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,. persons incoming from high risk areas whitin the last 14 days/contact with infected persons/respiratory symptoms/fever are not allowed on the premises of hospitals or facilities where vulnerable persons live,,,,,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/aktuelle-corona-verordnung-des-landes-baden-wuerttemberg/,,2020-03-18,,2020-03-18,9261
28358,CSHVienna_778,CSHVienna,778,EURO,Germany,DEU,276,other,Brandenburg,Social distancing,Closure of educational institutions,Complete closure of educational institutions,4.1.2,Social and physical distancing measures,School measures,Closing,,,,Complete closure of kindergartens.,,,,,https://www.maerkisch-oderland.de/de/aktuelles/sars-cov-2-eindaemmungsverordnung-brandenburg.html,,2020-03-18,,2020-03-18,9261
28481,CSHVienna_895,CSHVienna,895,EURO,Germany,DEU,276,other,Schleswig-Holstein,Social distancing,Mass gathering cancellation,Limit up to 1000 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,.,,,,,"https://www.ndr.de/nachrichten/schleswig-holstein/Coronavirus-Landesregierung-verbietet-Grossveranstaltungen,corona528.html",,2020-03-10,,2020-03-10,9261
28440,CSHVienna_854,CSHVienna,854,EURO,Germany,DEU,276,other,North Rhine-Westphalia,Risk communication,Actively communicate with stakeholders,Promote hygiene measures and social distancing,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"restaurants, hotels, libraries.",,,,,https://www.mags.nrw/erlasse-des-nrw-gesundheitsministeriums-zur-bekaempfung-der-corona-pandemie,,2020-03-16,,2020-03-16,9261
23412,OxCGRT1374,OxCGRT,OXCGRT004649,EURO,Germany,DEU,276,national,,,,C8 - restrictions on international travel - 3,5.3,International travel measures,,Restricting entry,,,,"Germany / EU bans all non-EU citizens from entering country for 30 days, takes effect immediately; https://www.tagesschau.de/inland/corona-eu-einreisestopp-101.html",,,,,,,2020-03-17,,,9261
28410,CSHVienna_826,CSHVienna,826,EURO,Germany,DEU,276,national,,Healthcare and public health capacity,Reduce the burden on health system,Promote self-initiated isolation of people with mild respiratory symptoms,8.2,Other measures,,Scaling up,,,,Speech of the president of the RKI Lothar Wieler.,,,,,https://www.youtube.com/watch?v=RNp8iwaSItc,,2020-02-27,,2020-02-27,9261
3267,ACAPS_3267,ACAPS,1641,EURO,Germany,DEU,276,national,,Social distancing,,Limit public gatherings,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,No,,,"Restaurants are being closed, delivery still possible",Not available,Introduction / extension of measures,Government,Government,https://www.bmi.bund.de/SharedDocs/downloads/DE/veroeffentlichungen/2020/hinweis-einschraenkung-soziale-kontakte.pdf?__blob=publicationFile&v=1,,2020-03-22,,2020-03-23,9261
28309,CSHVienna_731,CSHVienna,731,EURO,Germany,DEU,276,other,Baden-Wuerttemberg,Social distancing,Mass gathering cancellation,Cultural events,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,,,"theatres, cinemas, concerts, etc..",,,,,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/aktuelle-corona-verordnung-des-landes-baden-wuerttemberg/,,2020-03-18,,2020-03-18,9261
23429,OxCGRT1391,OxCGRT,OXCGRT004664,EURO,Germany,DEU,276,national,,,,C2 - workplace closing - 1,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,1,,,https://www.politico.eu/article/germany-wont-relax-coronavirus-covid19-measures-before-april-19-angela-merkel/,Recommended,,,,,,2020-04-01,,,9261
12671,GPHIN01278,GPHIN,1278,EURO,Germany,DEU,276,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"A new study published by German scientists in The New England Journal of Medicine on 18 February,  titled ""Evidence of SARS-CoV-2 Infection in Returning Travelers from Wuhan, China"", demonstrated that two of the 126 people evacuated from Wuhan to Frankfurt were found to have evidence of SARS-CoV-2 in a throat swab which showed a symptom-based screening process was ineffective in detecting SARS-CoV-2 infection. The scientists stresses that shedding of potentially infectious virus may occur in persons who have no fever and no signs or only minor signs of infection.",,,,Media,https://www.nejm.org/doi/full/10.1056/NEJMc2001899?query=RP,,2020-02-19,,2020-02-19,9261
13371,GPHIN01709,GPHIN,1709,EURO,Germany,DEU,276,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"Germany scientists published a study in The Journal of Hospital Infection, titled ""Persistence of coronaviruses on inanimate surfaces and their inactivation with biocidal agents"". The analysis of 22 studies reveals that human coronaviruses such as Severe Acute Respiratory Syndrome (SARS) coronavirus, Middle East Respiratory Syndrome (MERS) coronavirus or endemic human coronaviruses (HCoV) can persist on inanimate surfaces like metal, glass or plastic for up to 9 days, but can be efficiently inactivated by surface disinfection procedures with 62–71% ethanol, 0.5% hydrogen peroxide or 0.1% sodium hypochlorite within 1 minute.",,,,Media,https://www.foxnews.com/health/human-coronaviruses-live-surfaces-9-days-study,,2020-02-25,,2020-02-25,9261
28461,CSHVienna_875,CSHVienna,875,EURO,Germany,DEU,276,other,North Rhine-Westphalia,Social distancing,Small gathering cancellation,Closure of short-term accomodation,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,,,.,,,,,https://www.land.nrw/de/pressemitteilung/landesregierung-beschliesst-weitere-massnahmen-zur-eindaemmung-der-corona-virus,,2020-03-16,,2020-03-16,9261
28332,CSHVienna_754,CSHVienna,754,EURO,Germany,DEU,276,other,Bavaria,Risk communication,Educate and actively communicate with the public,Encourage vaccination against respiratory diseases other than covid19,6.2,Drug-based measures,,Using medications for treatment,,,,Vaccination against pneumococci. Citizens who are older than 70 years of age should obtain a vaccine against pneumococcal infection.,,,,,"https://www.br.de/nachrichten/deutschland-welt/coronavirus-in-bavaria-assistance-in-english,RtO8eS2",,2020-03-09,,2020-03-09,9261
3308,ACAPS_3308,ACAPS,6035,EURO,Germany,DEU,276,national,,Social distancing,,Schools closure,4.1.2,Social and physical distancing measures,School measures,Closing,Yes,,,Special children care made available for more sector and jobs,Not applicable,Phase-out measure,Federal Government,Government,https://www.bundesregierung.de/breg-de/themen/coronavirus/fahrplan-corona-pandemie-1744202,,2020-04-15,,2020-04-18,9261
28310,CSHVienna_732,CSHVienna,732,EURO,Germany,DEU,276,other,Baden-Wuerttemberg,Social distancing,Mass gathering cancellation,Indoor activities,4.3.1,Social and physical distancing measures,"Gatherings, businesses and services",Restricting private gatherings at home,,,,"fitness gym, music classes....",,,,,https://www.baden-wuerttemberg.de/de/service/aktuelle-infos-zu-corona/aktuelle-corona-verordnung-des-landes-baden-wuerttemberg/,,2020-03-18,,2020-03-18,9261
