NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
13765,GPHIN01968,GPHIN,1968,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"According to the Deputy Chief Public Health Officer, while the federal government works to stop the spread of the coronavirus, it's also preparing a robust response plan in case containment fails. A special advisory committee composed of federal, provincial and territorial public health officials has been formed. The committee will craft a coronavirus response plan based on two comprehensive plans already developed at the provincial and federal levels to deal with major health events. If there is evidence of widespread transmission of the virus in Canada and elsewhere, officials would look at measures such as social distancing to limit the spread of infections. 
The foreign Affairs Minister has also said the government is not planning to repatriate more Canadians from coronavirus-affected countries such as Iran. The government will deliver consular services to people who may have difficulty getting back to Canada, such as help with travel documents but Ottawa is not considering airlifts at this time.",,,,Media,https://www.cbc.ca/news/politics/coronavirus-iran-champagne-repatriation-1.5476434,,2020-02-27,,2020-02-27,9261
18536,GPHIN05385,GPHIN,5385,AMRO,Canada,CAN,124,national,,,,PPE,8.2,Other measures,,Scaling up,,,,"The Saskatchewan Union of Nurses is voicing its concerns about Personal Protective Equipment (PPE) in the province’s health care facilities. The union said some nurses have come forward with complaints about PPE limits for staff members each shift. The Saskatchewan Health Authority (SHA) said it did not direct any health care facilities to ration PPE, althoug it is aware of a situation where a manager limited staff members to two masks per shift at the Regina General Hospital. SHA CEO  said the province is not short of any PPE.",,,,Media,https://regina.ctvnews.ca/saskatchewan-union-of-nurses-concerned-about-reports-of-ppe-rationing-1.4885292,,2020-04-07,,2020-04-07,9261
17784,GPHIN05038,GPHIN,5038,AMRO,Canada,CAN,124,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"A group of Manitoba researchers say they’ve found a way to safely decontaminate and reuse some types of medical masks that are normally thrown away after each use. A team of five Manitoba researchers released a study on 1 April which tested decontamination of four types of masks, finding some success.",,,,Media,https://news.umanitoba.ca/cbc-researchers-report-answer-to-global-shortage-of-n95-masks-amid-covid-19-crisis/,,2020-04-02,,2020-04-02,9261
17498,GPHIN04894,GPHIN,4894,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The Canadian Prime Minister confirmed that Canadians can start applying April 6 for the Canada Emergency Response Benefit (CERB), which will provide about $2,000 a month to people out of work due to the novel coronavirus pandemic.An enhanced wage subsidy program will also cover 75 per cent of salaries in order to keep people on the payroll. The government is reaching out to opposition parties to recall Parliament to pass legislation for the expanded measures, Trudeau said on 1 April at his daily briefing.",,,,Media,https://www.cbc.ca/news/politics/trudeau-cerb-covid19-emergency-benefits-wage-subsidies-1.5517242,,2020-04-01,,2020-04-01,9261
27880,CSHVienna_284,CSHVienna,284,AMRO,Canada,CAN,124,other,Northwest Territories,Social distancing,Closure of educational institutions,Complete closure of educational institutions,4.1.2,Social and physical distancing measures,School measures,Closing,,,,"All. The COVID-19 situation in the Northwest Territories has evolved substantially since the initial closure of schools on March 16. Due to the significant health concerns posed by COVID-19 and the importance of following direction from the Chief Public Health Officer (CPHO) on physical distancing as a way to keep students, staff and communities safe, Northwest Territories (NWT) schools will be closed for the remainder of the 2019-2020 school year.",,,,,https://www.gov.nt.ca/en/newsroom/education-minister-and-education-leaders-recommend-nwt-schools-remain-closed-remainder,,2020-03-16,,2020-03-16,9261
15136,GPHIN03101,GPHIN,3101,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The first of the three opened Monday 9 March in Montreal, in the former emergency room of the old Hôtel-Dieu hospital. The second is to open Wednesday in Quebec City, and the third next Monday at Clinique Azur in Greenfield Park.
Quebec Health Minister Danielle McCann announced on Monday three new clinics that will specialize in screening people with potential cases of COVID-19, the flu-like illness that has been sweeping the globe.",,,,Media,https://montrealgazette.com/news/local-news/coronavirus-quebec-to-open-three-clinics-to-screen-for-covid-19,,2020-03-09,,2020-03-09,9261
15793,GPHIN03616,GPHIN,3616,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Government of Prince Edward Island says any Islanders who have travelled outside of Canada, whether they’re experiencing symptoms or not, are required to self-isolate for 14 days following their return. New recommendations from Chief Public Health Office – Cancel all non-essential travel outside of country. This undated electron microscope image made available by the U.",,,,Media,https://globalnews.ca/news/6672490/p-e-i-covid19-response/,,2020-03-13,,2020-03-13,9261
1594,ACAPS_1594,ACAPS,7038,AMRO,Canada,CAN,124,national,,Public health measures,,Awareness campaigns,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,Yes,,,"warnings against Fraudulent or unauthorized N95 masks which may not meet the same performance measures required by the NIOSH N95 standard and, as a result, may not properly protect consumers from COVID-19.",Not applicable,Introduction / extension of measures,Gov. of Canada,Government,https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2020/72707a-eng.php,,2020-04-14,,2020-04-22,9261
27899,CSHVienna_303,CSHVienna,303,AMRO,Canada,CAN,124,other,Ontario,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,8.1,Other measures,,Legal and policy regulations,,,,". The province has set aside a $100-million contingency fund, and is receiving $200 million from the federal government. That money is all being directed to health-care resources, Ford said, and a provincial support package for businesses is in the works.",,,,,https://london.ctvnews.ca/this-is-not-a-provincial-shutdown-ford-declares-a-state-of-emergency-in-ontario-1.4856078,,2020-03-17,,2020-03-17,9261
1545,ACAPS_1545,ACAPS,196,AMRO,Canada,CAN,124,national,,Public health measures,,Isolation and quarantine policies,3.1.3,Surveillance and response measures,Detecting and isolating cases,Isolation,Yes,,,14  day quarantine for those with symptoms or those returning from cruise ships. Elderly (those over 70) told to stay home,Not applicable,Introduction / extension of measures,Government of Canada,Government,https://www.canada.ca/en/global-affairs/news/2020/02/government-of-canada-evacuating-canadians-on-board-diamond-princess-cruise-ship.html,,2020-02-15,,2020-03-15,9261
21895,IHR_720,IHR,462,AMRO,Canada,CAN,124,national,,International Travel,,land_restriction multiple_country,5.9,International travel measures,,Closing international land borders,,,,,,,,,,,2020-03-26,,,9261
14748,GPHIN02769,GPHIN,2769,AMRO,Canada,CAN,124,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Canada Border Services said though they have not implemented additional screening at the Canada-U.S. border, border service agents do have regular duties through the Quarantine Act to recommend a person be subject to quarantine if they appear to have symptoms of infectious diseases. On 4 March , B.C. provincial health officer indicated that she acknowledged the escalating situation in Washington state, however, she confirmed B.C. is not recommending border control measures with the state at this time.",,,,Media,https://www.thestar.com/news/canada/2020/03/04/despite-proximity-to-washington-state-coronavirus-outbreak-bc-border-agents-not-screening-for-virus.html,,2020-03-05,,2020-03-05,9261
18958,GPHIN05630,GPHIN,5630,AMRO,Canada,CAN,124,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,The British Columbia government on 8 April announced to close all provincial parks in response to the novel coronavirus pandemic effective immediately. The Canadian federal government has already closed all national parks facilities.,,,,Media,https://vancouverisland.ctvnews.ca/b-c-government-orders-closure-of-all-provincial-parks-due-to-covid-19-1.4888119,,2020-04-09,,2020-04-09,9261
16394,GPHIN04055,GPHIN,4055,AMRO,Canada,CAN,124,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,Coronavirus disease 2019 (COVID-19) and supply of substances of human origin in the EU/EEA. Centre for Disease Prevention and Control (ECDC) has published a set of rapid risk assessments and set out measures on how to maintain the safety and sustainability of SoHO supply. It has also been advocating for EU/EEA Member States to activate pandemic plans to prepare for large outbreaks and community transmission of COVID-19.,,,,Official,https://www.ecdc.europa.eu/en/publications-data/coronavirus-disease-2019-covid-19-and-supply-substances-human-origin-eueea,,2020-03-23,,2020-03-23,9261
27903,CSHVienna_307,CSHVienna,307,AMRO,Canada,CAN,124,other,Quebec,Healthcare and public health capacity,Enhance emergency response mechanisms,Declare emergency state,8.1,Other measures,,Legal and policy regulations,,,,. This declaration induces a lot of restrictives measures in the Province,,,,,https://montrealgazette.com/news/quebec/covid-19-quebec-asks-anyone-returning-from-travel-to-self-quarantine/,,2020-03-12,,2020-03-12,9261
22979,OxCGRT941,OxCGRT,OXCGRT003157,AMRO,Canada,CAN,124,national,,,,H5 - investment in Covid-19 vaccines,8.3,Other measures,,Financial packages,,14250060,,"""Premier Doug Ford has announced $20-million in funding for Ontario researchers trying to find a vaccine for COVID-19, as cases of the virus climbed passed the 10,000 mark in the province on Saturday.""    https://web.archive.org/web/20200503135829/https://www.theglobeandmail.com/canada/article-ontario-to-provide-20-million-for-covid-19-vaccine-research/    CAN dollars to USD on 18 April: 0.712503",,,,,,,2020-04-18,,,9261
17165,GPHIN04702,GPHIN,4702,AMRO,Canada,CAN,124,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"A second wave of COVID-19 infections in the winter could be worse than what’s currently happening in Canada, research from the country’s Public Health Agency suggests. The beginning of the H1N1 pandemic in 2009 mirrors that of COVID-19 and went on for ten months with a vaccine available.
The 2010 report, entitled Lessons Learned Review: Public Health Agency of Canada and Health Canada Response to the 2009 H1N1 Pandemic, says the first Canadian cases were confirmed on 26 April 2009 and by mid-June the first wave of infections had peaked. A second pandemic wave began on 30 August which resulted in four to five times more hospitalizations and deaths compared with the first wave, and by November the second wave peaked.",,,,Media,https://torontosun.com/news/national/second-wave-of-covid-19-could-be-worse-than-first-in-canada-research,,2020-03-31,,2020-03-31,9261
27916,CSHVienna_320,CSHVienna,320,AMRO,Canada,CAN,124,other,Saskatchewan,Social distancing,Mass gathering cancellation,Indoor activities,4.3.1,Social and physical distancing measures,"Gatherings, businesses and services",Restricting private gatherings at home,,,,"Bars, lounges, night clubs, fitness centers, swimming pools.",,,,,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/public-health-measures/public-health-orders,,2020-03-18,,2020-03-18,9261
27884,CSHVienna_288,CSHVienna,288,AMRO,Canada,CAN,124,other,Nova Scotia,Healthcare and public health capacity,Increase in medical supplies and equipment,Ventilators,8.2,Other measures,,Scaling up,,,,. ordered 140 ventilators through the federal government to add to its existing 240.,,,,,https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-presumptive-cases-covid-19-coronavirus-1.5498463,,2020-03-15,,2020-03-15,9261
15108,GPHIN03082,GPHIN,3082,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,Ottawa is co-ordinating a national effort to secure personal protective gear amid the COVID-19 outbreak. The Prime Minister and his deputy have aksed provincial leaders  to communicate their “state of readiness” for the novel coronavirus and identify gaps in supply or capacity.,,,,Media,https://globalnews.ca/news/6647859/feds-bulk-buy-coronavirus-outbreak/,,2020-03-09,,2020-03-09,9261
11065,GPHIN00090,GPHIN,90,AMRO,Canada,CAN,124,national,,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The President of the Public Health Agency of Canada, on 29 Janaury told the House of Commons health committee that it is to be expected that there will be travel-related cases in Canada and that the number of confirmed cases will rise. By the end of the week, Namiesniowski said more public health officials will be in customs areas at the three international airports (Toronto, Vancouver and Montreal) to help border officials.  
The federal government, meanwhile, announced on 29 January that it has chartered a plane to evacuate 160 Canadians who’ve been trapped in China. Details are still being worked out about how and when the evacuation will take place and whether those returned to Canada will have to be quarantined once they arrive. The Official said not everyone who wants to come back to Canada may be able to leave since the Chinese authority will not let anyone who might be infected on the plane.",,,,Media,https://globalnews.ca/news/6481486/canada-vaccine-theresa-tam-coronavirus/,,2020-01-30,,2020-01-30,9261
19973,GPHIN06133,GPHIN,6133,AMRO,Canada,CAN,124,national,,,,VACCINE/MCM DEPLOYED,7,Biological measures,,,,,,"A provincial trial is set to begin in Alberta to investigate the effectiveness of an anti-malaria drug hydroxychloroquine(HCQ)  as a potential treatment for COVID-19. The Alberta Hope COVID-19 study will recruit 1,600 at-risk Albertans to determine whether taking a five-day treatment of HCQ lowers their hospitalization rates. Two-thirds of the participants will receive the active drug, and one-third will receive the placebo.",,,,Media,https://globalnews.ca/news/6812307/hydroxychloroquine-testing-alberta-trial/,,2020-04-16,,2020-04-16,9261
16554,GPHIN04170,GPHIN,4170,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Hospital, care-home visits now restricted to essential stop-ins only in the Vancouver area",,,,Media,,,2020-03-24,,2020-03-24,9261
27881,CSHVienna_285,CSHVienna,285,AMRO,Canada,CAN,124,other,Nova Scotia,Healthcare and public health capacity,Enhance emergency response mechanisms,Declare emergency state,8.1,Other measures,,Legal and policy regulations,,,,. This declaration induces a lot of restrictives measures in the Province,,,,,https://atlantic.ctvnews.ca/nova-scotia-declares-state-of-emergency-identifies-7-more-cases-of-covid-19-1.4863349,,2020-03-23,,2020-03-23,9261
27875,CSHVienna_279,CSHVienna,279,AMRO,Canada,CAN,124,other,Newfoundland and Labrador,Social distancing,Mass gathering cancellation,Limit up to 50 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,. Gatherings of more than 50 people are not allowed. Gatherings of less than 50 people should be avoided if social distancing is not possible.,,,,,https://www.thetelegram.com/news/local/newfoundland-and-labrador-invokes-emergency-health-act-to-enforce-covid-19-measures-426361/,,2020-03-18,,2020-03-18,9261
17543,GPHIN04931,GPHIN,4931,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The number of flights into Canada bearing travellers with confirmed infections of COVID-19 continues to rise, including two repatriation flights (from Ecuador on 27 March and Peru on 26 March) for Canadians stranded abroad amid pandemic travel restrictions. There were 158 international flights to Canada between 13-27 March on which at least one person was found to be infected with the novel coronavirus, while eighty-two domestic flights since 13 March have had COVID-19 infected persons on board.",,,,Media,https://www.theglobeandmail.com/business/article-since-march-13-158-flights-have-come-into-canada-with-a-confirmed/,,2020-04-02,,2020-04-02,9261
21124,GPHIN06861,GPHIN,6861,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"While health concerns are at the forefront for Canada’s older generation during the COVID-19 crisis, younger people are worried about their ability to pay their bills, according to participants in a new survey by Statistics Canada.  The agency is calling its voluntary online survey a “crowdsourcing data initiative.” Some 200,000 people responded to the first round of questions.",,,,Media,https://www.cbc.ca/news/technology/coronavirus-conspiracy-theories-popular-canada-1.5542890,,2020-04-24,,2020-04-24,9261
20575,GPHIN06510,GPHIN,6510,AMRO,Canada,CAN,124,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"Ontario's Premier on 20 April said the province is preparing for the “gradual” reopening of the economy as new modelling shows the province has likely reached its peak in the COVID-19 pandemic, even as the situation in long-term care homes continues to worsen. He cautioned that physical distancing and self-isolation measures must remain in place for weeks if not longer.
New projections, released by provincial health officials on 20 April, say Ontario is now expected to have fewer than 20,000 cases of the novel coronavirus, substantially lower than the 80,000 projected by previous models. There are now 127 outbreaks at the province’s 626 long-term care homes, according to official numbers, but the number is much higher if suspected outbreaks and those not yet reported to the province are included.",,,,Media,https://www.theglobeandmail.com/canada/article-ontario-has-reached-peak-in-covid-19-but-long-term-care-situation/,,2020-04-21,,2020-04-21,9261
17202,GPHIN04729,GPHIN,4729,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,Public Health Sudbury Districts reported 12th case of COVID-19. The infection is attributed to domestic travel and close contact with someone who already had the virus.,,,,Media,https://www.thesudburystar.com/news/local-news/12th-case-of-covid-19-reported-by-health-unit,,2020-03-31,,2020-03-31,9261
27915,CSHVienna_319,CSHVienna,319,AMRO,Canada,CAN,124,other,Saskatchewan,Social distancing,Measures for special populations,Measures to limit contact to hospital patients,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,,,Restrictions to hopital visitors.,,,,,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/public-health-measures/public-health-orders,,2020-03-18,,2020-03-18,9261
18445,GPHIN05346,GPHIN,5346,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 5 April, the Minister of International Development announced the allocation of $159.5 million in funding to support international efforts to fight the COVID-19 pandemic.",,,,Official,https://www.canada.ca/en/global-affairs/news/2020/04/canadas-support-for-international-efforts-to-fight-the-covid-19-pandemic.html,,2020-04-07,,2020-04-07,9261
16636,GPHIN04229,GPHIN,4229,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Ontario is taking further steps to ensure that health sector workers, including those that work in the long-term care sector, are available, where and when they are needed. These enhanced measures will support the province's extensive efforts to contain the spread of COVID-19. On 23 March 2020, Ontario enacted a new order under the 17 March 2020 declaration of emergency to ensure personnel are properly deployed to help prevent the spread of COVID-19 to keep staff, volunteers and residents in long-term care homes safe. Ontario's Chief Medical Officer of Health has issued a new directive for long-term care homes under the Long-Term Care Homes Act, 2007 that restricts residents from leaving a home for short visits with family and friends. Ontario is also increasing long-term care bed availability to ensure homes are able to provide isolation rooms when required, as well as providing long-term beds for people on the long-term care waitlist. In addition, the province is ensuring sufficient nursing and personal support care staff are available to support long-term care home residents. These critical steps add to the protocols that have recently been implemented to ensure a safe and secure environment for residents.",,,,Media,https://news.ontario.ca/mltc/en/2020/03/ontario-implements-enhanced-measures-to-protect-the-safety-of-residents-in-long-term-care-homes.html,,2020-03-25,,2020-03-25,9261
22928,OxCGRT890,OxCGRT,OXCGRT003121,AMRO,Canada,CAN,124,national,,,,C8 - restrictions on international travel - 1,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"""Canada advises Canadians to avoid all non-essential travel outside of Canada until further notice"", no additional policy implemented yet https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html",,,,,,,2020-03-13,,,9261
16696,GPHIN04288,GPHIN,4288,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,Police in western Newfoundland say a woman arrested for refusing to stay at home after she returned from a trip outside the province is expected to make a court appearance today March 25. The Royal Newfoundland Constabulary says the 53-year-old woman was arrested Tuesday March 24 in Corner Brook for violating public health emergency orders aimed at slowing the spread of COVID-19.,,,,Media,,,2020-03-25,,2020-03-25,9261
16729,GPHIN04312,GPHIN,4312,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The Minister of Foreign Affairs, participated in a G7 Foreign Ministers’ Meeting by videoconference on 25 March. United States Secretary of State hosted counterparts from Canada, Germany, France, Italy, Japan, the U.K. as well as the EU’s High Representative for Foreign Affairs and Security Policy. They discussed the COVID-19 pandemic and its impact on supply chains and the global economy; developing countries; and the broader geopolitical context. They also stressed the importance of reinforcing their commitment to strengthening the United Nations’ and the World Health Organization’s response to the ongoing COVID-19 crisis. Canadian Minister of Foreign Affairs led the discussion on Myanmar, where he reiterated the importance of G7 unity and the need for continued commitment to the Rohingya people. Broader discussions also focused on Afghanistan, China, Iran, Libya, North Korea, Russia, the Sahel and Syria",,,,Official,https://www.canada.ca/en/global-affairs/news/2020/03/readout-minister-champagne-participates-in-g7-foreign-ministers-meeting.html,,2020-03-25,,2020-03-25,9261
16180,GPHIN03897,GPHIN,3897,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 18 March 2020,   The Northwest Territories, Yukon and Nunavut have declared public health emergencies, though no cases of COVID-19 have been recorded in there yet.",,,,Media,"https://www.cbc.ca/news/canada/north/health-emergency-covid-nwt-1.5501801
https://www.cbc.ca/news/canada/north/yukon-hanley-covid-update-mar-18-1.5501711
https://www.cbc.ca/news/canada/north/public-health-emergency-nunavut-1.5501903",,2020-03-19,,2020-03-19,9261
