NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY_TERRITORY_AREA,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,COMMENTS,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE_ENTRY,Sys_BatchID
23615,OxCGRT1577,OxCGRT,OXCGRT005540,EMRO,Egypt,EGY,818,national,,,,C8 - restrictions on international travel - 4,5.3,International travel measures,,Restricting entry,,,,"On 19 March, Egyptian authorities announced the suspension of international flights.  https://web.archive.org/web/20200504123018/https://www.gov.uk/foreign-travel-advice/egypt/coronavirus",,,,,,,2020-03-19,,,9261
11140,GPHIN00153,GPHIN,153,EMRO,Egypt,EGY,818,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Egypt's Minister of Transport instructed officials at Railways and Metro authorities to take precautionary measures against novel Coronavirus. The railway system is also inundated with travelers on a daily basis, which makes hygiene procedures a priority amid threats of the outbreak of the coronavirus. 
The Ministry of Health announced a plan that includes measures like: Issuing medical cards to all travelers coming from China or a country that was affected by the virus, where the cards include details about the travelers to be monitored for 14 days from their arrival. Any suspected cases will be immediately isolated. 
The ministry’s plan also includes allocating isolation departments at fever hospitals, and activating procedures to monitor acute respiratory diseases, raise awareness, and follow up the global epidemiological situation around the clock.
The Minister of Health confirmed that Egypt is free from the new virus, and declared a state of emergency in quarantines at all the state’s air, maritime and ground outlets as a protection against the outbreak of the new coronavirus.
The Association of Egyptian Travel Agencies banned tourism flights from and to China until further notice.
The Chinese Ambassador to Cairo stated that no coronavirus has been detected among the Chinese community in Egypt, and that the Chinese tourists will be leaving Egypt in five days.",,,,Media,https://www.egypttoday.com/Article/1/81114/Precautionary-measures-taken-at-trains-metro-against-coronavirus,,2020-01-31,,2020-01-31,9261
18336,GPHIN05269,GPHIN,5269,EMRO,Egypt,EGY,818,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The Egyptian President on 5 April announced that it would postpone the launch of megaprojects, including the Grand Egyptian Museum and moving civil servants to a planned new capital city to 2021 from 2020 due to the coronavirus outbreak,",,,,Media,https://www.aljazeera.com/news/2020/04/recession-coronavirus-crisis-live-updates-200403233012626.html,,2020-04-06,,2020-04-06,9261
23610,OxCGRT1572,OxCGRT,OXCGRT005462,EMRO,Egypt,EGY,818,national,,,,H3 - contact tracing - 2,3.2.1,Surveillance and response measures,Tracing and quarantining contacts,Contact tracing,Traditional,,,"Significant work is being done, especially in the areas of early detection, laboratory testing, isolation, contact tracing and referral of patients  LINK: https://web.archive.org/web/20200411202711/http://www.emro.who.int/media/news/who-delegation-concludes-covid-19-technical-mission-to-egypt.html",,,,,,,2020-01-01,,,9261
14436,GPHIN02503,GPHIN,2503,EMRO,Egypt,EGY,818,national,,,,AIRPORT SCREENING: EXIT,5.6,International travel measures,,Exit screening and isolation or quarantine,,,,"The Egyptian's President instructed that the readiness level be increased in cooperation with all the concerned parties of the state, and awareness campaigns be launched to guide Egyptians and provide them with precise information. He also ordered stricter health control at Egypt's ports of entry in accordance with the highest standards possible.",,,,Media,https://www.egypttoday.com/Article/1/82174/Egypt-s-Minister-of-Health-flies-to-China-Sunday-evening,,2020-03-03,,2020-03-03,9261
16771,GPHIN04359,GPHIN,4359,EMRO,Egypt,EGY,818,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Egypt hopes to turn public schools into hospitals and isolation areas for coronavirus patients, in the event of an increase in the number of infection cases, the Egyptian Information Minister announced.",,,,Media,,,2020-03-26,,2020-03-26,9261
23640,OxCGRT1602,OxCGRT,OXCGRT005568,EMRO,Egypt,EGY,818,national,,,,C6 - shelter-in-place and home confinement orders - 2,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,1,,,"As a vegetable street vendor who travels some 90 kilometres from Monufia to Cairo every day, in the back of a crowded truck with 15 others, Samira Outt, 46, has been flouting the coronavirus social-distancing guidelines that demand people stay home as much as possible. Staying home is for the rich, I will never be able to afford this,” /web/20200426113023/https://www.middleeasteye.net/news/coronavirus-egypt-social-distancing-poor-cannot-afford",Required,,,,,,2020-04-16,,,9261
23620,OxCGRT1582,OxCGRT,OXCGRT005543,EMRO,Egypt,EGY,818,national,,,,C2 - workplace closing - 2,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,1,,,"They have closed schools and universities, ordered cafes, restaurants, nightclubs, sporting clubs and malls to close by 7pm (17:00 GMT), and told many public sector employees to avoid the workplace.  https://web.archive.org/web/20200503140620/https://www.aljazeera.com/news/2020/03/egypt-el-sisi-handling-coronavirus-crisis-transparently-200322190301769.html",Required,,,,,,2020-03-22,,,9261
11727,GPHIN00544,GPHIN,544,EMRO,Egypt,EGY,818,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"The authorities of Damietta Port, in northeastern Egypt, decided to quarantine the crew of a ship coming from Shanghai, China’s biggest city, as part of national efforts to prevent 2019-nCoV from entering the country. The security authorities took security measures on the ship, dubbed “Magic Seas” and dealt with its crew while wearing protective suits, a statement said. The ship carried iron sheets.
As a precautionary measure, the port authorities request a copy of the medical reports of the crew of any ship coming from or passing through China, before it enters the port, including temperature checks, .
The ministry allocated a special building in al-Negila hospital in Matrouh governorate, in northwestern Egypt, to test the repatriated citizens for the deadly virus.
A number of Egyptian importers suspended signing deals to import Chinese garlic because of coronavirus; however, the quantities contracted upon previously are being received.",,,,Media,https://www.egypttoday.com/Article/1/81336/Crew-of-ship-coming-from-China-to-Egypt’s-Damietta-quarantined,,2020-02-06,,2020-02-06,9261
11145,GPHIN00155,GPHIN,155,EMRO,Egypt,EGY,818,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Egyptian ambassador to China contacted the Chinese authorities to get permission for returning the Egyptians who want to go back home and leave the city. The cabinet called upon all Egyptians who want to leave the city to call the embassy on 01065322541 or send an e-mail on egy.emb_bejjing@mfa.gov.eg , besides the other various ways of contacts on the social media platforms. Minister of Health on 30 January stated that a quarantine will be established for only the Egyptian expats who will come back from Wuhan, adding that they will quarantined for 14 days.
The Egyptian Health Ministry spokesman stressed the readiness of all quarantine departments at the various entry points to the country. All travelers from the areas where the disease was reported undergo a medical inspection at the entry points, suspected cases would be immediately isolated.",,,,Media,https://www.egypttoday.com/Article/1/81138/Sisi-directs-gov’t-to-take-measures-for-return-of-Egyptians,,2020-01-31,,2020-01-31,9261
2554,ACAPS_2554,ACAPS,2225,EMRO,Egypt,EGY,818,national,,Movement restrictions,,Curfews,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,No,,,two weeks the Government of Egypt will begin enforcing a nighttime curfew from 7:00 p.m. to 6:00 a.m. Anyone who violates the curfew could face a 4000 EGP fine or possible imprisonment.,Fines,Introduction / extension of measures,US Embassy Egypt,Government,https://eg.usembassy.gov/u-s-citizen-services/covid-19-information/,,2020-03-25,,2020-03-25,9261
23627,OxCGRT1589,OxCGRT,OXCGRT005553,EMRO,Egypt,EGY,818,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",1,,,"The Ministry of Awqaf of Egypt is one of the ministries in the Egyptian government and is in charge of religious endowments. The Ministry has decided on the 21st of March to suspend public prayers (including Friday prayers) in all the mosques of the country for two weeks.       Similarly, the Coptic church of Egypt has announced the closure of all churches across the country for a period of two weeks starting from the 21st of March.       Source: BBC Arabic, https://www.bbc.com/arabic/middleeast-51988115",Required,,,,,,2020-04-01,,,9261
9146,CDC_ITF_60,CDC_ITF,CDC-ITF-EG-00001,EMRO,Egypt,EGY,818,national,,,Travel restrictions,travel bans/border closures,5.9,International travel measures,,Closing international land borders,,,,Egypt has suspended all flights from or to China,,Impose,,,https://egyptindependent.com/egypt-cancels-chinese-flights-amid-coronavirus-outbreak/?__cf_chl_jschl_tk__=c8803e18672e86cacd6c8081ab5d1cb933a9143b-1586887055-0-AYkivkr008pv03VFeMgjCtHZfK-bGkxL7xhlaxY1pJma009lYdgPUjZZQ58ysW6dpYoioE-s7hr6zETjVPN-xVxXZdNZHjVw6gUyyRMvOun4F8njvSFbtE5CljshbJuHsp_bahxR-Zf7Qu_VVXMlnHKV_WstMnFsUvN9E2FXT2pVOpSJzARCmtgX5_aBBJLD4tIesVxW6FXNUXcgmmjnmnALX0geYfz0loOIeB_V8pI34mk9t6lL9oH4CyGvCS6j-ABo4YiPCxI62yplUB04teShrXd7IA033_iCGVTQgppXprI83lgbxDcuofFHCZxCNF2mcvRoSlvf89rqjMps9zT9V7fppPsMTs3cY7Zdpwb7,,2020-01-30,,2020-04-14,9261
12060,GPHIN00777,GPHIN,777,EMRO,Egypt,EGY,818,national,,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The Egyptian Health Minister on 9 February inspected the quarantine at Luxor International Airport, following up on the precautionary medical plan to prevent the entry of the novel coronavirus to Egypt. The minister stressed upon the need for face masks to be worn for all medical teams and workers at the airport, and also check on all travelers through measuring their temperatures and taking all the necessary measures.",,,,Media,https://www.egyptindependent.com/health-minister-reviews-preventive-measures-against-coronavirus-at-luxor-airport/,,2020-02-10,,2020-02-10,9261
15139,GPHIN03104,GPHIN,3104,EMRO,Egypt,EGY,818,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Egyptian Attorney General suspended the fingerprint biometric attendance system for judges and public servants in the prosecution offices all over the country until further notice, as a preventive measure against the virus.",,,,Media,https://www.egypttoday.com/Article/1/82469/Fingerprint-biometric-attendance-system-suspended-in-some-Egyptian-institutions,,2020-03-09,,2020-03-09,9261
14035,GPHIN02176,GPHIN,2176,EMRO,Egypt,EGY,818,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,The Egypt’s Consumer Protection Agency (CPA) on 27 February ordered to oblige travel agencies and airlines organizing Umrah pilgrimage or visits to the Prophet's Mosque in the western city of Medina to promptly refund fees of bookings to their customers. The CPA warned citizens against entering into agreements with fake travel agencies to get visas to go to Saudi Arabia.,,,,Media,,,2020-02-28,,2020-02-28,9261
18304,GPHIN05248,GPHIN,5248,EMRO,Egypt,EGY,818,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Since 31 March, Egyptians returning to their country are obliged to sign a written acknowledgement for a mandatory quarantine in efforts to curb the spread of the coronavirus (COVID-19). The policy applies to citizen passengers of government-chartered flights, and the quarantine will take place at hotels at the passenger's own expense, however, Medical services will be provided free of charge.
Grounding of international flights, first established on 19 March, have been extended on 1 April, for two weeks.  
Egyptian authorities closed several hospitals on 29 March, to disinfect facilities after staff became infected with COVID-19. The affected hospitals include al-Salam hospital, the Alexandria University Hospital (north), and al-Shorouk Hospital in Cairo.
Several villages across a variety of governorates have been placed under quarantine as of 28 March, in Upper Egypt due to the amount of local transmissions.
The Central Bank of Egypt encouraged the use of digital bank transfers and electronic payments to reduce contact and exposure. 
A nighttime curfew entered into effect on 25 March for two weeks, from 19:00 to 06:00 (local time) each night. Public transportation will be halted, and most public services and government offices will be closed to the public during the curfew. Schools and universities will be closed from 14 March until 12 April. Shops and malls, with the exception of groceries, bakeries, and pharmacies, will be closed on Fridays and Saturdays.",,,,Media,https://www.garda.com/crisis24/news-alerts/328116/egypt-citizens-to-be-quarantined-upon-arrival-march-31-update-13,,2020-04-06,,2020-04-06,9261
14435,GPHIN02503,GPHIN,2503,EMRO,Egypt,EGY,818,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The Egyptian's President instructed that the readiness level be increased in cooperation with all the concerned parties of the state, and awareness campaigns be launched to guide Egyptians and provide them with precise information. He also ordered stricter health control at Egypt's ports of entry in accordance with the highest standards possible.",,,,Media,https://www.egypttoday.com/Article/1/82174/Egypt-s-Minister-of-Health-flies-to-China-Sunday-evening,,2020-03-03,,2020-03-03,9261
18303,GPHIN05248,GPHIN,5248,EMRO,Egypt,EGY,818,national,,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"Since 31 March, Egyptians returning to their country are obliged to sign a written acknowledgement for a mandatory quarantine in efforts to curb the spread of the coronavirus (COVID-19). The policy applies to citizen passengers of government-chartered flights, and the quarantine will take place at hotels at the passenger's own expense, however, Medical services will be provided free of charge.
Grounding of international flights, first established on 19 March, have been extended on 1 April, for two weeks.  
Egyptian authorities closed several hospitals on 29 March, to disinfect facilities after staff became infected with COVID-19. The affected hospitals include al-Salam hospital, the Alexandria University Hospital (north), and al-Shorouk Hospital in Cairo.
Several villages across a variety of governorates have been placed under quarantine as of 28 March, in Upper Egypt due to the amount of local transmissions.
The Central Bank of Egypt encouraged the use of digital bank transfers and electronic payments to reduce contact and exposure. 
A nighttime curfew entered into effect on 25 March for two weeks, from 19:00 to 06:00 (local time) each night. Public transportation will be halted, and most public services and government offices will be closed to the public during the curfew. Schools and universities will be closed from 14 March until 12 April. Shops and malls, with the exception of groceries, bakeries, and pharmacies, will be closed on Fridays and Saturdays.",,,,Media,https://www.garda.com/crisis24/news-alerts/328116/egypt-citizens-to-be-quarantined-upon-arrival-march-31-update-13,,2020-04-06,,2020-04-06,9261
15511,GPHIN03398,GPHIN,3398,EMRO,Egypt,EGY,818,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"The Culture Ministry decided on 9 March to suspend all cultural and artistic events, which were planned to be attended by a large number of audience until further notice amid coronavirus concerns. The Cabinet has halted all activities and events with large gatherings over coronavirus fears.",,,,Media,https://www.egypttoday.com/Article/1/82482/Culture-Ministry-suspends-all-events-amid-coronavirus-concerns,,2020-03-11,,2020-03-11,9261
15141,GPHIN03106,GPHIN,3106,EMRO,Egypt,EGY,818,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,Egypt’s government banned all large community events and gatherings until further notice to prevent the spread of coronavirus (Covid 19),,,,Media,https://www.egypttoday.com/Article/1/82468/Egypt-bans-large-community-events-to-prevent-coronavirus-spread,,2020-03-09,,2020-03-09,9261
14273,GPHIN02377,GPHIN,2377,EMRO,Egypt,EGY,818,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"Passengers who have been in Bahrain, China, Chinese Taipei, Hong Kong, Iran, Iraq, Italy, Japan, South Korea, Kuwait, Macao, Malaysia, Singapore, Thailand or Vietnam must fill in a health card with their full name, detailed address, nationality, flight number, full route, date of arrival, and telephone number. They will be monitored by the General Quarantine Administration for the following 14 days.",,,,Media,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-03-02,,2020-03-02,9261
11725,GPHIN00544,GPHIN,544,EMRO,Egypt,EGY,818,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The authorities of Damietta Port, in northeastern Egypt, decided to quarantine the crew of a ship coming from Shanghai, China’s biggest city, as part of national efforts to prevent 2019-nCoV from entering the country. The security authorities took security measures on the ship, dubbed “Magic Seas” and dealt with its crew while wearing protective suits, a statement said. The ship carried iron sheets.
As a precautionary measure, the port authorities request a copy of the medical reports of the crew of any ship coming from or passing through China, before it enters the port, including temperature checks, .
The ministry allocated a special building in al-Negila hospital in Matrouh governorate, in northwestern Egypt, to test the repatriated citizens for the deadly virus.
A number of Egyptian importers suspended signing deals to import Chinese garlic because of coronavirus; however, the quantities contracted upon previously are being received.",,,,Media,https://www.egypttoday.com/Article/1/81336/Crew-of-ship-coming-from-China-to-Egypt’s-Damietta-quarantined,,2020-02-06,,2020-02-06,9261
23618,OxCGRT1580,OxCGRT,OXCGRT005542,EMRO,Egypt,EGY,818,national,,,,E3 - fiscal measures,8.3,Other measures,,Financial packages,,1269384280,,"Like other countries, Egypt has taken steps to curtail the impact of coronavirus on the economy, including a surprise 3% interest rate cut and an injection of 20 billion Egyptian pounds to support the stock market.  https://en.qantara.de/content/egypt-declares-two-week-curfew-to-counter-coronavirus",,,,,,,2020-03-21,,,9261
23628,OxCGRT1590,OxCGRT,OXCGRT005553,EMRO,Egypt,EGY,818,national,,,,C5 - close public transport - 2,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,1,,,The Egyptian government has announced the suspension of public transport across the country for two weeks starting from the 25th of March 2020.       Source: Al Jazeera Arabic,Required,,,,,,2020-04-01,,,9261
15422,GPHIN03319,GPHIN,3319,EMRO,Egypt,EGY,818,national,,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"On 11 March, the Egyptian authorities said all the foreign travellers stuck who had been quarantined on a coronavirus-hit Nile cruise boat have flown home, at the request of their countries and in coordination with WHO.  The boat had been carrying around 171 passengers and crew.  On 7 March, Egyptian authorities had reported moving 45 suspected coronavirus cases -- 33 passengers and 12 crew, but on 10 March, 25 of whose who had initially tested positive for the virus had since tested negative.",,,,Media,https://www.urdupoint.com/en/world/46-tourists-stuck-on-virus-hit-nile-cruise-bo-861217.html,,2020-03-11,,2020-03-11,9261
9157,CDC_ITF_71,CDC_ITF,CDC-ITF-EG-00012,EMRO,Egypt,EGY,818,national,,,Movement restrictions,Curfew,4.5.2,Social and physical distancing measures,Domestic travel,Stay-at-home order,,,,A nighttime curfew entered into effect on Wednesday March 25 for two weeks from 19:00 to 06:00 (local time) each night. Public transportation will be halted during curfew.,,Impose,,,https://www.garda.com/crisis24/news-alerts/328116/egypt-citizens-to-be-quarantined-upon-arrival-march-31-update-11,,2020-03-25,,2020-04-14,9261
9147,CDC_ITF_61,CDC_ITF,CDC-ITF-EG-00002,EMRO,Egypt,EGY,818,national,,,Passenger screening,Entry screening,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,Issuing medical cards to all travelers coming from China or a country that was affected by the virus where the cards include details about the travelers to be monitored for 14 days from their arrival. Any suspected cases will be immediately isolated.,,Impose,,,https://www.egypttoday.com/Article/1/81114/Precautionary-measures-taken-at-trains-metro-against-coronavirus,,2020-01-31,,2020-04-14,9261
18623,GPHIN05428,GPHIN,5428,EMRO,Egypt,EGY,818,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 7 April, the Egyptian government announced that all public religious gatherings will be banned during the Muslim fasting month of Ramadan. Ramadan is set to begin around 23 April. The government will ban all gatherings, public iftars, fast-breaking meals, and collective social activities. Egypt will keep its mosques closed.",,,,Media,https://www.garda.com/crisis24/news-alerts/330081/egypt-government-to-ban-ramadan-gatherings-due-to-covid-19-april-7-update-14,,2020-04-07,,2020-04-07,9261
23633,OxCGRT1595,OxCGRT,OXCGRT005560,EMRO,Egypt,EGY,818,national,,,,C7 - restrictions on internal movement - 2,4.5.1,Social and physical distancing measures,Domestic travel,Suspending or restricting movement,1,,,"The curfew bans the movement of individuals, including public transportation and private vehicles, on all public roads from 8pm to 6am every night. /web/20200426111810/https://www.middleeasteye.net/news/coronavirus-egypt-extends-lockdown-flights-suspended",Required,,,,,,2020-04-08,,,9261
2565,ACAPS_2565,ACAPS,5068,EMRO,Egypt,EGY,818,national,,Social distancing,,Limit public gatherings,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,Yes,,,Government Bans Religious Gatherings during Ramadan,Not available,Introduction / extension of measures,GardaWorld,Media,https://www.garda.com/crisis24/news-alerts/330081/egypt-government-to-ban-ramadan-gatherings-due-to-covid-19-april-7-update-14,,2020-04-07,,2020-04-14,9261
2549,ACAPS_2549,ACAPS,1163,EMRO,Egypt,EGY,818,national,,Movement restrictions,,International flights suspension,5.7,International travel measures,,Suspending or restricting international flights,No,,,All International passenger flights (at least until 31. March) *Cargo and domestic flights are uneffected,,Introduction / extension of measures,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,,2020-03-19,,2020-03-20,9261
2570,ACAPS_2570,ACAPS,9043,EMRO,Egypt,EGY,818,national,,Governance and socio-economic measures,,State of emergency declared,8.3,Other measures,,Financial packages,No,,,extended until 17 May,,Introduction / extension of measures,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,,2020-04-28,,2020-05-05,9261
9151,CDC_ITF_65,CDC_ITF,CDC-ITF-EG-00006,EMRO,Egypt,EGY,818,national,,,Travel restrictions,travel bans/border closures,5.9,International travel measures,,Closing international land borders,,,,Qataris will not be allowed to enter Egypt starting March 6 amid fears over the coronavirus according to the Egyptian government. The ban includes those with a valid residency.,,Impose,,,https://www.aljazeera.com/news/2020/03/italy-death-toll-jumps-global-outbreak-deepens-live-updates-200303233420584.html,,2020-03-06,,2020-04-14,9261
11142,GPHIN00153,GPHIN,153,EMRO,Egypt,EGY,818,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"Egypt's Minister of Transport instructed officials at Railways and Metro authorities to take precautionary measures against novel Coronavirus. The railway system is also inundated with travelers on a daily basis, which makes hygiene procedures a priority amid threats of the outbreak of the coronavirus. 
The Ministry of Health announced a plan that includes measures like: Issuing medical cards to all travelers coming from China or a country that was affected by the virus, where the cards include details about the travelers to be monitored for 14 days from their arrival. Any suspected cases will be immediately isolated. 
The ministry’s plan also includes allocating isolation departments at fever hospitals, and activating procedures to monitor acute respiratory diseases, raise awareness, and follow up the global epidemiological situation around the clock.
The Minister of Health confirmed that Egypt is free from the new virus, and declared a state of emergency in quarantines at all the state’s air, maritime and ground outlets as a protection against the outbreak of the new coronavirus.
The Association of Egyptian Travel Agencies banned tourism flights from and to China until further notice.
The Chinese Ambassador to Cairo stated that no coronavirus has been detected among the Chinese community in Egypt, and that the Chinese tourists will be leaving Egypt in five days.",,,,Media,https://www.egypttoday.com/Article/1/81114/Precautionary-measures-taken-at-trains-metro-against-coronavirus,,2020-01-31,,2020-01-31,9261
20785,GPHIN06653,GPHIN,6653,EMRO,Egypt,EGY,818,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"Egypt extended a curfew until 23 April, closed places of worship, schools and tourist sites and banned public religious gatherings during Ramadan, starting late April.",,,,Media,https://cyprus-mail.com/2020/04/21/countries-pondering-an-easing-of-coronavirus-curbs/,,2020-04-22,,2020-04-22,9261
9159,CDC_ITF_73,CDC_ITF,CDC-ITF-EG-00014,EMRO,Egypt,EGY,818,national,,,Traveler isolation/quarantine,Mandatory isolation/quarantine,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,Government requires Egyptian citizens to sign waiver agreeing to mandatory quarantine upon arrival to Egypt as of March 31; follow authority directives. The policy applies to citizen passengers of government-chartered flights and further states that the quarantine will take place at hotels at the passenger's own expense.. Government requires Egyptian citizens to sign waiver agreeing to mandatory quarantine upon arrival to Egypt as of March 31; follow authority directives. The policy applies to citizen passengers of government-chartered flights and further states that the quarantine will take place at hotels at the passenger's own expense.,,Impose,,,https://www.garda.com/crisis24/news-alerts/328116/egypt-citizens-to-be-quarantined-upon-arrival-march-31-update-13,,2020-03-31,,2020-04-14,9261
9148,CDC_ITF_62,CDC_ITF,CDC-ITF-EG-00003,EMRO,Egypt,EGY,818,national,,,Passenger screening,Entry screening,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,The Suez Canal Authority in coordination with the Health Ministry have taken all preventive measures to deny access of novel coronavirus into the waterway Suez Canal. The health of the staff who deal directly with passing ships is constantly checked. The precautions measures are also applied to people ships and buildings.,,Impose,,,https://www.egypttoday.com/Article/1/81531/Suez-Canal-takes-preventive-measures-against-coronavirus-MP,,2020-02-12,,2020-04-14,9261
9150,CDC_ITF_64,CDC_ITF,CDC-ITF-EG-00005,EMRO,Egypt,EGY,818,other,,,Passenger screening,Entry screening,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,. People who have been in Bahrain China (Hong Kong and Macao SARs) France Germany Iran Iraq Italy Japan South Korea Kuwait Malaysia Singapore Switzerland Spain Thailand or Vietnam will be screened upon arrival and followed up with for a period of 14 days.,,Impose,,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#other%20affected%20countries,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-02,,2020-04-14,9261
23621,OxCGRT1583,OxCGRT,OXCGRT005545,EMRO,Egypt,EGY,818,national,,,,C3 - cancel public events - 2,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",1,,,El-Sissi's government has banned large gatherings  /web/20200426113329/https://www.aljazeera.com/news/2020/03/egypt-imposes-week-nightly-curfew-slow-coronavirus-spread-200324174007399.html,Required,,,,,,2020-03-24,,,9261
14795,GPHIN02809,GPHIN,2809,EMRO,Egypt,EGY,818,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,Effective 06.03.2020: nationals of Qatar are not allowed to enter Egypt.,,,,Media,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-03-05,,2020-03-05,9261
23632,OxCGRT1594,OxCGRT,OXCGRT005558,EMRO,Egypt,EGY,818,national,,,,H2 - testing policy -1,3.1.1,Surveillance and response measures,Detecting and isolating cases,Passive case detection,Specific symptoms,,,"** Exact start date cannot be found   https://www.middleeastmonitor.com/20200316-exclusive-will-egypt-be-a-new-centre-of-the-coronavirus/      Significant work is being done, especially in the areas of early detection, laboratory testing, isolation, contact tracing and referral of patients   http://www.emro.who.int/media/news/who-delegation-concludes-covid-19-technical-mission-to-egypt.html",,,,,,,2020-04-06,,,9261
14794,GPHIN02809,GPHIN,2809,EMRO,Egypt,EGY,818,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,Effective 06.03.2020: nationals of Qatar are not allowed to enter Egypt.,,,,Media,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-03-05,,2020-03-05,9261
2566,ACAPS_2566,ACAPS,5069,EMRO,Egypt,EGY,818,national,,Public health measures,,Other public health measures enforced,2,Environmental measures,,,Yes,,,"Egyptian authorities closed several hospitals on Sunday, March 29, to disinfect facilities after staff became infected with COVID-19. The affected hospitals include al-Salam hospital, the Alexandria University Hospital (north), and al-Shorouk Hospital in Cairo.",Not available,Introduction / extension of measures,GardaWorld,Media,https://www.garda.com/crisis24/news-alerts/330081/egypt-government-to-ban-ramadan-gatherings-due-to-covid-19-april-7-update-14,,2020-03-29,,2020-04-14,9261
15157,GPHIN03116,GPHIN,3116,EMRO,Egypt,EGY,818,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Egyptian authorities have intensified measures in the ancient southern city of Luxor to prevent the spread of the new coronavirus after the country’s first virus death was recorded in a foreign tourist who had stayed in the famous Nile destination, officials have said.",,,,Media,https://gulfnews.com/world/mena/coronavirus-egypt-tightens-curbs-in-tourist-hub-1.70254960,,2020-03-09,,2020-03-09,9261
